date,n-transactions-total
2020-12-23,599094619.0
2020-12-27,600249266.0
2020-12-31,601577750.0
2021-01-04,602865747.0
2021-01-08,604378746.0
2021-01-12,605701559.0
2021-01-16,607012869.0
2021-01-20,608238505.0
2021-01-24,609414229.0
2021-01-28,610710114.0
2021-02-01,611935068.0
2021-02-05,613372494.0
2021-02-09,614687413.0
2021-02-13,616012831.0
2021-02-17,617234210.0
2021-02-21,618485717.0
2021-02-25,619741599.0
2021-03-01,620904141.0
2021-03-05,622182529.0
2021-03-09,623323394.0
2021-03-13,624557151.0
2021-03-17,625772533.0
2021-03-21,626942107.0
2021-03-25,628178277.0
2021-03-29,629311017.0
2021-04-02,630582655.0
2021-04-06,631709087.0
2021-04-10,632932905.0
2021-04-14,634085336.0
2021-04-18,635135909.0
2021-04-22,636123674.0
2021-04-26,637190939.0
2021-04-30,638316363.0
2021-05-04,639401160.0
2021-05-08,640605777.0
2021-05-12,641770051.0
2021-05-16,642762772.0
2021-05-20,643726741.0
2021-05-24,644605027.0
2021-05-28,645503002.0
2021-06-01,646341383.0
2021-06-05,647278422.0
2021-06-09,648157218.0
2021-06-13,649035665.0
2021-06-17,650012711.0
2021-06-21,650795691.0
2021-06-25,651675788.0
2021-06-29,652404292.0
2021-07-03,653279360.0
2021-07-07,654124289.0
2021-07-11,654935868.0
2021-07-15,655849251.0
2021-07-19,656643325.0
2021-07-23,657569543.0
2021-07-27,658459857.0
2021-07-31,659435583.0
2021-08-04,660346520.0
2021-08-08,661257949.0
2021-08-12,662284957.0
2021-08-16,663203487.0
2021-08-20,664234090.0
2021-08-24,665178657.0
2021-08-28,666176305.0
2021-09-01,667169954.0
2021-09-05,668178140.0
2021-09-09,669268179.0
2021-09-13,670195353.0
2021-09-17,671275196.0
2021-09-21,672217715.0
2021-09-25,673252795.0
2021-09-29,674209251.0
2021-10-03,675257144.0
2021-10-07,676432081.0
2021-10-11,677448946.0
2021-10-15,678594018.0
2021-10-19,679675451.0
2021-10-23,680801042.0
2021-10-27,681881744.0
2021-10-31,682953398.0
2021-11-04,684121357.0
2021-11-08,685155107.0
2021-11-12,686368434.0
2021-11-16,687421128.0
2021-11-20,688539230.0
2021-11-24,689623429.0
2021-11-28,690658593.0
2021-12-02,691856000.0
2021-12-06,692898231.0
2021-12-10,694005972.0
2021-12-14,695004157.0
2021-12-18,696043039.0
2021-12-22,697110260.0
2021-12-26,698069683.0
2021-12-30,699106307.0
2022-01-03,699995245.0
2022-01-07,701060121.0
2022-01-11,702040529.0
2022-01-15,703090105.0
2022-01-19,704099618.0
2022-01-23,705098842.0
2022-01-27,706150299.0
2022-01-31,707116297.0
2022-02-04,708182519.0
2022-02-08,709198351.0
2022-02-12,710212002.0
2022-02-16,711209926.0
2022-02-20,712147783.0
2022-02-24,713150486.0
2022-02-28,714113424.0
2022-03-04,715213378.0
2022-03-08,716156440.0
2022-03-12,717168548.0
2022-03-16,718176611.0
2022-03-20,719169728.0
2022-03-24,720221107.0
2022-03-28,721252996.0
2022-04-01,722377453.0
2022-04-05,723405122.0
2022-04-09,724448126.0
2022-04-13,725497957.0
2022-04-17,726450332.0
2022-04-21,727537519.0
2022-04-25,728533363.0
2022-04-29,729657029.0
2022-05-03,730700527.0
2022-05-07,731767365.0
2022-05-11,732821388.0
2022-05-15,733892118.0
2022-05-19,734968323.0
2022-05-23,735935114.0
2022-05-27,736992278.0
2022-05-31,737975245.0
2022-06-04,738999111.0
2022-06-08,739994750.0
2022-06-12,740963749.0
2022-06-16,742067898.0
2022-06-20,743003721.0
2022-06-24,744021307.0
2022-06-28,744954771.0
2022-07-02,745997123.0
2022-07-06,746956618.0
2022-07-10,747926545.0
2022-07-14,748940946.0
2022-07-18,749887101.0
2022-07-22,750963692.0
2022-07-26,751905467.0
2022-07-30,752962724.0
2022-08-03,753971678.0
2022-08-07,754954247.0
2022-08-11,756018367.0
2022-08-15,756971951.0
2022-08-19,758074323.0
2022-08-23,759009330.0
2022-08-27,760014452.0
2022-08-31,760992653.0
2022-09-04,761978316.0
2022-09-08,763024820.0
2022-09-12,764047893.0
2022-09-16,765115318.0
2022-09-20,766099303.0
2022-09-24,767115721.0
2022-09-28,768121601.0
2022-10-02,769131230.0
2022-10-06,770228799.0
2022-10-10,771202786.0
2022-10-14,772297921.0
2022-10-18,773270316.0
2022-10-22,774302087.0
2022-10-26,775339438.0
2022-10-30,776364220.0
2022-11-03,777479941.0
2022-11-07,778505900.0
2022-11-11,779671535.0
2022-11-15,780665460.0
2022-11-19,781725443.0
2022-11-23,782751591.0
2022-11-27,783718774.0
2022-12-01,784809472.0
2022-12-05,785824548.0
2022-12-09,786890447.0
2022-12-13,787897951.0
2022-12-17,788968409.0
2022-12-21,789982145.0
2022-12-25,790945257.0
2022-12-29,791948046.0
2023-01-02,792897596.0
2023-01-06,794002725.0
2023-01-10,795068665.0
2023-01-14,796298027.0
2023-01-18,797461667.0
2023-01-22,798597007.0
2023-01-26,799785583.0
2023-01-30,800926516.0
2023-02-03,802240108.0
2023-02-07,803403182.0
2023-02-11,804670112.0
2023-02-15,805855534.0
2023-02-19,807038897.0
2023-02-23,808173143.0
2023-02-27,809295737.0
2023-03-03,810695222.0
2023-03-07,811965659.0
2023-03-11,813244464.0
2023-03-15,814516177.0
2023-03-19,815716535.0
2023-03-23,816977341.0
2023-03-27,818118504.0
2023-03-31,819403518.0
2023-04-04,820819718.0
2023-04-08,822193825.0
2023-04-12,823485760.0
2023-04-16,824641493.0
2023-04-20,825868575.0
2023-04-24,827368933.0
2023-04-28,829077303.0
2023-05-02,831271254.0
2023-05-06,833264393.0
2023-05-10,835719335.0
2023-05-14,837983993.0
2023-05-18,840134477.0
2023-05-22,842061818.0
2023-05-26,843977742.0
2023-05-30,846010668.0
2023-06-03,847649292.0
2023-06-07,849267903.0
2023-06-11,850826536.0
2023-06-15,852362214.0
2023-06-19,854204009.0
2023-06-23,855781779.0
2023-06-27,857363958.0
2023-07-01,858904884.0
2023-07-05,860413870.0
2023-07-09,862529837.0
2023-07-13,864323567.0
2023-07-17,866253233.0
2023-07-21,868041114.0
