Date,Individual_Stablecoin_Supply,Total_Chain_Supply,stablecoin_dominance
2023-04-01 20:00:00,368344255.37,668913041.02,55.07%
2023-04-02 20:00:00,368772453.36,670343331.12,55.01%
2023-04-03 20:00:00,370651278.5,670804629.31,55.25%
2023-04-04 20:00:00,369712712.51,663126537.65,55.75%
2023-04-05 20:00:00,369862645.91,666856771.98,55.46%
2023-04-06 20:00:00,369351859.56,667031161.82,55.37%
2023-04-07 20:00:00,370388868.59,668969414.1,55.37%
2023-04-08 20:00:00,375076950.74,682944164.52,54.92%
2023-04-09 20:00:00,374427954.27,678209566.67,55.21%
2023-04-10 20:00:00,374646351.8,680323860.06,55.07%
2023-04-11 20:00:00,374945543.09,680528726.47,55.10%
2023-04-12 20:00:00,376030319.35,665561994.9,56.50%
2023-04-13 20:00:00,372962540.32,662632104.38,56.29%
2023-04-14 20:00:00,372770306.15,658598015.58,56.60%
2023-04-15 20:00:00,372991854.85,653744013.96,57.05%
2023-04-16 20:00:00,374057449.48,658055745.35,56.84%
2023-04-17 20:00:00,374348521.85,658378609.65,56.86%
2023-04-18 20:00:00,373729194.27,660210959.15,56.61%
2023-04-19 20:00:00,376347840.39,667293027.57,56.40%
2023-04-20 20:00:00,378314042.57,669690782.25,56.49%
2023-04-21 20:00:00,379815918.82,671135087.8,56.59%
2023-04-22 20:00:00,381394922.41,674138005.12,56.58%
2023-04-23 20:00:00,382266019.54,675557240.64,56.59%
2023-04-24 20:00:00,378175285.92,666222475.56,56.76%
2023-04-25 20:00:00,379013547.47,667232050.65,56.80%
2023-04-26 20:00:00,378842675.59,668994272.01,56.63%
2023-04-27 20:00:00,362406074.74,653142132.48,55.49%
2023-04-28 20:00:00,362716376.65,637734108.33,56.88%
2023-04-29 20:00:00,363164283.29,637847729.11,56.94%
2023-04-30 20:00:00,363230112.39,638187472.51,56.92%
2023-05-01 20:00:00,362772369.98,636046623.07,57.04%
2023-05-02 20:00:00,363681491.52,638379008.72,56.97%
2023-05-03 20:00:00,363237052.37,635573771.74,57.15%
2023-05-04 20:00:00,362863547.33,638417234.35,56.84%
2023-05-05 20:00:00,364015345.89,638235408.66,57.03%
2023-05-06 20:00:00,362768783.89,634682690.53,57.16%
2023-05-07 20:00:00,362800029.71,635135635.76,57.12%
2023-05-08 20:00:00,364214956.68,637424615.8,57.14%
2023-05-09 20:00:00,365963728.41,638864940.71,57.28%
2023-05-10 20:00:00,364343152.94,636456725.04,57.25%
2023-05-11 20:00:00,364677332.9,637835453.02,57.17%
2023-05-12 20:00:00,364063280.49,637480439.94,57.11%
2023-05-13 20:00:00,364282650.12,636574070.91,57.23%
2023-05-14 20:00:00,364986819.85,621242882.86,58.75%
2023-05-15 20:00:00,362553512.1,621683593.08,58.32%
2023-05-16 20:00:00,361004770.05,619759408.1,58.25%
2023-05-17 20:00:00,346378576.63,605686543.22,57.19%
2023-05-18 20:00:00,347095839.58,608647294.77,57.03%
2023-05-19 20:00:00,347083987.39,607868849.13,57.10%
2023-05-20 20:00:00,347593967.48,608119777.44,57.16%
2023-05-21 20:00:00,347463376.13,608771268.37,57.08%
2023-05-22 20:00:00,347393974.02,607599101.25,57.17%
2023-05-23 20:00:00,347736663.77,606706136.32,57.32%
2023-05-24 20:00:00,340239660.22,596701139.09,57.02%
2023-05-25 20:00:00,341362951.55,600895009.16,56.81%
2023-05-26 20:00:00,341365298.96,601212647.29,56.78%
2023-05-27 20:00:00,342869131.73,602723316.68,56.89%
2023-05-28 20:00:00,342804971.74,602278940,56.92%
2023-05-29 20:00:00,342522762.51,603111892.09,56.79%
2023-05-30 20:00:00,342320449.28,604055042.07,56.67%
2023-05-31 20:00:00,342494426.79,605533730.13,56.56%
2023-06-01 20:00:00,342221755.88,605002953.77,56.57%
2023-06-02 20:00:00,342365654.51,613124718.05,55.84%
2023-06-03 20:00:00,342973260.76,614591078.28,55.81%
2023-06-04 20:00:00,343684685.68,615715479.6,55.82%
2023-06-05 20:00:00,344120405.5,617550080.66,55.72%
2023-06-06 20:00:00,343656391.12,617860382.97,55.62%
2023-06-07 20:00:00,345531253.72,618876698.67,55.83%
2023-06-08 20:00:00,345904737.88,618213648.86,55.95%
2023-06-09 20:00:00,346195207.53,613065591.16,56.47%
2023-06-10 20:00:00,342125898.76,607442820.38,56.32%
2023-06-11 20:00:00,342872449.45,605987156.38,56.58%
2023-06-12 20:00:00,343054946.08,604805137.08,56.72%
2023-06-13 20:00:00,344205653.57,608612298.44,56.56%
2023-06-14 20:00:00,343413349.56,611327973.99,56.17%
2023-06-15 20:00:00,341545033.24,610830126.42,55.91%
2023-06-16 20:00:00,342078069.21,616247323.82,55.51%
2023-06-17 20:00:00,342661128.34,617292793.7,55.51%
2023-06-18 20:00:00,342276748.47,615845890.81,55.58%
2023-06-19 20:00:00,332620150.21,607158931.69,54.78%
2023-06-20 20:00:00,334744824.46,608623927.65,55.00%
2023-06-21 20:00:00,332863607.71,606900788.65,54.85%
2023-06-22 20:00:00,337001736.32,620348964.07,54.32%
2023-06-23 20:00:00,337419628.72,622409188.21,54.21%
2023-06-24 20:00:00,340483386.59,627165696.63,54.29%
2023-06-25 20:00:00,338929593.35,615550404.46,55.06%
2023-06-26 20:00:00,340010670.12,615049981,55.28%
2023-06-27 20:00:00,339616923.32,615216057.62,55.20%
2023-06-28 20:00:00,340363407.4,615522416.76,55.30%
2023-06-29 20:00:00,338913590.15,616277712.2,54.99%
2023-06-30 20:00:00,342697345.2,629141140.5,54.47%
2023-07-01 20:00:00,342644831.54,635262771.4,53.94%
2023-07-02 20:00:00,344005176.99,635948712.02,54.09%
2023-07-03 20:00:00,343751801.99,638766374.38,53.81%
2023-07-04 20:00:00,343635488.51,642568726.42,53.48%
2023-07-05 20:00:00,343186104.17,632647043.5,54.25%
2023-07-06 20:00:00,344702930.08,635854726.23,54.21%
2023-07-07 20:00:00,344824709.1,636162413.81,54.20%
2023-07-08 20:00:00,345333689.45,638303678.26,54.10%
2023-07-09 20:00:00,345322690.78,640116260.7,53.95%
2023-07-10 20:00:00,345756710.88,638430073.72,54.16%
2023-07-11 20:00:00,345412450.09,642406973.46,53.77%
2023-07-12 20:00:00,344706871.75,642977701.51,53.61%
2023-07-13 20:00:00,345222399.16,637985995.89,54.11%
2023-07-14 20:00:00,347264531.83,648753064.53,53.53%
2023-07-15 20:00:00,347392652.97,651265971.48,53.34%
2023-07-16 20:00:00,347685068.85,661028553.77,52.60%
2023-07-17 20:00:00,347476877.49,656778484.06,52.91%
2023-07-18 20:00:00,350267308.68,658694098.76,53.18%
2023-07-19 20:00:00,351933614.05,662673931.87,53.11%
2023-07-20 20:00:00,352972195.65,665454005.5,53.04%
2023-07-21 20:00:00,354898247.04,667623835.82,53.16%
2023-07-22 20:00:00,359129346.03,676904019.93,53.05%
2023-07-23 20:00:00,360288130.87,671302571.14,53.67%
2023-07-24 20:00:00,362511421.05,677184275.81,53.53%
2023-07-25 20:00:00,363898856,680156268.08,53.50%
2023-07-26 20:00:00,368211415.42,685161373.26,53.74%
2023-07-27 20:00:00,299069735.29,616076555.55,48.54%
2023-07-28 20:00:00,299279464.1,635654244.87,47.08%
2023-07-29 20:00:00,299716308.77,635254258.58,47.18%
2023-07-30 20:00:00,295631024.03,634773722.91,46.57%
