Date,paxos-standard,usdx,tether,binance-usd,origin-dollar,gemini-dollar,musd,nusd,terrausd,dai,just-stablecoin,husd,frax,celo-dollar,usdk,reserve,usd-coin,neutrino,true-usd,usdp
2020-12-29,1.0023254313195578,0.898134909696538,1.0012237308367522,1.0034791233951477,0.14553754548917242,1.0077710862066787,1.0069680060539885,1.0359823370996912,1.0084112775797318,1.0042583074867097,1.0015303307619163,0.9991150781936299,1.0275427014617313,1.0034764586737923,1.0003909564541453,1.0036488682286342,1.0032934424537712,1.001216949414764,1.0037828939808962,0.9247124072327957
2020-12-30,1.0004315570784756,0.9297453336474493,1.0015644877238365,1.0011418304992117,0.14553754548917242,1.0208366473105113,1.0060315019004695,1.0192317254580046,1.0076316064463433,1.0049064181646115,0.9892992876426367,0.9990974193069326,1.0068035443556425,0.9990915718565292,0.9997994347664957,1.0004687920681572,1.0006530822797923,0.9999977728166491,1.0006409952174264,0.9203445969502757
2020-12-31,1.0005742321459883,0.8817671085733234,1.0000520646337905,1.0005662307579233,0.14553754548917242,0.9995462114364482,0.993102050873216,1.0181133506700109,0.9960166110700519,1.002622144545058,0.995805345203448,1.001615434988656,0.9964030562123515,1.0018821080358604,1.0007676992401928,1.0003693425107687,1.0014906084668167,0.999704522826004,1.0005635364258543,0.9220414836992702
2021-01-01,0.9993233413165368,0.8846957986924303,1.001992607019633,0.9993937146197975,0.14553754548917242,0.9974107564434362,0.997909126030622,1.089240445623153,1.0039285627076275,1.0040354371821332,0.994294948674581,0.9976123270141312,1.0131331061422455,1.0048945992127207,1.0001629476325,1.0005901816630265,0.9994827791130811,1.0003293465367318,0.9986538685566689,0.9178166745480449
2021-01-02,1.0016718201966799,0.9018764861911927,1.0031205093162412,1.0027247040928742,0.14553754548917242,1.001434238572866,1.0040606232325016,1.097455652789922,1.0052493735215133,1.0054927795904547,0.9995216048005645,1.0004583840943706,1.012722503243817,0.9995718787248119,0.9974329074313327,0.9998909130873167,1.002601259400023,0.998108186751767,1.0018331254261859,0.9822162169606473
2021-01-03,0.9914113247526907,0.9059233566232755,1.0007211864651786,0.9986373690650322,0.14553754548917242,0.9882778389711638,0.9983567897244554,0.9938168220248549,0.9809307242924163,1.0078514660385827,1.0038028361361082,0.9896300404190126,1.006453171678846,1.0045146353589431,0.9942234818871613,0.9968457402592026,0.9965639082258263,0.9887426725070425,0.9910198452795042,1.186745866395853
2021-01-04,0.9774763367270267,0.8755493742096584,0.9997061275089264,0.980239157379838,0.14553754548917242,0.9848111697619399,0.9861865842506252,0.9909830655824629,0.9931721216422018,1.0020048008766926,0.9953964790187871,0.973513662156914,0.9824241553742068,0.9890824135647681,0.9784764297204397,1.0003099659080252,0.9808943193723147,0.9747042713924879,0.9791761621341764,0.9746438035844652
2021-01-05,0.9997530618937687,0.8916616964005255,1.002747178640493,0.9994343116165912,1.0054615131401332,1.0006559921657234,1.0048281700711066,1.0009352414821582,1.0040692116884558,1.0004939926263716,1.0039475767884984,1.001544271890997,0.9980295909201709,1.000167461889597,1.001906737796949,1.005087009544453,0.9999673121710855,0.9958473175627214,1.0034623980045938,1.020266682379355
2021-01-06,1.000868905973033,0.8975940443008872,1.007831528615089,1.0033314419075305,1.0054615131401332,0.9996938502200486,1.0096034834739713,0.9968785378217305,1.01877743384934,1.006037889924336,1.0124417397914554,1.002813331763463,1.0108175791536353,1.0026818430093645,1.005891335317131,1.018947066476061,1.000257719476318,1.0070297967672206,1.0017978621498254,0.981772959338372
2021-01-07,1.0024053227945249,0.8937109126934644,1.0011229764103136,1.0013076083434889,1.0104261232147596,1.0342932769634852,0.9992277179976258,0.9827702417932141,1.0054498739809496,1.0003571291060944,0.9965246018789711,1.0016810125290998,1.000485600000948,1.0055190031801933,1.0087101230783282,1.0083859627992748,1.0038305490576833,1.0052387439693613,1.0053434970650281,0.981772959338372
2021-01-08,1.0000264030200512,0.8777552859147589,1.0025753237228696,1.0008417213058949,0.9972809311469362,1.0046610321811242,1.0009923266546927,0.9994088647310038,1.0129743006357996,0.9985693990005069,1.0039808616755521,0.9995282110194269,1.0029097606075705,1.0068775922198594,1.0023737773158852,1.015490788969464,1.0013946457621614,1.0010343993885213,1.0008870690634735,0.905022528163621
2021-01-09,0.9971490549290639,0.8392078064520506,1.0052281707835635,1.0007870577290825,0.9972809311469362,1.0010416202742964,1.0056505260835795,0.9935048562380395,0.996195729978062,1.0059519191725321,1.005482553428417,0.9967531730911522,1.0079863859810347,0.9991123340914855,0.9939088082975591,0.9976397772864954,0.9986514945642958,0.9991396646090663,0.996955516258285,0.905022528163621
2021-01-10,1.0032948892490414,0.8625628468247052,1.002045316205101,1.0022346659664925,0.9972809311469362,0.9879875020652628,0.9980775420703957,1.0208889064184248,1.003249334304509,1.0003661873307832,1.00604465067588,0.992129837606624,1.004240906473273,1.0032742134652382,0.9978163483846694,0.9990486397098541,1.0017748548493897,0.9983203047638327,1.0018399923028107,0.9209258607632876
2021-01-11,1.000109760223605,0.842869049290936,1.0085184528161932,0.9996410812166221,0.9972809311469362,1.0076518301094761,1.0039647556910811,0.9965299764289992,1.0144884065313862,1.0098647311777296,0.9987130996758616,1.0055221607115385,1.012074266072802,1.0017626863882196,1.00379641214294,1.0034285094488051,1.0037355736018048,1.0094111085382118,1.0016500069815604,0.9820313196226919
