Date,Optimism_Circulating,DFK_Circulating,Kadena_Circulating,ThunderCore_Circulating,BSC_Circulating,Flow_Circulating,Dogechain_Circulating,Astar_Circulating,Oasis_Circulating,Telos_Circulating,Arbitrum_Circulating,Tron_Circulating,TomoChain_Circulating,zkSync Lite_Circulating,Evmos_Circulating,Arbitrum Nova_Circulating,Milkomeda C1_Circulating,SXnetwork_Circulating,Aptos_Circulating,RSK_Circulating,Moonbeam_Circulating,zkSync Era_Circulating,Hedera_Circulating,Aurora_Circulating,Loopring_Circulating,Stellar_Circulating,Algorand_Circulating,Polygon_Circulating,DefiChain_Circulating,Canto_Circulating,Karura_Circulating,Metis_Circulating,Wanchain_Circulating,Kava_Circulating,Ontology_Circulating,Moonriver_Circulating,Mixin_Circulating,Avalanche_Circulating,Klaytn_Circulating,Meter_Circulating,REINetwork_Circulating,Osmosis_Circulating,Ethereum_Circulating,Gnosis_Circulating,EthereumClassic_Circulating,Celo_Circulating,Fuse_Circulating,Fantom_Circulating,Polygon zkEVM_Circulating,OKExChain_Circulating,Terra Classic_Circulating,Kardia_Circulating,KCC_Circulating,Near_Circulating,Crab_Circulating,Elastos_Circulating,Boba_Circulating,Theta_Circulating,Syscoin_Circulating,Solana_Circulating,Ronin_Circulating,MultiversX_Circulating,Everscale_Circulating
2022-05-21 20:00:00,107356221.063045,0,0,0,1881616139.8094628,14070506,0,48101468.011592,3245913.97943724,1635176.874389,705064913.247068,2009455407.7,171.642596,13368565.035638,10247063.407627,0,13778064.456318002,0,0,88.85942,52835177.770423,0,10290794,219131310.986866,30643074.673169,174140544,266506823.774208,1516024873.652989,0,0,0,40021265.139034,0,0,0,65446123.083346,0,2089824773.4354303,0,572838.747599,24.999978,0,38769524278.89769,44542905.11126,0,0,3003527.274785,593465262.5993152,0,6254777.9053677395,366313.759506,0,29005094.640927687,0,89857.007516,1372313.108236,21900303.402456,164066.044506,2311332.997121,4195750855.737022,32940762.123233,0,0
2022-05-22 20:00:00,107678922.440812,0,0,0,1881612348.8053126,14070506,0,47791533.830354,3705462.62700124,1658716.403672,705092682.626626,2009455407.7,171.642596,13280358.158791,10150917.147119,0,13873850.173485,0,0,93.84942,52707534.860045,0,10290794,218617997.186847,31538847.778939,174089504,266436451.024896,1515517293.4059527,0,0,0,39867116.252819,0,0,0,66114723.66353,0,2090747467.1832514,0,572838.747599,24.999978,0,38790593501.24855,43657562.915656,0,0,3003527.274785,603430612.1204681,0,6254777.9053677395,331713.26130300004,0,28928675.040927686,0,89857.007516,1372313.108236,21898667.172457,164066.044506,2311332.997121,4195861267.829825,32940762.123233,0,0
2022-05-23 20:00:00,108738898.921384,0,0,0,1881592100.3036418,14415387,0,47238588.968529,3545616.9956582403,1629033.603672,709596612.374873,1991399131.64,171.642596,13282226.668486,10210443.342535999,0,13883314.798097,0,0,93.84942,52845842.69155,0,11025659,220058553.714188,32446498.551897,174976110,271780183.754752,1519660470.569336,0,0,0,39817155.826143,0,0,0,66110921.731449,0,2050075910.2137616,0,572838.747599,24.999978,0,39036164153.2169,42488447.148917,0,0,2997563.313275,605800017.2029073,0,6254777.9053677395,351915.649234,0,28928792.489377685,0,89857.007516,1372313.108236,21938631.942578,159553.702199,2217387.949518,4222249678.863922,32940762.123233,0,0
2022-05-24 20:00:00,108622456.315691,0,0,0,1881599796.2421777,14338065,0,47913578.195543,3704400.54657824,1629033.603672,710072820.961047,1974676779.2,171.642596,13362299.230468,10292327.43728,0,13918464.336878,0,0,93.84942,52806062.57718899,0,10943408,219338855.804912,32054690.185445,174837265,269468805.074944,1518572422.4088092,0,0,0,39464837.035566,0,0,0,67211340.045141,0,2076108555.8691697,0,572838.747599,24.999978,0,39118066731.3032,41798138.134088,0,0,2997563.313275,607189130.3742894,0,6254777.9053677395,325533.526144,0,28928792.489377685,0,89857.007516,1372313.108236,21313213.891752,159553.702199,2214655.509901,4222604383.465809,32940762.123233,0,0
2022-05-25 20:00:00,109215326.921596,0,0,0,1881628345.7411928,14474582,0,47843704.85012,3701363.8589552403,1629033.603672,711860664.739113,1968463569.77,171.642596,13581530.483993,10295921.511169,0,13966892.036878,0,0,93.84942,52741988.737151995,0,11074780,236679114.32164,32068357.640791,174959527,269229797.533696,1520380893.461821,0,0,0,39152269.176653,0,0,0,67451767.273584,0,2062460198.3488126,0,572838.747599,24.999978,0,39130765921.00349,42996306.228295,0,0,2967114.889685,607049518.3345273,0,6254777.9053677395,323193.52614399994,0,28928792.489377685,0,89857.007516,1372313.108236,19437345.048687,159553.702199,2214655.509901,4232987520.5096936,32940762.123233,0,0
2022-05-26 20:00:00,110161981.655332,0,0,0,1881611152.0418448,14462658,0,47611769.058074996,3543415.98534024,1629033.603672,715838519.739827,1963737819.79,171.642596,13580456.379472,10146138.952174,0,14011466.460219,0,0,93.84942,52922919.110675,0,11051606,236929325.976417,31064342.233457,175402630,259990078.154752,1522200947.1188912,0,0,0,37894747.649114,0,0,0,68493580.329675,0,2053469787.0918338,0,571642.276482,24.999978,0,38916112832.33311,43391363.958607,0,0,2964872.078578,604476043.4984584,0,6254777.9053677395,353545.601678,0,28928792.489377685,0,89857.007516,1362941.768236,19437196.755929,159553.702199,2214655.509901,4242044211.0176024,32940762.123233,0,0
2022-05-27 20:00:00,108253717.786677,0,0,0,1881634585.4398115,15284010,0,46971561.329739,3539416.05534024,1629033.603672,714986081.195469,1962598646.66,171.642596,13415415.94173,10096138.607414,0,13923606.348473,0,0,93.84942,52852831.599266,0,11862025,226905618.459359,30198742.898268,176310440,259099716.0448,1518398740.3244262,0,0,0,36619683.158,0,0,0,66613085.694906,0,2051720620.5691612,0,571642.276482,24.999978,0,39273719767.838394,43601470.803094,0,0,2964872.078578,598819842.9178416,0,6254777.9053677395,319933.263451,0,28935234.040441684,0,89857.007516,1362941.768236,19437196.755929,159553.702199,2214655.509901,4274680836.690052,32940762.123233,0,0
2022-05-28 20:00:00,99856178.29069,0,0,0,1881595309.8358097,15284010,0,45781534.772208996,3539416.5543422396,1611977.346322,715130639.687885,1961005609.62,171.642596,12948996.266742,9761165.332083,0,13917853.817641,0,0,93.84942,52762572.316152,0,11862025,227068187.220589,30314845.221638,176310316,258717207.605248,1521695730.5068328,0,0,0,36585347.897506,0,0,0,66406393.877256,0,2050930171.937372,0,571285.462841,24.999978,0,39413934895.9276,44586386.327634,0,0,2965070.100677,601425142.7502413,0,6254777.9053677395,308858.171081,0,28935234.040441684,0,89857.007516,1362941.768236,19522429.442433,159553.702199,2214655.509901,4274981206.2232623,32940762.123233,0,0
2022-05-29 20:00:00,99819997.765098,0,0,0,1881595949.816048,15284010,0,42777494.630985,3684837.95117424,1611977.346322,714794830.332614,1961005609.62,171.642596,12920201.882383,9727845.7799,0,13934981.168313,0,0,93.84942,52773816.899668,0,11862025,226868744.458834,30455127.871011,176192891,258715022.24384,1521289314.7318857,0,0,0,33577083.226308,0,0,0,65891619.994416,0,2058543658.4406228,0,571285.462841,24.999978,0,39416124139.843315,44691270.742488,0,0,2965070.100677,604922555.0233175,0,6254777.9053677395,308747.497277,0,28935234.040441684,0,89857.007516,1362941.768236,19522429.442433,159553.702199,2223986.323443,4275292450.3019075,32940762.123233,0,0
2022-05-30 20:00:00,152610814.909481,0,0,0,1881588439.2233148,13624520,0,38383468.972572,3701839.9314464005,1616277.431544,713840935.076319,1957973096.08,171.642596,13089241.122182,9824024.121969,0,14272301.213727001,0,0,93.84942,52906921.103931,0,10180836,226430153.466074,31892012.157459,174191910,255632468.373504,1524950599.2946484,0,0,0,33356802.542667,0,0,0,65722513.420992,0,2061712221.1539023,0,571285.462841,24.999978,0,39395893867.56749,47119928.38409,0,0,2959748.119071,609628776.6015899,0,6254777.9053677395,305176.019299,0,28935533.015880827,0,89857.007516,1312946.768236,19475075.180502,159553.702199,1790782.194998,4289118569.0750422,32940762.123233,0,0
2022-05-31 20:00:00,169467895.678363,0,0,0,1881574073.1570528,14675454,0,38107576.259073,3601748.4192424,1639901.409952,715602117.0764,1987658221.08,171.642596,13597442.341092,9805109.32543,0,14898592.110574,0,0,93.84942,53486770.451905996,0,11070837,224923787.771436,31816464.575728,174515212,257711567.734784,1524321762.4686284,0,0,0,33308159.257325,0,0,0,65143346.529043,0,2056602688.0574858,0,571285.462841,24.999978,0,39583324610.0991,47445699.538183,0,0,2959748.119071,608131982.6403698,0,6254777.9053677395,356028.924262,0,28930899.500085827,0,89857.007516,1312946.768236,19148845.964509,159553.702199,1758232.806127,4282749117.0897026,32940762.123233,0,0
2022-06-01 20:00:00,191995966.366589,0,0,0,1881653661.322136,14210131,0,37800153.106420994,3601748.4192424,1579901.409952,717492745.088813,1979709674.03,171.642596,13877462.918191,9776802.378681,0,15114221.581321001,0,0,93.84942,52781411.540818,0,10593017,223744567.35437,31471710.346503,175741396,255281361.403904,1520472919.7464426,0,0,0,33281438.325636,0,0,0,62574731.581399,0,2040527229.1236584,0,571285.462841,24.999978,0,39675719653.78848,49217110.831775,0,1468033.9159141202,2957114.817635,590388953.7134267,0,6254777.9053677395,304481.019299,0,28931243.620085824,0,89857.007516,1337544.360236,17603298.229416,159553.702199,1758232.806127,4173634968.785234,32940762.123233,0,0
2022-06-02 20:00:00,199975157.115193,6252940.918590837,0,0,1881482168.4436622,14232716,0,37146994.629122,3600831.9834854,1579901.409952,722511687.275173,1972415556.35,171.642596,13831579.240004,9678025.950002,0,15111639.433818001,0,0,93.84942,52095247.101671,0,10549461,222725471.156648,30911232.771618,175597266,255094176.442368,1513514685.8048658,0,0,0,33285494.297231,0,0,0,61639567.012625,0,2088530211.8826373,0,571285.462841,24.999978,0,39630227139.07739,48879970.601185,0,1365236.9660117591,2280937.507882,590651722.4661013,0,6254777.9053677395,301653.649508,0,28930418.872999642,0,89857.007516,1337544.360236,14834758.614583,159553.702199,1785046.736883,4370747950.989053,32940762.123233,0,0
