date,volume
2022-12-28,339151.1042201426
2022-12-29,735692.0312563684
2022-12-30,290273.6852533147
2022-12-31,196007.20353115164
2023-01-01,194010.58897220902
2023-01-02,380423.1121556759
2023-01-03,435697.25194321014
2023-01-04,426979.0802287888
2023-01-05,455298.4692609068
2023-01-06,817233.7413126547
2023-01-07,408607.4585954137
2023-01-08,336288.5713221524
2023-01-09,462337.4379402995
2023-01-10,606020.6599754672
2023-01-11,974652.0215294585
2023-01-12,319124.8844859116
2023-01-13,483952.5446876157
2023-01-14,512831.28422700614
2023-01-15,174954.39769203588
2023-01-16,263121.4620069824
2023-01-17,248779.32235207222
2023-01-18,281186.4524728488
2023-01-19,319246.47400413826
2023-01-20,1086737.5938291624
2023-01-21,227951.59156883694
2023-01-22,231634.84430520982
2023-01-23,391236.4251842629
2023-01-24,471443.84723466076
2023-01-25,405882.9503982067
2023-01-26,357437.5262610093
2023-01-27,1081408.041202033
2023-01-28,1111512.8041532729
2023-01-29,531096.0419827607
2023-01-30,1297189.7555767894
2023-01-31,603885.7293591276
2023-02-01,699862.6509140581
2023-02-02,455348.81161667407
2023-02-03,375462.07166104764
2023-02-04,200202.36212201044
2023-02-05,422416.78593480214
2023-02-06,112552.07595928758
2023-02-07,477676.37517429143
2023-02-08,611682.546920523
2023-02-09,517619.1929697357
2023-02-10,809420.5908653438
2023-02-11,738247.7684884407
2023-02-12,811594.2023048885
2023-02-13,792170.9781450927
2023-02-14,641664.8706845194
2023-02-15,1576513.4417432845
2023-02-16,650804.3078956828
2023-02-17,623185.2530602291
2023-02-18,417232.29272990674
2023-02-19,1007244.960682407
2023-02-20,466113.1874045804
2023-02-21,798178.7095727287
2023-02-22,660690.561335247
2023-02-23,897786.12739788
2023-02-24,692515.3243519291
2023-02-25,375703.2145345099
2023-02-26,509388.8536332734
2023-02-27,454876.74238126725
2023-02-28,286527.63074892387
2023-03-01,806773.7381329909
2023-03-02,1044240.9185863622
2023-03-03,280956.02280794084
2023-03-04,1313171.4136425443
2023-03-05,532478.3738820218
2023-03-06,298573.35601527616
2023-03-07,483185.56160151586
2023-03-08,888551.2039279342
2023-03-09,185986.30424530804
2023-03-10,1217822.6801819094
2023-03-11,393428.8684344478
2023-03-12,1538818.3035539687
2023-03-13,725718.3605082519
2023-03-14,1505649.266806461
2023-03-15,832220.2130881809
2023-03-16,1077416.965231482
2023-03-17,636171.1389363147
2023-03-18,441203.12000808865
2023-03-19,1512191.4253479317
2023-03-20,351773.358166866
2023-03-21,290410.76558440924
2023-03-22,555004.1909322292
2023-03-23,341417.47187170386
2023-03-24,1134246.3573400974
2023-03-25,423031.3137356378
2023-03-26,423046.536290206
2023-03-27,302912.04368818924
2023-03-28,575151.1968205348
2023-03-29,695280.8292997852
2023-03-30,1316538.2521275282
2023-03-31,558846.6528641544
2023-04-01,658342.4319166169
2023-04-02,1394874.0125283264
2023-04-03,405271.97634119913
2023-04-04,451442.806206055
2023-04-05,409327.1116315834
2023-04-06,388516.0044359118
2023-04-07,267499.1448627487
2023-04-08,959618.8438062854
2023-04-09,428674.4887111597
2023-04-10,795000.4385770112
2023-04-11,693383.9005821086
2023-04-12,354247.26843896136
2023-04-13,286221.85205892846
2023-04-14,286221.85205892846
2023-04-15,1657289.1327073649
2023-04-16,732854.8433713205
2023-04-17,566734.855993107
2023-04-18,311324.0706094913
2023-04-19,698051.8270329647
2023-04-20,687240.8684631325
2023-04-21,917729.2164493874
2023-04-22,766013.7571580783
2023-04-23,344169.33152043074
2023-04-24,353494.5058289468
2023-04-25,478955.7388620302
2023-04-26,580057.9037640281
2023-04-27,802991.470364295
2023-04-28,1040333.464478109
2023-04-29,602855.3985482976
2023-04-30,506048.10706279054
2023-05-01,226142.01272794604
2023-05-02,379800.587158747
2023-05-03,763060.764177125
2023-05-04,750479.4509079121
2023-05-05,760485.6168400012
2023-05-06,655434.81219998
2023-05-07,308421.0069068931
2023-05-08,330090.6809593886
2023-05-09,498078.96726064757
2023-05-10,383597.86311522126
2023-05-11,824587.6832070835
2023-05-12,560811.7826003879
2023-05-13,92251.64339810237
2023-05-14,250054.97774414346
2023-05-15,154876.03450617567
2023-05-16,110106.01854780689
2023-05-17,127444.05630199984
2023-05-18,446604.5060556382
2023-05-19,151627.68646042794
2023-05-20,174970.6859676987
2023-05-21,338757.99544262514
2023-05-22,97930.73278599605
2023-05-23,297852.24672715366
2023-05-24,508414.37506635487
2023-05-25,387083.486285273
2023-05-26,664923.3848561011
2023-05-27,463242.772884693
2023-05-28,495047.0079795979
2023-05-29,737944.6865353398
2023-05-30,551937.5207273215
2023-05-31,631481.1344140545
2023-06-01,474420.7414172739
2023-06-02,877083.7839783244
2023-06-03,415311.1189766973
2023-06-04,289637.81344706565
2023-06-05,791550.1785986237
2023-06-06,712038.981662929
2023-06-07,865870.124886509
2023-06-08,335627.1104549356
2023-06-09,679735.0012614019
2023-06-10,316862.29037836567
2023-06-11,652464.7568431385
2023-06-12,302121.83024168387
2023-06-13,444504.1499648206
2023-06-14,477417.88558841497
2023-06-15,159832.49534969404
2023-06-16,686413.8680274598
2023-06-17,346314.64472230524
2023-06-18,415202.3702085838
2023-06-19,367412.96278779954
2023-06-20,860761.2989325821
2023-06-21,1015361.1851994097
2023-06-22,552063.1518882699
2023-06-23,1192705.4011133239
2023-06-24,384551.96916694194
2023-06-25,205782.86797168106
2023-06-26,1035102.7322591506
2023-06-27,978347.667008888
2023-06-28,652225.7353957631
2023-06-29,366875.9143623933
2023-06-30,1327896.0500013418
2023-07-01,354052.5898046568
2023-07-02,1304541.5836166516
2023-07-03,506215.05355742574
2023-07-04,372899.95656164736
2023-07-05,1012332.5791913047
2023-07-06,824306.9389267713
2023-07-07,924577.4912711605
2023-07-08,384723.86941510066
2023-07-09,192024.91298528388
2023-07-10,432252.97421660647
2023-07-11,457775.0987501703
2023-07-12,247800.3392318897
2023-07-13,1085544.9743703082
2023-07-14,635203.0766253471
2023-07-15,222901.24984921515
2023-07-16,526979.2273124754
2023-07-17,271737.00712943077
2023-07-18,324855.2253187373
2023-07-19,221609.83551713824
2023-07-20,882933.6754293144
2023-07-21,614302.9595679417
2023-07-22,636289.3766544536
2023-07-23,374630.08715140074
2023-07-24,388881.3615094796
