date,dex_volume
2023-01-01,479746017.01131535
2023-01-02,353871394.83465165
2023-01-03,854448623.4711512
2023-01-04,531385030.4733881
2023-01-05,719553129.2600927
2023-01-06,343069434.8371385
2023-01-07,570170004.8360698
2023-01-08,1202086531.7930412
2023-01-09,791076668.7049124
2023-01-10,886739971.2661902
2023-01-11,1669301667.0948477
2023-01-12,1509181661.5569947
2023-01-13,2049692218.4518626
2023-01-14,1156102391.816986
2023-01-15,1440841252.4630642
2023-01-16,1241791906.022967
2023-01-17,2045741648.6389022
2023-01-18,1010783045.6850727
2023-01-19,1192591920.9520943
2023-01-20,1487965198.9432645
2023-01-21,1125279197.1939754
2023-01-22,1213203725.482214
2023-01-23,1378643783.5637887
2023-01-24,1855624411.4512887
2023-01-25,1306110950.6547198
2023-01-26,1502752919.56095
2023-01-27,874527630.1854168
2023-01-28,1173143087.0910041
2023-01-29,1392069217.915499
2023-01-30,960780306.2210565
2023-01-31,1554210629.6890538
2023-02-01,1987310979.074018
2023-02-02,1458842523.0151246
2023-02-03,1017088429.2856162
2023-02-04,1224055058.1615565
2023-02-05,1307158515.1773975
2023-02-06,1780577985.4716363
2023-02-07,1594245903.7367222
2023-02-08,2285255378.605836
2023-02-09,2512594005.1816583
2023-02-10,1844863461.6754127
2023-02-11,1102379715.359737
2023-02-12,1847245830.0280716
2023-02-13,1912591852.3797371
2023-02-14,1907963863.7898092
2023-02-15,2643613143.513052
2023-02-16,2194614872.661097
2023-02-17,1060804675.4117727
2023-02-18,1506185920.568658
2023-02-19,1360037148.4623575
