Chain,Project,Symbol,Pool
Acala,tapio-protocol,TDOT,6cd36989-747e-4411-a629-c5ffca4d5a2f
Aptos,animeswap,ANI,05fa6198-0451-4d7b-bb7d-cef5ae93097e
Aptos,animeswap,APT-ANI,6e8873a2-eea6-49b1-a676-85083daa99cb
Aptos,animeswap,APT-ZUSDC,dd251da7-e30a-47a6-943f-25ae24fceeaf
Aptos,tortuga,TAPT,cafbed21-f8ba-45bb-b552-eca72bdcc1f9
Arbitrum,3xcalibur,DAI-USDC,cae31124-d456-4bfe-84b0-7c0761e5f3bb
Arbitrum,3xcalibur,XCAL-USDC,ead0cd4a-23d6-49fd-ba5b-a4c9bceb55c7
Arbitrum,3xcalibur,LQETH-WETH,46897546-8994-4aa9-b3a9-9379b3eac145
Arbitrum,3xcalibur,WETH-USDC,37813662-6af8-4eac-a369-924da98c6c92
Arbitrum,3xcalibur,BFR-WETH,bca65170-fa81-4407-905b-bac7037cb77e
Arbitrum,3xcalibur,GMD-WETH,bfa6e50a-b693-40ea-ba04-03a2d24b66c1
Arbitrum,3xcalibur,JONES-WETH,8232f393-af86-430b-8010-2c4d46b3f83b
Arbitrum,3xcalibur,RDPX-WETH,3575e919-7378-492e-bc78-120fc5147ffd
Arbitrum,3xcalibur,DPX-WETH,450acbbe-59ec-4049-b897-11c1badf4676
Arbitrum,3xcalibur,PLS-WETH,6433a374-9fe0-4815-a4aa-fe657598eefd
Arbitrum,3xcalibur,WETH-GMX,3ecbbe39-b992-4568-869d-1734f6116021
Arbitrum,3xcalibur,WETH-MGN,bced2e44-e743-4ade-b952-2e8de9915494
Arbitrum,3xcalibur,GMDUSDC-USDC,d5753de7-a452-45da-be3f-99253994e65a
Arbitrum,aave-v3,WETH,e302de4d-952e-4e18-9749-0a9dc86e98bc
Arbitrum,aave-v3,USDC,7aab7b0f-01c1-4467-bc0d-77826d870f19
Arbitrum,aave-v3,WBTC,7c5e69a4-2430-4fa2-b7cb-857f79d7d1bf
Arbitrum,aave-v3,DAI,a8e3d841-2788-4647-ad54-5a36fac451b1
Arbitrum,aave-v3,LINK,43644487-e26c-450c-8bcb-fb10c1e512e0
Arbitrum,aave-v3,USDT,3a6cc030-738d-4e19-8a40-e63e9c4d5a6f
Arbitrum,aave-v3,AAVE,dcc24c76-7101-4e54-9574-323b8f85d14b
Arbitrum,aave-v3,EURS,92921c59-52ce-4252-8a38-38ed52445c80
Arbitrum,abracadabra,MIM3CRV-F,c060596c-7405-480f-ba6a-5db902f20e12
Arbitrum,acryptos,USDT,f40dc63f-7e51-4091-b877-04baef8dd08e
Arbitrum,acryptos,USDC,5583b1d8-0fd8-4543-b865-93386f91cf2f
Arbitrum,acryptos,WETH,5d99d2f1-1160-4a9e-809c-e3aa2db57d33
Arbitrum,acryptos,WBTC,e2b33152-1d5e-42d9-bc7c-444d0211c7e5
Arbitrum,acryptos,DAI,444ff4dc-565b-4e48-8d8b-88b7e1ebb003
Arbitrum,angle,WBTC,8e884f82-0034-4eca-b963-ba90b1b5835c
Arbitrum,angle,USDC,d22bf433-4b3a-42c7-b2ed-7da24402216c
Arbitrum,badger-dao,WBTC-WETH,b7354ba3-917a-4683-b155-712a72dbdfa0
Arbitrum,badger-dao,TRICRYPTO,9f182e35-8f20-4afc-9fe7-eb5db1ad6c3e
Arbitrum,badger-dao,BADGER-WETH,2d774a9c-1949-4f65-9d93-9161bebe9d2f
Arbitrum,balancer,WBTC-WETH-USDC,872bc9c7-5c79-479b-a654-e72b74e4c810
Arbitrum,balancer,WSTETH-USDC,ad36b623-4830-442a-add3-a2cbfdfe3cff
Arbitrum,balancer,STG-USDC,676b7fd4-67d7-479d-9bcd-a0a5218d86bb
Arbitrum,balancer,DAI-DUSD,dc77c88c-33f1-441a-8174-5f6447a013b1
Arbitrum,balancer,WETH-VSTA,9a349ffb-302f-41a5-b660-1bac00449d66
Arbitrum,balancer,DAI-USDT-USDC,c329454e-1070-443c-9464-bcd4caff310e
Arbitrum,balancer,MCB-WETH,6db9c61d-044f-43ad-840a-749c08df2a73
Arbitrum,balancer,Y2K-WETH,edf81056-b65a-4809-9a8c-d6f019c51f55
Arbitrum,balancer,BAL-WETH,624ecad1-0124-4651-9524-f6170eec46d2
Arbitrum,balancer,MAGIC-USDC,ddca6577-479e-419d-b443-1442b1b49d60
Arbitrum,balancer,VST-DAI-USDT-USDC,73dc0bd7-71f8-408a-b2a5-ad22cde9a520
Arbitrum,balancer,FXUSD-FOREX,aa09bb31-e5ad-40f1-82e0-867dc5a63394
Arbitrum,balancer,WETH-PICKLE,94911277-047d-4fa1-b7e7-a9b462e9b596
Arbitrum,balancer,WETH-MYC,019adff7-15b7-4432-b4a7-ec542db6ad69
Arbitrum,balancer,WBTC-WSTETH-WETH,75f0bc93-d83e-4595-90b4-6932b6a25aeb
Arbitrum,balancer,WETH-LINK,1f414971-b767-4210-8818-66b4aa889d06
Arbitrum,balancer,WETH-BICO,a31dcd56-8b59-4ce5-8362-b04526dc775b
Arbitrum,balancer,WETH-GMX,68bff04d-391b-4dc2-a224-4edfafbec683
Arbitrum,balancer,1S-BTC-USD-1L-BTC-USD-USDC,f2159029-0f54-45dd-9a3a-353ce8b03015
Arbitrum,balancer,TENDIE-WSTETH,fdac6cbe-fde9-4882-adeb-0606b5861e4a
Arbitrum,balancer,RDPX-DPX-WETH,aca7eb27-8a5f-478f-9360-b7e7506bce03
Arbitrum,balancer,3L-ETH-USD+USDC-3S-ETH-USD+USDC-USDC,5bb61142-8e26-4b57-a542-fd7dfb4c8545
Arbitrum,barnbridge,DAI,60fbc71c-8769-45ae-85d9-2a979271b122
Arbitrum,beefy,WSTETH-ETH,40054f5e-0673-407f-92e4-57dd072e595a
Arbitrum,beefy,MIM-USDC-USDT,f68b4ae3-51a0-4ec3-8ee4-fbf79fed7c56
Arbitrum,beefy,USDT-USDC,975688bf-4aa7-4a8d-8f31-317c02a61eca
Arbitrum,beefy,MAGIC-ETH,98784e9e-0738-4bfd-8122-2f32e9a9518d
Arbitrum,beefy,USDT-WBTC-ETH,d649cc56-3732-4149-bf23-dfdfe3c468df
Arbitrum,beefy,USDC-ETH,bcf04547-112f-4f43-ae35-21dd39837d71
Arbitrum,beefy,BIFI,3db146fd-6860-47f1-803c-0da7a71118d7
Arbitrum,beefy,WBTC-ETH-USDC,eb09b9b2-d8d8-413f-9cfa-d9bf38bd5ab5
Arbitrum,beefy,WSTETH-ETH,cd897de3-63b6-4a3a-9894-0026a81dd27b
Arbitrum,beefy,GOHM-ETH,87a6ba54-3e8e-4ea9-80a1-e3c8d9cd5ba6
Arbitrum,beefy,BIFI,6d5dfc2f-a958-4449-a1ec-5b653719b344
Arbitrum,beefy,VST-USDC,a3d01d2c-dc50-4a15-949d-cc5428c083fe
Arbitrum,beefy,FRAX-USDC,1eaa84d1-c696-4f65-8b2b-c6a3726c4541
Arbitrum,beefy,WETH-WBTC-LINK-UNI-USDC-USDT-DAI-FRAX,79587734-a461-4f4c-b9e2-c85c70484cf8
Arbitrum,beefy,WSTETH-ETH,bf65b46c-91ac-4a11-b55e-0d164451d63d
Arbitrum,beefy,DAI-USDC,9fc0febf-4dfd-4914-acb1-11f2704ce1f4
Arbitrum,beefy,BIFI-ETH,c74182e3-0c12-4871-9259-e099aeb62f52
Arbitrum,beefy,SARUSDT,81c2d096-a2de-4375-9ab1-4df376273146
Arbitrum,beefy,MIM-ETH,cb74c169-7ba2-40a9-a406-d543e8feea75
Arbitrum,beefy,USDT-ETH,721a32cc-e15b-4068-83bd-436976ef0581
Arbitrum,beefy,WBTC-ETH,18392197-9828-4b18-9a0a-f277fbbda942
Arbitrum,beefy,MIM-USDC,98e3c449-f4f4-4eeb-bfb6-845b4d707917
Arbitrum,beefy,WBTC-ETH,c1193eb6-3a6f-4e6e-87b7-e5e89ced0a58
Arbitrum,beefy,SPELL-ETH,22e09e75-3efd-477c-95c1-ca85617534f4
Arbitrum,beefy,MAI-USDC,9cfacbe6-7667-4372-8820-8e9ef98320eb
Arbitrum,beefy,WSTETH-USDC,c35cfa1c-dbd1-42a5-8255-c8b67541a532
Arbitrum,beefy,SARUSDC,8b47f91c-2572-4b8c-9da7-d2052d7d3004
Arbitrum,beefy,GMX,ba935cb2-a371-4f2b-9bd3-9881a995d68f
Arbitrum,beefy,FRAX-USDC,9b8f4f1b-60d8-411a-88e1-f215ed30b3be
Arbitrum,beefy,FISH-USDC,654527e7-55dd-4c27-ba6a-3452f887d2be
Arbitrum,beefy,ETH-USDC,003999c0-d581-4b18-94e0-3c7ea3419681
Arbitrum,beefy,SARETH,fbc42add-9112-4af8-8aec-23ea4e9a646b
Arbitrum,beefy,USX-USDC,5cba4c6e-50b2-405b-97c7-a6e0884cbc93
Arbitrum,beefy,FISH-ETH,f5e2cbe5-16ac-4187-8842-4304abda2381
Arbitrum,beefy,USDT-USDC,e93d5eff-df4b-4e40-b97e-503bb7215651
Arbitrum,beefy,MAGIC-USDC,ca5cd4ed-d832-4a3c-9544-966d6429b59d
Arbitrum,beefy,FISH,c06072ad-9d3c-45a5-8ec7-63d4d2f4008d
Arbitrum,brinc-finance,BRC-GBRC,abdea5eb-61d7-4625-a8ea-f8a2f21bb72e
Arbitrum,brinc-finance,BRC,3b8743c7-6284-46e9-8614-8622f98f5a13
Arbitrum,clipper,USDC-ETH-USDT-DAI-WBTC,832ff073-9ad2-4dfc-90d7-6abf64e889d3
Arbitrum,curve,USDC-USDT,4f3f9753-a071-4524-a564-35372a76c78d
Arbitrum,curve,USDT-WBTC-WETH,429bbfd9-1496-4871-9406-b64f3d05f38d
Arbitrum,curve,ETH-WSTETH,668763b1-d038-4c97-b918-f013e91e863e
Arbitrum,curve,MIM-2CRV,0bf3cb38-1908-4d85-87c3-af62651d5a03
Arbitrum,curve,VST-FRAX,ab200c55-9a9b-464f-a426-d249ef28eec4
Arbitrum,curve,FRAX-USDC,9bd24a7b-551a-4643-a017-39cf1a9130c4
Arbitrum,curve,USX-2CRV,89b9f39b-24ea-4785-991e-c6f630813203
Arbitrum,curve,FXUSD-2CRV,c76df895-34fa-4ca4-8e7e-424fb7690103
Arbitrum,curve,EURS-2CRV,9cf3f9d1-bc48-4436-8ef9-5ecf786c7a9b
Arbitrum,curve,DEUSDC-2CRV,b7c0c40f-7990-409f-8ec3-ab65af1f6b29
Arbitrum,curve,AXLUSDC-USDC,89d0ac77-ffcf-4871-9c1d-8ff72f84692a
Arbitrum,curve,PDF-DF,261ddf11-3854-4926-bc8d-8240fa5ba741
Arbitrum,curve,ETH-DEETH,f5007a68-cd2b-40cf-8b21-022f13ded678
Arbitrum,curve,AARBDAI-AARBUSDC-AARBUSDT,03090f66-6f23-43a8-a90a-12a6879f4b6d
Arbitrum,curve,ETH-ETHMAXY,b4d5c3fb-5fe1-4369-9fef-daf1b7362ca5
Arbitrum,dforce,WSTETH,2d5e1032-86d4-4ca3-a4be-ff5b933282ba
Arbitrum,dforce,USDC,331532b8-d184-4ae7-ba57-254f3435d59b
Arbitrum,dforce,EUX,1060e7f1-39a9-412c-b659-24a9b62847ba
Arbitrum,dforce,USDT,edc71819-9a1b-4295-87b4-c0c42c249775
Arbitrum,dforce,ETH,b2e32fed-62bf-4b52-9510-05c42e7e537b
Arbitrum,dforce,DAI,7ef7618c-4801-4f01-9ed5-c55f64979a2b
Arbitrum,dforce,USX,e6f9aa42-b568-4c5a-ab56-eb381f4619c0
Arbitrum,dforce,WBTC,3b5838bd-9135-41f5-bd0b-78ba3dec942a
Arbitrum,dforce,USX-2CRV,e171ce36-ad36-42fd-8738-e7a09c9fd8ba
Arbitrum,dforce,DF,3d026754-b22f-45c7-a6b8-aed567102e54
Arbitrum,dforce,LINK,13f994d5-afa2-40c1-bfa7-b064d5f0eb4a
Arbitrum,dforce,USX-USDC,10b2bb50-a23c-4676-90f2-71db7a4aac9e
Arbitrum,frax,VST-FRAX,ca8b6649-b825-41c7-8955-47b955b37bb0
Arbitrum,frax,FRAX-WETH,fe1eda31-2579-49ac-9e11-d0fd9249d15a
Arbitrum,frax,FRAX-FXS,9b8e2e5b-7ca0-4e74-93e0-8b169976c83d
Arbitrum,gamma,WETH-GMX,77a5f91c-ea52-429f-ae64-0e1a6d2e0e67
Arbitrum,gamma,WETH-LINK,23bd38ee-7b5f-478e-9f09-a0080b40e1c4
Arbitrum,gamma,DAI-USDC,ddc3d56e-0c91-46eb-9f58-0c72a5266042
Arbitrum,gamma,WETH-GMX,09f8e609-89b8-4176-affa-d461839d8cb7
Arbitrum,gamma,WSTETH-WETH,5586a225-7b76-4d23-b040-585537ce58b7
Arbitrum,gamma,WETH-USDC,62c87c15-b1c2-450a-bbc8-c04fd23bb8c0
Arbitrum,gamma,WETH-USDC,76f68a08-289f-42d1-ae4e-691fb6732c26
Arbitrum,gmx,GLP,825688c0-c694-4a6b-8497-177e425b7348
Arbitrum,gmx,GMX,4df7d373-6214-4a73-9bd3-ca6e5683d846
Arbitrum,hop-protocol,ETH,720f17a2-ea73-49f0-b7ee-7be3f471479b
Arbitrum,hop-protocol,USDC,9d114ae5-34df-4fa8-bdc0-62cca61f51a9
Arbitrum,hop-protocol,DAI,11c94295-5b61-4d28-8792-79464de3c68a
Arbitrum,hop-protocol,USDT,144233d0-32a4-4143-ac81-cc88334ef33d
Arbitrum,insuredao,USDC,1a4565a5-e6d0-41d6-bbfe-f6794cea0649
Arbitrum,insuredao,USDC,5e47f9b1-7602-47db-a95e-f506240ae242
Arbitrum,kyberswap,USDT-USDC,c23b5026-6b9d-4401-9315-46840ba76ef8
Arbitrum,kyberswap,WSTETH-WETH,5f1e249f-1ac4-48a3-8cba-f13be346cd99
Arbitrum,kyberswap,WSTETH-USDC,09e8d81d-46e2-49af-b522-e99b72aeef94
Arbitrum,kyberswap,DAI-USDC,b5b1c3b1-b4da-4201-babc-ad84a676779a
Arbitrum,kyberswap,USDT-USDC,267f72fd-e4d1-413f-b595-df45c5a39590
Arbitrum,kyberswap,AGEUR-USDC,1d0bfa64-31cb-4972-99e5-51e5702db467
Arbitrum,kyberswap,WBTC-WETH,e3c69970-f1b7-4e7f-bb85-2def549dca72
Arbitrum,kyberswap,DAI-USDT,c31c1f07-84e8-4758-86d8-bcf50ace2065
Arbitrum,kyberswap,WETH-USDC,1bb9fd83-6b7a-4a77-a2d7-271988d9859f
Arbitrum,kyberswap,UMAMI-WETH,054ce0fe-5cfe-418c-9672-1d82ca206753
Arbitrum,kyberswap,MAI-USDC,a2073e6a-cdfb-4a52-8e9d-dc2c87868195
Arbitrum,kyberswap,WETH-GMX,e892d0b4-ba28-4af6-9e43-aa43326a10bb
Arbitrum,kyberswap,WETH-USDC,55fc47e8-a6d7-4bb5-9fd9-279eb1380235
Arbitrum,kyberswap,DAI-USDT,8629b023-9cde-4236-8d7f-3337cdb5755d
Arbitrum,kyberswap,DAI-USDC,03102ad9-c888-413d-b9dc-94ac01fcec81
Arbitrum,kyberswap,WETH-DAI,592db49f-ac12-4072-b659-4e4a29c2b197
Arbitrum,kyberswap,WETH-KNC,34ab2448-ef34-4113-9a3d-51e49b0d5d60
Arbitrum,kyberswap,KNC-LINK,85de5aaf-f9f4-4ae9-8a41-adcc532b861b
Arbitrum,kyberswap,WETH-USDT,e910477e-0c68-404f-b06b-a14560fbc57d
Arbitrum,kyberswap,KNC-MAI,354fbb7d-ff22-4ed9-93c4-c4f2efab8171
Arbitrum,kyberswap,LDO-KNC,263d483c-ce42-404c-b1d2-4e5a1648519d
Arbitrum,kyberswap,KNC-KNC,a2a0f6e6-407e-40ba-9510-352e9b40c552
Arbitrum,kyberswap,LDO-USDC,a9048852-42c4-4c1a-bbfc-ab54e0e4a32b
Arbitrum,mycelium-perpetual-swaps,MLP,2ed078af-3994-4383-9587-eeea297eff78
Arbitrum,mycelium-perpetual-swaps,MYC,dc6643f6-f8e7-4efd-a039-37604e887a58
Arbitrum,o3-swap,ETH,0fbe2d37-6d76-4bb9-aba5-450c2cf90a04
Arbitrum,o3-swap,USDC,ae2196d3-008e-4865-a784-52f1f9a03ad8
Arbitrum,o3-swap,DAI,65b2aa56-1e0e-43c2-863c-b82b17d91a6d
Arbitrum,o3-swap,ROOBEE,e8fd37af-3349-487a-be2a-34c3d5fff91c
Arbitrum,o3-swap,USDT,f22f2a85-8453-4afb-a460-074db614ac7b
Arbitrum,o3-swap,O3,953e1a0d-7357-413e-bfd1-27ab4498709a
Arbitrum,pickle,SPELL-WETH,f3fa7933-c820-45f4-9609-b443f94ed11a
Arbitrum,pickle,USDT-WBTC-WETH,e26e1db2-f669-44e2-8a21-3d3b8794f650
Arbitrum,pickle,USDC,00251b54-839d-4b2d-a3c0-663fe1a2ca2b
Arbitrum,pickle,USDT,f1ad9433-9abe-4f1e-8fcf-db937f978347
Arbitrum,pickle,MIM-2CRV,c63e82c6-dd24-41ee-80e4-d51caa8c8da6
Arbitrum,pickle,MIM-WETH,0ab46dcb-0e29-4d7f-8d6a-30aea0469192
Arbitrum,pickle,GOHM-WETH,de856b8b-072b-4b16-ba70-e81de4464de1
Arbitrum,pickle,MAGIC-WETH,0c5b3647-87e6-4d4c-8082-5b549cd7e92b
Arbitrum,pickle,VSTA-WETH,339375e9-2bbb-45eb-8e43-66b903714449
Arbitrum,pickle,PICKLE-WETH,95ab2697-259a-49d7-97d4-9c7d40a6217f
Arbitrum,premia,WBTC,6e4f9893-fd64-42f0-8d50-49dbfa543a2c
Arbitrum,premia,WETH,a4bce8f1-4def-4beb-ac6e-5872bb5f51ef
Arbitrum,premia,LINK,c82acd61-a12b-4637-a803-91bbe78ed8b7
Arbitrum,premia,WSTETH,6968269f-68af-41ee-8692-4d241355bdcb
Arbitrum,premia,WBTC,45b0a4ef-652c-4375-8de9-be19754ff01a
Arbitrum,premia,WETH,31c15fbf-3302-40f3-93d3-06584eeea04e
Arbitrum,premia,WSTETH,f59830a9-1726-4073-a16c-2db4d248eb5c
Arbitrum,premia,LINK,d5f1f463-600c-4b99-87bf-9d5daa294979
Arbitrum,premia,YFI,ab75c0ae-d092-4628-8c55-9fdaa56e9b54
Arbitrum,premia,YFI,bfab6c12-0f33-4834-abf1-0f995dfc3b93
Arbitrum,radiant,USDC,5a8d7827-00d9-416a-b1bb-ddc7f758a66e
Arbitrum,radiant,USDT,4ea995cd-f67b-4283-97e5-96640f8de0c7
Arbitrum,radiant,WETH,1d14d1f7-0874-4f83-8cee-54d6ed8f83d0
Arbitrum,radiant,DAI,749280ad-ecea-4753-9672-386961758acd
Arbitrum,radiant,WBTC,696153c5-0071-4e36-946d-65cfbfdb267e
Arbitrum,radiant,RDNT-ETH,118281c6-3a4a-4324-b804-5664617df77d
Arbitrum,rage-trade,GLP,d42c222a-8da2-4d79-b3b1-be5a44f2df0e
Arbitrum,rage-trade,USDC,35ae8be0-a4e4-4b60-9167-ff42d1d95edb
Arbitrum,rage-trade,80-20-TRICRYPTO,1422985e-3b75-42c3-a03c-f57cb898f642
Arbitrum,shipyard-finance,ARB-2POOL,75e16ebd-7ca5-44b2-9728-a71eae68dca4
Arbitrum,stargate,USDC,bbd7450a-bef9-451a-9509-36b86a622b86
Arbitrum,stargate,USDT,3c8c3734-d1c8-4226-993a-c19775bfa6da
Arbitrum,stargate,SGETH,cd0b7ace-e224-4da3-9c3d-4ae71763c379
Arbitrum,stargate,FRAX,ea52e5b6-d7c9-40b3-a4bf-5394f2b96c91
Arbitrum,sushiswap,WETH-USDC,78609c6a-5e49-4a9f-9b34-90f0a1e5f7fd
Arbitrum,sushiswap,DPX-WETH,97cb382d-8dc4-4e17-b0f6-b6b51994dbeb
Arbitrum,sushiswap,MAGIC-WETH,5f98842f-72cb-4579-807f-403ca2dfb993
Arbitrum,sushiswap,RDPX-WETH,168bac77-6fb7-47a3-a39f-25cf6752bad1
Arbitrum,sushiswap,ARRB-WETH,1caee357-5585-4355-a710-b2c80b5e5336
Arbitrum,sushiswap,WETH-USDT,abe3c385-bde7-4350-9f35-2f574ad592d6
Arbitrum,sushiswap,JONES-WETH,ec54b817-dc7d-4563-be03-7fa674ec9827
Arbitrum,sushiswap,RDNT-WETH,d3963aa2-974d-4fc6-b244-cddcf3e558f8
Arbitrum,sushiswap,PLS-WETH,66669231-1ca7-46cd-b15c-5af15adb4014
Arbitrum,sushiswap,WBTC-WETH,4110c7de-fbe6-48e9-9d5a-bf0dd17d70a3
Arbitrum,sushiswap,JETH-WETH,771acaf0-89d4-4a08-b723-212bd91f4564
Arbitrum,sushiswap,WETH-GOHM,4ff8f733-9e37-4bc3-be39-bf76f979bc13
Arbitrum,sushiswap,WETH-MIM,b06c4934-bd97-400a-99b1-c41627e9ed7f
Arbitrum,sushiswap,CVOL-USDC,10f3fc9d-f175-4b6e-ab77-6efadc6790d3
Arbitrum,sushiswap,LQETH-WETH,537e705e-c52a-4f1e-ac42-0982429ad16d
Arbitrum,sushiswap,YDF-WETH,998baf61-662e-4d9d-b3b1-69a6e3a4e7cd
Arbitrum,sushiswap,SPELL-WETH,9a8797a7-43b5-4d3e-ae7f-78bdc3b65494
Arbitrum,sushiswap,GOVI-WETH,ab2f2b2f-c9b5-4cd2-a474-da8cab21392d
Arbitrum,sushiswap,WETH-FLUID,aef91eb3-41c3-4592-8e13-d893b8e4cc7e
Arbitrum,sushiswap,WETH-HWT,0ee0db1c-dce1-433f-b169-e3149c0b7e3b
Arbitrum,sushiswap,PREMIA-WETH,669b6700-9434-400f-8739-1d40122e7e5f
Arbitrum,sushiswap,WETH-LIQD,2f837e49-c42a-485f-9989-799eae3767d4
Arbitrum,sushiswap,WETH-SUSHI,660628ee-f169-413c-a1ba-7a6612649be2
Arbitrum,sushiswap,NISHIB-USDC,bbf388c2-6828-45a4-a782-2e69f6da4289
Arbitrum,sushiswap,LON-USDT,409a43ae-edff-40bf-960c-65162216e6c2
Arbitrum,sushiswap,WETH-DAI,4dfca10d-2ad6-4f27-a72b-200c1b4cdeff
Arbitrum,sushiswap,WETH-ARVAULT,997d122a-4557-4532-8831-5a607ca5917e
Arbitrum,sushiswap,WETH-ASCEND,5494832b-83aa-4307-8a13-fff94b6ddc16
Arbitrum,sushiswap,WETH-LODE,f26068a0-c752-4712-9e92-52c67b578fd2
Arbitrum,sushiswap,GFM-USDC,d7f5a02a-3a01-469b-a740-9d5aa63a91a2
Arbitrum,sushiswap,EMAX-WETH,ba121b8a-e4e5-4c7f-a6fd-002079943360
Arbitrum,sushiswap,KIARA-WETH,c3986991-7bba-484c-9ae9-9a5e47cab869
Arbitrum,sushiswap,WETH-DICE,85571fa9-1532-40ca-a344-6e2a3979b21d
Arbitrum,sushiswap,WETH-LINK,524636af-36c6-41da-a0a8-4b7cce0c9d8f
Arbitrum,sushiswap,AGS-WETH,8f17dba4-846c-468c-8754-22c18039cf31
Arbitrum,sushiswap,ARBY-WETH,5f781fc8-7389-4a78-984e-e07fbf3001c7
Arbitrum,sushiswap,ADOGE-WETH,521cb405-e84a-4917-9f3e-bbc1f69f990d
Arbitrum,sushiswap,WETH-WBAN,1aea91e8-b930-40cb-8c2e-8d6c8833deb8
Arbitrum,sushiswap,WETH-DWZ,2f28e7c3-c5d3-47c3-8dfa-87c8dccf871c
Arbitrum,sushiswap,WETH-GRB-V2,5d17c9d0-7127-4a6b-b07f-c487388ed439
Arbitrum,sushiswap,WETH-GALA,83c82ec6-9cdb-4ce2-8f6b-708e1bbe0959
Arbitrum,sushiswap,WETH-SUSHIBONK,95b19795-6d8b-4a27-91e5-15f191308e90
Arbitrum,sushiswap,DOG-WETH,f6db68f2-a3f0-455d-9ff1-fe98de69fad8
Arbitrum,sushiswap,SBONK-WETH,5b571e8b-fab6-428e-bb6d-7e207844ad2d
Arbitrum,sushiswap,WETH-CAMELOT,97ac1e03-6367-4daf-927b-fb1641562c83
Arbitrum,sushiswap,WETH-SIS,fb7e78ea-0b5b-4516-8dd7-56d863999009
Arbitrum,sushiswap,WETH-NYAN,1f042537-7624-45a0-9166-1d46f76cf7b0
Arbitrum,sushiswap,BONKITRUM-WETH,f44cee71-95bf-4b80-93d2-0e87349134fe
Arbitrum,sushiswap,WETH-BTCBIRTHDAY,e2f4d7eb-c8cf-44ed-ab82-a5bfaaf4d8e4
Arbitrum,sushiswap,WETH-ROCKETBONK,201d517d-6d71-486f-83a0-fbb3aca788d9
Arbitrum,sushiswap,GINGER-WETH,3a242085-ad4d-4c67-9f7c-ca1c1e6b23ce
Arbitrum,sushiswap,MERLIN-WETH,813ae11e-f656-4630-9807-853fcacf0d01
Arbitrum,sushiswap,JONES-USDC,7b000c25-9040-4a2b-ae60-afa4614e71af
Arbitrum,sushiswap,ONYX-WETH,9702e08f-b032-424b-95ba-4d64f25b72ea
Arbitrum,sushiswap,USDT-USDC,d56d05de-3f51-4e68-91c0-2fa087b9fc31
Arbitrum,sushiswap,NIFLOKI-WETH,a3b40cbf-51e8-4d4c-9c0b-264bb480c4e6
Arbitrum,sushiswap,$TINGER-WETH,9e063746-e064-456b-8674-1735ff2e40a8
Arbitrum,sushiswap,WETH-BIFI,7440ed12-6803-43a0-a04d-592dc5d444d7
Arbitrum,sushiswap,ONION-WETH,d90ab8e5-735c-4dcf-bc62-03ea54e4a168
Arbitrum,sushiswap,PANA-USDC,afacb0c8-f0db-4be0-9779-d5b38e23e3c6
Arbitrum,sushiswap,WETH-DOE,f83a70f2-8e71-4279-a63b-ec427858db4b
Arbitrum,sushiswap,DUCK-WETH,bf1c112a-432d-43f9-b999-1960cda32313
Arbitrum,sushiswap,CHOCO-WETH,243d13f9-35f3-451a-939d-8cc6459f8a1a
Arbitrum,sushiswap,NFA-USDC,f676a3fc-2a80-4a29-9c9a-96832bf258a7
Arbitrum,sushiswap,BONKCHAIN-WETH,4b6aba73-9302-4c1d-9140-e7e7af3dc560
Arbitrum,sushiswap,WETH-BONKZILLA,a7654992-b114-4257-8fc6-bd2224e68510
Arbitrum,sushiswap,SIRIUS-WETH,5c825a20-a533-495d-a6ba-9fb91a68e600
Arbitrum,sushiswap,CUDL-WETH,6fd58068-02fd-42be-804e-6c9b5d4ebcaa
Arbitrum,sushiswap,WETH-POTATO,7deae66c-213e-424e-b90e-0ed7d300c032
Arbitrum,sushiswap,WETH-GOLDFISH,963cdf76-29a3-497b-b5d4-7517212aae6b
Arbitrum,sushiswap,WETH-BONKITRUM,159939b5-58e9-4e92-957c-3f6138630c02
Arbitrum,sushiswap,MERCURY-WETH,15b5c33e-1aab-42f1-bd30-f0ab02599f74
Arbitrum,sushiswap,CREDA-USDT,cbef6835-a84e-401a-9913-5d2b7e704b6f
Arbitrum,sushiswap,PGS-WETH,aa7ae76d-b590-4c32-81ad-37776a2f5fda
Arbitrum,sushiswap,BONKITRUM-WETH,24a66e62-758b-4a66-9c2d-f3275380d832
Arbitrum,sushiswap,DAI-USDC,c754dfc3-dd73-421f-b90f-ef895c93f9f7
Arbitrum,sushiswap,WETH-ROCCO,1e60ec45-bffb-4c18-a61a-4c1fe61e2e0c
Arbitrum,sushiswap,WETH-ABONK,f5a17ca0-c657-44eb-aeac-3c017ce916e7
Arbitrum,sushiswap,WETH-IMO,04b37474-ac3a-4469-8ba4-414de150798b
Arbitrum,sushiswap,O3-USDT,73ecda60-7fac-4393-a296-2f89770dc49d
Arbitrum,sushiswap,WETH-SEQUOIA,75f2aeeb-99a1-48fb-bb38-431debfb7815
Arbitrum,sushiswap,AMOON-WETH,1dd6fb70-cc9b-42a3-a001-55ecf1753c54
Arbitrum,sushiswap,WETH-SOLIDIAN,2caccbc1-c49e-4f88-91c3-f892d46a0eae
Arbitrum,sushiswap,OMIC-USDC,68d1da29-e3cb-48d6-8661-c88f40855f1c
Arbitrum,sushiswap,STRP-USDC,20e00213-7c16-483f-ba8d-4d1d50fe5aa5
