date,Goldfinch,Centrifuge,Credix
2021-01-26,,207615.14055,
2021-01-27,,423406.01714,
2021-01-28,,422781.70259,
2021-01-29,,421163.67296,
2021-01-30,,418081.73081,
2021-01-31,,500858.76598,
2021-02-01,,403864.99894,
2021-02-02,,334055.02067,
2021-02-03,,247109.83034,
2021-02-04,,475246.53924,
2021-02-05,,473478.10748,
2021-02-06,,489829.60051,
2021-02-07,,506174.82506,
2021-02-08,,507553.26042,
2021-02-09,,562390.24406,
2021-02-10,,537850.67786,
2021-02-11,,343300.53796,
2021-02-12,,456166.56706,
2021-02-13,,367564.30239,
2021-02-14,,410825.16672,
2021-02-15,,411614.29091,
2021-02-16,,431237.62452,
2021-02-17,,564055.72722,
2021-02-18,,342147.07565,
2021-02-19,,493522.05982,
2021-02-20,,496290.52109,
2021-02-21,,641548.25008,
2021-02-22,,639993.37139,
2021-02-23,,681037.32987,
2021-02-24,,742440.8562,
2021-02-25,,434299.55265,
2021-02-26,,470783.70548,
2021-02-27,,562811.25325,
2021-02-28,,545435.74223,
2021-03-01,,551598.73954,
2021-03-02,,575918.11833,
2021-03-03,,1063339.52537,
2021-03-04,,1149605.22869,
2021-03-05,,1255660.05339,
2021-03-06,,1115191.20476,
2021-03-07,,1145540.23571,
2021-03-08,,1169275.43692,
2021-03-09,,1418554.54566,
2021-03-10,,1238393.10571,
2021-03-11,,847202.58378,
2021-03-12,,1213315.7706,
2021-03-13,,1077814.06368,
2021-03-14,,1099780.30579,
2021-03-15,,1108719.71665,
2021-03-16,,1106180.96092,
2021-03-17,,1256239.9108,
2021-03-18,,1283152.20601,
2021-03-19,,1289406.39683,
2021-03-20,,1377031.27819,
2021-03-21,,1393122.74659,
