date,Bitcoin,Aptos
2020-12-02,19208.398191994624,
2020-12-03,19435.20484740911,
2020-12-04,18711.226549886927,
2020-12-05,19139.111575237486,
2020-12-06,19325.55411859109,
2020-12-07,19198.806493935343,
2020-12-08,18336.514581297808,
2020-12-09,18564.986455688137,
2020-12-10,18262.058384653155,
2020-12-11,18058.027339569555,
2020-12-12,18807.09540322016,
2020-12-13,19151.13442340493,
2020-12-14,19259.97047153096,
2020-12-15,19432.362456862407,
2020-12-16,21317.66213678684,
2020-12-17,22805.65580598891,
2020-12-18,23120.57055156752,
2020-12-19,23863.85484171969,
2020-12-20,23518.31842054723,
2020-12-21,22840.991707188354,
2020-12-22,23794.79330262859,
2020-12-23,23308.12723217715,
2020-12-24,23760.287048542956,
2020-12-25,24671.107714415415,
2020-12-26,26476.130137019492,
2020-12-27,26423.22879190229,
2020-12-28,27125.384120651503,
2020-12-29,27424.538954606684,
2020-12-30,28837.28852895899,
2020-12-31,29022.41839530417,
2021-01-01,29352.12679194895,
2021-01-02,32163.824935335215,
2021-01-03,33008.226203489285,
2021-01-04,31515.575966658354,
2021-01-05,34082.20604904424,
2021-01-06,36933.520137309126,
2021-01-07,39547.08408135567,
2021-01-08,40815.96185478254,
2021-01-09,40296.5290038294,
2021-01-10,38397.895985418174,
2021-01-11,35669.90668663349,
2021-01-12,33938.33587810088,
2021-01-13,37456.00772548642,
2021-01-14,39232.74997140346,
2021-01-15,36787.52121668496,
2021-01-16,36254.713079410845,
2021-01-17,35804.263885674685,
2021-01-18,36595.4647692826,
2021-01-19,36104.86385775514,
2021-01-20,35587.489202735545,
2021-01-21,30913.695736053804,
2021-01-22,32957.908782655926,
2021-01-23,32068.08737440817,
2021-01-24,32273.51735032927,
2021-01-25,32375.320062981456,
2021-01-26,32582.10944502123,
2021-01-27,30445.52586511351,
2021-01-28,33128.34752861149,
2021-01-29,34150.81876737221,
2021-01-30,34199.51981036302,
2021-01-31,33064.78676701507,
2021-02-01,33405.99035714327,
2021-02-02,35485.98593382442,
2021-02-03,37494.71762460426,
2021-02-04,36816.50808203406,
2021-02-05,38007.83222908396,
2021-02-06,39279.41286897885,
2021-02-07,38833.34026455532,
2021-02-08,46307.57412159395,
2021-02-09,46569.56483,
2021-02-10,44848.69344950499,
2021-02-11,47815.96175554316,
2021-02-12,47414.1862550079,
2021-02-13,46941.29208582354,
2021-02-14,48607.8745224845,
2021-02-15,47898.487027633135,
2021-02-16,49238.13690672487,
2021-02-17,52143.6788446198,
2021-02-18,51733.075539032034,
2021-02-19,56038.72775892988,
2021-02-20,56377.63347790987,
2021-02-21,57669.3035269179,
2021-02-22,54410.85629451601,
2021-02-23,48691.894831704405,
2021-02-24,49849.378713583144,
2021-02-25,46992.665450048495,
2021-02-26,46551.48747675472,
2021-02-27,46653.52639939581,
2021-02-28,44970.163459946736,
2021-03-01,49787.33995949672,
2021-03-02,48532.23678981703,
2021-03-03,50577.45746915202,
2021-03-04,48727.45120080115,
2021-03-05,49091.81488232977,
2021-03-06,49019.36859236582,
2021-03-07,51313.09262027362,
2021-03-08,52328.5359126325,
2021-03-09,54700.273439277444,
2021-03-10,56020.4877195857,
2021-03-11,57788.86810329514,
2021-03-12,57353.86147197248,
2021-03-13,61315.197932766816,
2021-03-14,59428.967566027764,
2021-03-15,55805.32924923426,
2021-03-16,56830.253335076224,
2021-03-17,59014.92563205099,
2021-03-18,57922.40959262911,
2021-03-19,58243.27060892363,
2021-03-20,58376.15847137206,
2021-03-21,57573.539344778685,
2021-03-22,54370.137557895185,
2021-03-23,54584.86994699455,
2021-03-24,52526.86659704657,
2021-03-25,51416.908304980054,
2021-03-26,55033.100480447036,
2021-03-27,55832.418109618324,
2021-03-28,55728.10132780653,
2021-03-29,57634.92869447539,
2021-03-30,58668.628336761,
2021-03-31,58817.3738884188,
2021-04-01,58801.194843878126,
2021-04-02,59060.02678333801,
2021-04-03,57060.40665471088,
2021-04-04,58228.802623466196,
2021-04-05,58706.81559311396,
2021-04-06,58062.17872433649,
2021-04-07,56134.41738866435,
2021-04-08,58065.644024815316,
2021-04-09,58152.993262141834,
2021-04-10,59979.39281571831,
2021-04-11,59988.02095852983,
2021-04-12,59911.020594847316,
2021-04-13,63576.676041048275,
2021-04-14,62807.12323259299,
2021-04-15,63179.772446084695,
2021-04-16,61497.299569441195,
2021-04-17,60273.86667694734,
2021-04-18,56288.94534001195,
2021-04-19,55721.166052695626,
2021-04-20,56294.728558586925,
2021-04-21,54190.07026283405,
2021-04-22,51965.5664304852,
2021-04-23,51191.1246964079,
2021-04-24,50133.1073963654,
2021-04-25,48981.4413932161,
2021-04-26,53978.80554728962,
2021-04-27,54991.81484262107,
2021-04-28,54810.6138506792,
2021-04-29,53596.70402266675,
2021-04-30,57828.511814425874,
2021-05-01,57812.96915967891,
2021-05-02,56600.74528738432,
2021-05-03,57200.30029871162,
2021-05-04,53464.37021950372,
2021-05-05,57432.100227087576,
2021-05-06,56507.759439869595,
2021-05-07,57361.56904328887,
2021-05-08,58771.881689509355,
2021-05-09,58213.926293744385,
2021-05-10,55901.66759456145,
2021-05-11,56928.97235660158,
2021-05-12,50004.76218313686,
2021-05-13,49972.795398372444,
2021-05-14,49913.26314398822,
2021-05-15,46780.902304688214,
2021-05-16,46585.06413538846,
2021-05-17,43780.82559782485,
2021-05-18,43091.04144756922,
2021-05-19,37287.39140242737,
2021-05-20,40437.73009625558,
2021-05-21,37339.63420134628,
2021-05-22,37520.31767547438,
2021-05-23,34977.527801962424,
2021-05-24,38642.4422973396,
2021-05-25,38210.80521759389,
2021-05-26,39406.934244116186,
2021-05-27,38642.89555434217,
2021-05-28,35710.220936529884,
2021-05-29,34775.07941347281,
2021-05-30,35714.75202018067,
2021-05-31,37340.6792659422,
2021-06-01,36680.06820180283,
2021-06-02,37685.71798174826,
2021-06-03,39151.316183800314,
2021-06-04,36938.72031139185,
2021-06-05,35546.98596483364,
2021-06-06,35834.4744744042,
2021-06-07,33451.38340714534,
2021-06-08,33557.15068309184,
2021-06-09,37553.64375851888,
2021-06-10,36903.304906778896,
2021-06-11,37289.43252210222,
2021-06-12,35666.14977877309,
2021-06-13,39147.70567879997,
2021-06-14,40624.51305316154,
2021-06-15,40378.20254971114,
2021-06-16,38321.454656574206,
2021-06-17,38193.619141943964,
2021-06-18,35881.11137137543,
2021-06-19,35581.64226773201,
2021-06-20,35787.07740523232,
2021-06-21,31711.935467727006,
2021-06-22,32507.738707026845,
2021-06-23,33702.61779371396,
2021-06-24,34675.44910530336,
2021-06-25,31943.136467863093,
2021-06-26,32023.973901774916,
2021-06-27,34607.293274083386,
2021-06-28,34556.8421269449,
2021-06-29,35968.993667970346,
2021-06-30,35171.486304850056,
2021-07-01,33677.566235922626,
2021-07-02,33950.786555181,
2021-07-03,34729.89077801021,
2021-07-04,35394.213074080915,
2021-07-05,33928.13421837147,
2021-07-06,34149.98981477412,
2021-07-07,33932.25463831538,
2021-07-08,32933.578199292395,
2021-07-09,33971.297749757956,
2021-07-10,33704.53847440508,
2021-07-11,34299.938016517444,
2021-07-12,33262.6543524462,
2021-07-13,32676.38380096018,
2021-07-14,32878.50187357147,
2021-07-15,31726.038833909817,
2021-07-16,31399.653128682126,
2021-07-17,31588.6713510167,
2021-07-18,31919.393922554555,
2021-07-19,30928.211908849244,
2021-07-20,29971.903783612062,
2021-07-21,32383.78112696872,
2021-07-22,32409.499767175417,
2021-07-23,33455.55127272261,
2021-07-24,34213.59993217662,
2021-07-25,35456.124660766836,
2021-07-26,37281.91809217662,
2021-07-27,39076.59377063225,
2021-07-28,40031.19824444798,
2021-07-29,39977.75693922764,
2021-07-30,41936.261478677225,
2021-07-31,41754.16660435275,
2021-08-01,39914.82975848789,
2021-08-02,39278.766508103676,
2021-08-03,38368.35401197897,
2021-08-04,39751.58457509862,
2021-08-05,40825.381940449704,
2021-08-06,42802.13717474142,
2021-08-07,44647.57760300116,
2021-08-08,43753.217862646314,
2021-08-09,46311.00189857689,
2021-08-10,45639.51401890709,
2021-08-11,45652.06012506926,
2021-08-12,44495.20979327958,
2021-08-13,47717.27052766495,
2021-08-14,47088.85313451467,
2021-08-15,47025.00323011282,
2021-08-16,46031.75754362583,
2021-08-17,44534.454854219905,
2021-08-18,45015.46554608543,
2021-08-19,46745.03462296988,
2021-08-20,49195.87860189616,
2021-08-21,48933.689151311635,
2021-08-22,49250.54486971799,
2021-08-23,49518.57748790696,
2021-08-24,47940.6079149608,
2021-08-25,49002.70376627545,
2021-08-26,47229.070650876114,
2021-08-27,49083.10330586219,
2021-08-28,48936.537254142204,
2021-08-29,48907.27073106221,
2021-08-30,47124.25422469402,
2021-08-31,47335.42029920565,
2021-09-01,48823.05520964915,
2021-09-02,49338.78465183332,
2021-09-03,49934.5282762881,
2021-09-04,50013.02994694588,
2021-09-05,51696.206431317885,
2021-09-06,52739.800166345514,
2021-09-07,46995.16417095979,
2021-09-08,46085.02861578186,
2021-09-09,46518.94118660236,
2021-09-10,44802.60640249699,
2021-09-11,45196.488277558245,
2021-09-12,46195.21830082935,
2021-09-13,45139.83396873267,
2021-09-14,47135.43199562694,
2021-09-15,48186.53275704722,
2021-09-16,47879.47343992101,
2021-09-17,47228.65821623257,
2021-09-18,48266.62707279063,
2021-09-19,47371.03933236471,
2021-09-20,42932.94659595412,
2021-09-21,40386.62363528928,
2021-09-22,43587.22305058473,
2021-09-23,44980.898214810935,
2021-09-24,42752.1681545072,
2021-09-25,42856.855164224515,
2021-09-26,43336.861233242744,
2021-09-27,42247.355729006355,
2021-09-28,41010.37519836549,
2021-09-29,41587.66786232295,
2021-09-30,43859.32614724109,
2021-10-01,48181.87627260008,
2021-10-02,47777.762019063,
2021-10-03,48282.97113857447,
2021-10-04,49260.232321130694,
2021-10-05,51668.99422435564,
2021-10-06,55415.00574202895,
2021-10-07,53894.59599452107,
2021-10-08,54010.93747374405,
2021-10-09,55125.460337680444,
2021-10-10,54711.86959664297,
2021-10-11,57572.510855596534,
2021-10-12,56335.035460511535,
2021-10-13,57487.985880422195,
2021-10-14,57452.43178503547,
2021-10-15,61809.02394427028,
2021-10-16,61165.63564211521,
2021-10-17,61583.77443961336,
2021-10-18,62017.972725178704,
2021-10-19,64517.64856042277,
2021-10-20,66237.51755029388,
2021-10-21,62541.08693293518,
2021-10-22,61029.27093182092,
2021-10-23,61572.14043422243,
2021-10-24,61173.1663907232,
2021-10-25,63228.21382584213,
2021-10-26,60604.18888794746,
2021-10-27,58641.00147419492,
2021-10-28,60767.55585206728,
2021-10-29,62283.19805587354,
2021-10-30,61837.257002978935,
2021-10-31,61471.86846276259,
2021-11-01,61121.83120106507,
2021-11-02,63247.20896127831,
2021-11-03,63130.94235171542,
2021-11-04,61601.74357204975,
2021-11-05,61247.38494217787,
2021-11-06,61661.35866372036,
2021-11-07,63153.230193019495,
2021-11-08,67617.0155448617,
2021-11-09,67145.37493537061,
2021-11-10,65061.05440696283,
2021-11-11,65005.64515956679,
2021-11-12,64432.04794734522,
2021-11-13,64660.33535267343,
2021-11-14,65648.97779110243,
2021-11-15,63933.835442599324,
2021-11-16,60448.56251258625,
2021-11-17,60603.65586738653,
2021-11-18,56987.32233855049,
2021-11-19,58459.25551667463,
2021-11-20,60082.91166841709,
2021-11-21,59139.779279527174,
2021-11-22,56386.856853152145,
2021-11-23,57748.79317378856,
2021-11-24,57198.18384629529,
2021-11-25,58897.84698299794,
2021-11-26,53827.792865034724,
2021-11-27,54533.40388242691,
2021-11-28,57237.66113709043,
2021-11-29,57848.77353712989,
2021-11-30,57011.28047424234,
2021-12-01,57169.37199381056,
2021-12-02,56508.26805402271,
2021-12-03,53785.96717237922,
2021-12-04,49161.99070957517,
2021-12-05,49268.46989053938,
2021-12-06,50461.57683653979,
2021-12-07,50647.66340635755,
2021-12-08,50530.4580645934,
2021-12-09,47885.871989417064,
2021-12-10,47303.56415217411,
2021-12-11,49242.302324071476,
2021-12-12,50051.078348674855,
2021-12-13,46696.30469946678,
2021-12-14,48410.564656309325,
2021-12-15,48936.86258244155,
2021-12-16,47694.530502251764,
2021-12-17,46328.6963654447,
2021-12-18,46970.057050727024,
2021-12-19,46807.04861642627,
2021-12-20,47117.008204210455,
2021-12-21,49145.21725849885,
2021-12-22,48755.89564404483,
2021-12-23,50900.61494951601,
2021-12-24,50888.72103678683,
2021-12-25,50663.48710213215,
2021-12-26,50852.860259540656,
2021-12-27,50774.067814743,
2021-12-28,47725.14804631933,
2021-12-29,46506.99464767938,
2021-12-30,47191.86838983951,
2021-12-31,46319.65108805251,
2022-01-01,47816.07767640849,
2022-01-02,47387.212167697246,
2022-01-03,46531.140860530526,
2022-01-04,45938.02427172366,
2022-01-05,43647.147508068054,
2022-01-06,43216.45867693359,
2022-01-07,41527.197042644846,
2022-01-08,41756.66232397826,
2022-01-09,41862.3609856517,
2022-01-10,41869.85905559219,
2022-01-11,42777.211020482355,
2022-01-12,43981.87732717414,
2022-01-13,42608.41001195019,
2022-01-14,43120.85451108056,
2022-01-15,43226.65026980921,
2022-01-16,43119.79214308028,
2022-01-17,42298.341116872325,
2022-01-18,42395.45879157343,
2022-01-19,41749.55143098559,
2022-01-20,40707.6824143097,
2022-01-21,36508.799789830824,
2022-01-22,35180.435462830384,
2022-01-23,36306.409440464704,
2022-01-24,36774.00714224005,
2022-01-25,36988.928510667356,
2022-01-26,36870.440166930995,
2022-01-27,37276.839558174994,
2022-01-28,37852.57902803263,
2022-01-29,38232.17873217708,
2022-01-30,37983.151499406464,
2022-01-31,38555.53446121157,
2022-02-01,38835.69494322237,
2022-02-02,37000.98249864199,
2022-02-03,37101.351593780935,
2022-02-04,41673.8395543094,
2022-02-05,41493.690050910525,
2022-02-06,42475.543220951215,
2022-02-07,43910.929986443094,
2022-02-08,44184.447511676175,
2022-02-09,44383.88805541707,
2022-02-10,43628.13953235228,
2022-02-11,42445.38876793804,
2022-02-12,42254.738123237206,
2022-02-13,42247.83595326771,
2022-02-14,42634.573783663065,
2022-02-15,44574.32057099816,
2022-02-16,44063.28198279571,
2022-02-17,40562.98694982819,
2022-02-18,40073.495362369824,
2022-02-19,40192.75912143141,
2022-02-20,38514.00853622455,
2022-02-21,37059.979402287514,
2022-02-22,38337.2038554348,
2022-02-23,37372.2926803477,
2022-02-24,38363.345488570165,
2022-02-25,39316.16207578596,
2022-02-26,39090.202153609054,
2022-02-27,37803.59016044929,
2022-02-28,43225.404677435734,
2022-03-01,44459.59162774341,
2022-03-02,43980.707382090906,
2022-03-03,42491.97839335905,
2022-03-04,39200.29973557414,
2022-03-05,39463.14681149058,
2022-03-06,38442.99174588676,
2022-03-07,38076.49382252028,
2022-03-08,38732.93701302586,
2022-03-09,41986.03444607623,
2022-03-10,39468.35477300189,
2022-03-11,38775.17558840679,
2022-03-12,38903.69354800599,
2022-03-13,37852.52514106289,
2022-03-14,39669.423812004505,
2022-03-15,39331.84654059453,
2022-03-16,41165.63506140341,
2022-03-17,41001.70957801974,
2022-03-18,41837.41313797566,
2022-03-19,42201.939920688186,
2022-03-20,41283.25900104565,
2022-03-21,41061.81589384987,
2022-03-22,42401.895597489434,
2022-03-23,42802.15471016985,
2022-03-24,43936.09623454058,
2022-03-25,44331.77795706412,
2022-03-26,44510.84421762133,
2022-03-27,46715.1176185105,
2022-03-28,46994.879118357465,
2022-03-29,47459.261237539096,
2022-03-30,47063.36584996355,
2022-03-31,45528.40715313835,
2022-04-01,46270.20070585378,
2022-04-02,45842.14476317382,
2022-04-03,46434.562982661664,
2022-04-04,46622.63571309101,
2022-04-05,45635.45438126673,
2022-04-06,43198.77526936491,
2022-04-07,43515.15032279806,
2022-04-08,42315.70972421807,
2022-04-09,42796.39747810973,
2022-04-10,42274.907370256085,
2022-04-11,39603.965159284155,
2022-04-12,40205.67794073206,
2022-04-13,41205.16871904067,
2022-04-14,39959.457069033735,
2022-04-15,40586.59730938673,
2022-04-16,40450.37930543977,
2022-04-17,39739.11925622209,
2022-04-18,40833.5379650337,
2022-04-19,41498.12244669832,
2022-04-20,41397.220477279625,
2022-04-21,40528.54148675958,
2022-04-22,39756.848993471016,
2022-04-23,39561.78019075613,
2022-04-24,39469.04986198146,
2022-04-25,40488.877917622376,
2022-04-26,38134.21545068938,
2022-04-27,39237.94931747103,
2022-04-28,39741.766645809636,
2022-04-29,38650.55013809267,
2022-04-30,37820.61176529208,
2022-05-01,38537.65476669535,
2022-05-02,38561.56539902362,
2022-05-03,37758.496107734,
2022-05-04,39699.02404125388,
2022-05-05,36612.229548803036,
2022-05-06,36116.394294982965,
2022-05-07,35573.31019883488,
2022-05-08,34070.31219757961,
