date,1AAVE,1DAI,1ETH,1INCH,1USDC,1USDT,1WBTC,AAVE,AAVE.E,AGEUR,AMPL,ARB,AVAX,BAL,BAT,BTC,BTC.B,BUSD,CBETH,CRV,CVX,DAI,DAI.E,DPI,ENJ,ENS,ETH,EURS,FEI,FRAX,FTM,FUSDT,G-UNI,GHO,GHST,GUSD,JEUR,KNC,KNCL,LDO,LEND,LINK,LINK.E,LUSD,M.DAI,M.USDC,M.USDT,MAI,MANA,MATICX,METIS,MIMATIC,MKR,OP,RAI,REN,RENFIL,RETH,RPL,SAVAX,SETH,SNX,STETH,STMATIC,SUSD,SUSHI,TUSD,UNI,UNKNOWN (0x1985365e9f78359a9B6AD760e32412f4a445E862),USDC,USDC.E,USDP,USDT,USDT.E,UST,WAVAX,WBTC,WBTC.E,WETH,WETH.E,WFTM,WMATIC,WONE,WSTETH,XSUSHI,YFI,ZRX
2020-06-04,,,,,,,,,,,,,,,1875598.36915,,,33778.53464,,,,2265310.82496,,,,,,,,,,,,,,,,,2748119.97545,,331616445.52755,6099011.71814,,,,,,,5665416.2301,,,,731.82177,,,,,,,,,219577.87991,,,43625.77562,,143420.24441,,0.0,2818369.48588,,,2648086.57185,,,,101.02683,,34088.65786,,,,,,,,724286.774
2020-06-05,,,,,,,,,,,,,,,1913762.73656,,,32282.56464,,,,2227744.07758,,,,,,,,,,,,,,,,,2711175.87394,,356742599.02665,6128881.67718,,,,,,,5665416.23467,,,,746.72349,,,,,,,,,208650.35837,,,53102.81735,,171472.63388,,0.0,3002005.09504,,,2756626.49967,,,,106.25671,,34024.06009,,,,,,,,803466.73816
2020-06-06,,,,,,,,,,,,,,,1923414.74542,,,28919.76313,,,,2216274.85654,,,,,,,,,,,,,,,,,2287673.85378,,356868902.0336,6149730.02035,,,,,,,5660684.65156,,,,697.88895,,,,,,,,,233527.86752,,,49369.58894,,178687.66295,,0.0,3034448.93447,,,2725742.71989,,,,103.58045,,34289.46074,,,,,,,,803466.73816
2020-06-07,,,,,,,,,,,,,,,1922415.2171,,,34182.46523,,,,4109454.68668,,,,,,,,,,,,,,,,,2259977.95954,,358614518.31935,6171848.39178,,,,,,,5736825.30182,,,,852.79152,,,,,,,,,240206.17909,,,48784.8627,,181463.93863,,0.0,3053931.68443,,,2580453.05474,,,,105.32881,,34089.7678,,,,,,,,803201.53947
2020-06-08,,,,,,,,,,,,,,,1911174.26294,,,33467.64728,,,,1631197.02453,,,,,,,,,,,,,,,,,2264213.8384,,358619138.18837,6201851.7965,,,,,,,5736825.30182,,,,841.72946,,,,,,,,,223743.01769,,,65698.89833,,190746.84988,,0.0,3182612.43163,,,2874218.66458,,,,100.34151,,34402.50337,,,,,,,,804670.98122
2020-06-09,,,,,,,,,,,,,,,1855640.75578,,,27296.62868,,,,1735235.07528,,,,,,,,,,,,,,,,,2195852.16954,,382991201.74147,6157518.01265,,,,,,,5676825.30182,,,,597.74305,,,,,,,,,227127.50326,,,62945.33013,,196231.28822,,0.0,3264545.52494,,,2795983.02932,,,,104.75305,,37762.02587,,,,,,,,805584.34057
2020-06-10,,,,,,,,,,,,,,,1854218.9896,,,30791.48176,,,,1511214.31529,,,,,,,,,,,,,,,,,2049103.5306,,395727105.64277,6153873.90901,,,,,,,5666825.30182,,,,661.81333,,,,,,,,,123135.06023,,,60670.63905,,192834.93022,,0.0,3201619.13115,,,4052112.48604,,,,103.43304,,39718.16053,,,,,,,,802887.44269
2020-06-11,,,,,,,,,,,,,,,1857033.66011,,,35564.90441,,,,1658025.19206,,,,,,,,,,,,,,,,,2013764.71071,,405482690.36659,6125041.37228,,,,,,,8192370.43258,,,,746.6602,,,,,,,,,282664.79511,,,54502.91829,,331934.81077,,0.0,2802593.55645,,,3777956.27059,,,,103.82225,,40620.30099,,,,,,,,808722.60565
2020-06-12,,,,,,,,,,,,,,,1880218.81888,,,33117.89312,,,,1551776.3237,,,,,,,,,,,,,,,,,1648575.70793,,406174339.93385,6129791.56892,,,,,,,8175284.28645,,,,836.27232,,,,,,,,,299748.91267,,,50439.39484,,181771.02219,,0.0,2804636.01799,,,3485464.74926,,,,104.81956,,42434.47459,,,,,,,,822380.20932
2020-06-13,,,,,,,,,,,,,,,1880702.89838,,,26342.80937,,,,1525106.97995,,,,,,,,,,,,,,,,,1625669.72023,,406500972.24701,6163478.37254,,,,,,,8175284.28645,,,,908.64757,,,,,,,,,337299.75324,,,42195.47288,,199795.98099,,0.0,2785885.83356,,,3698280.5486,,,,105.95076,,42625.04418,,,,,,,,822086.9222
2020-06-14,,,,,,,,,,,,,,,1880580.35149,,,23975.56482,,,,1367312.44552,,,,,,,,,,,,,,,,,1630332.23136,,402249808.92156,6192137.47961,,,,,,,8186385.21409,,,,952.48489,,,,,,,,,333195.33979,,,46157.03698,,173412.12981,,0.0,3084152.75061,,,3195776.57975,,,,106.27423,,40943.68526,,,,,,,,823135.73964
2020-06-15,,,,,,,,,,,,,,,1880456.4756,,,30022.61715,,,,1310613.18609,,,,,,,,,,,,,,,,1682407.34709,,,406873379.05139,6278742.25114,,,,,,,8185233.59779,,,,1045.64772,,,,,,,,,331023.75113,,,,,178272.86603,,,3473380.64819,,,1816228.40871,,,,126.45366,,41204.79641,,,,,,,,821729.23649
2020-06-16,,,,,,,,,,,,,,,1716713.04195,,,29250.93852,,,,1277591.61636,,,,,,,,,,,,,,,,,1795781.92641,,428575007.68708,6391828.8626,,,,,,,8192047.51659,,,,1248.763,,,,,,,,,672972.60198,,,31318.06975,,275746.7531,,0.0,2252115.26492,,,1125820.87621,,,,134.21497,,30433.8564,,,,,,,,611833.02859
2020-06-17,,,,,,,,,,,,,,,1807946.35136,,,32351.48127,,,,1132861.38672,,,,,,,,,,,,,,,,,2117872.35991,,427349838.1174,6351497.69072,,,,,,,8125424.31768,,,,1203.47345,,,,,,,,2.17382,671960.41824,,,99350.20389,,200016.21159,,0.0,1418848.39122,,,811483.21239,,,,132.49674,,29840.41247,,,,,,,,613620.46428
2020-06-18,,,,,,,,,,,,,,,1821480.26256,,,42549.80422,,,,759000.19615,,,,,,,,,,,,,,,,,2069016.08941,,431301150.90852,6373549.1675,,,,,,,7996459.35982,,,,1218.02634,,,,,,,,2.17402,651171.29496,,,48503.31286,,178646.32224,,0.0,1343238.89884,,,789424.48325,,,,124.5461,,29324.75468,,,,,,,,104253.18409
2020-06-19,,,,,,,,,,,,,,,1822161.25656,,,37941.43196,,,,703072.59389,,,,,,,,,,,,,,,,,2093056.47405,,436545191.58371,6581202.86891,,,,,,,9879795.72363,,,,1244.64557,,,,,,,,2.19271,666459.02307,,,115789.82818,,38458.44313,,0.0,756276.18856,,,556804.19354,,,,40.36555,,30838.97466,,,,,,,,119648.62996
2020-06-20,,,,,,,,,,,,,,,1047598.589,,,46051.87372,,,,1245549.68405,,,,,,,,,,,,,,,,,2267692.20136,,438226101.33527,6804247.65364,,,,,,,10587725.04731,,,,1300.77593,,,,,,,,2.17966,666499.29863,,,95318.48613,,380548.22481,,0.0,877278.12889,,,2407402.99831,,,,36.79048,,33597.34465,,,,,,,,147263.13016
2020-06-21,,,,,,,,,,,,,,,994190.58986,,,67456.62292,,,,2100932.64764,,,,,,,,,,,,,,,,,2209345.28095,,436946673.07989,6967690.8481,,,,,,,10607030.91168,,,,1289.97413,,,,,,,,2.17759,656773.49967,,,58013.42769,,2204238.14175,,0.0,2713835.63764,,,7661283.28944,,,,719.24043,,17469.14668,,,,,,,,223572.03073
2020-06-22,,,,,,,,,,,,,,,8458254.5132,,,41428.18655,,,,1931307.81559,,,,,,,,,,,,,,,,,2210715.23995,,444728162.69669,7124453.35892,,,,,,,10592985.2035,,,,1666.75392,,,,,,,,2.17525,656971.19044,,,72969.27741,,2573326.11548,,0.0,5406279.11891,,,4247855.47651,,,,22.61188,,22667.27079,,,,,,,,182599.98876
2020-06-23,,,,,,,,,,,,,,,442685.24921,,,39612.92484,,,,1700482.09916,,,,,,,,,,,,,,,,,2160981.2012,,445962113.51301,7141182.41869,,,,,,,10569313.9895,,,,1692.11786,,,,,,,,0.01227,516142.29154,,,64457.98542,,2529394.34733,,0.0,4734802.38933,,,4461182.20294,,,,140.34104,,32422.52705,,,,,,,,152715.51516
2020-06-24,,,,,,,,,,,,,,,962796.51743,,,47231.38853,,,,1565837.60505,,,,,,,,,,,,,,,,,2167297.1117,,445389683.81183,7158956.2697,,,,,,,10576814.53873,,,,1688.28483,,,,,,,,0.01239,408601.79363,,,158587.38065,,2255088.74252,,0.0,5769541.65906,,,3615123.16866,,,,304.61378,,31888.03752,,,,,,,,173701.76195
2020-06-25,,,,,,,,,,,,,,,830296.78482,,,75299.45184,,,,889689.0302,,,,,,,,,,,,,,,,,2167586.52083,,430411839.56053,7141184.82045,,,,,,,9873597.72609,,,,1543.27259,,,,,,,,0.01224,389481.35318,,,154565.13839,,1624477.42572,,0.0,6402063.48196,,,1471892.45844,,,,293.06436,,31426.05853,,,,,,,,202093.70927
2020-06-26,,,,,,,,,,,,,,,803553.60737,,,69372.45417,,,,1166277.25479,,,,,,,,,,,,,,,,,2198280.05075,,425005375.15102,7273240.3979,,,,,,,7101634.97657,,,,1318.76595,,,,,,,,0.01226,552449.6933,,,88010.01502,,1583869.23814,,0.0,3964006.28546,,,4337159.31227,,,,337.96161,,32409.99501,,,,,,,,179128.34315
2020-06-27,,,,,,,,,,,,,,,827084.85324,,,73208.90228,,,,1605781.76598,,,,,,,,,,,,,,,,,2223956.3126,,425436963.43901,7372060.4097,,,,,,,3886423.43136,,,,1389.2799,,,,,,,,0.0122,515112.18198,,,104987.09649,,1601575.6386,,0.0,3884683.38829,,,6154062.90485,,,,325.80326,,32466.15774,,,,,,,,184368.03346
2020-06-28,,,,,,,,,,,,,,,825969.23787,,,71708.90228,,,,2021508.99919,,,,,,,,,,,,,,,,,2227904.56171,,425423068.568,7439466.68694,,,,,,,4027164.53546,,,,1467.5817,,,,,,,,0.01224,497583.11697,,,88142.59076,,1382192.11868,,0.0,4179164.05858,,,6254569.61813,,,,347.9955,,33231.36693,,,,,,,,184892.17818
2020-06-29,,,,,,,,,,,,,,,820261.43649,,,73599.59412,,,,1913314.00662,,,,,,,,,,,,,,,,,2220428.7292,,425398104.01528,7477698.97047,,,,,,,4031841.48497,,,,1632.66712,,,,,,,,0.01227,487152.68958,,,68863.62366,,1228629.82647,,0.0,4335068.2227,,,6872871.70747,,,,357.37227,,33371.37828,,,,,,,,187874.26079
