date,1AAVE,1DAI,1ETH,1INCH,1USDC,1USDT,1WBTC,AAVE,AAVE.E,AGEUR,AMPL,ARB,AVAX,BAL,BAT,BTC,BTC.B,BUSD,CBETH,CRV,CVX,DAI,DAI.E,DPI,ENJ,ENS,ETH,EURS,FEI,FRAX,FTM,FUSDT,G-UNI,GHO,GHST,GUSD,JEUR,KNC,KNCL,LDO,LEND,LINK,LINK.E,LUSD,M.DAI,M.USDC,M.USDT,MAI,MANA,MATICX,METIS,MIMATIC,MKR,OP,RAI,REN,RENFIL,RETH,RPL,SAVAX,SETH,SNX,STETH,STMATIC,SUSD,SUSHI,TUSD,UNI,UNKNOWN (0x1985365e9f78359a9B6AD760e32412f4a445E862),USDC,USDC.E,USDP,USDT,USDT.E,UST,WAVAX,WBTC,WBTC.E,WETH,WETH.E,WFTM,WMATIC,WONE,WSTETH,XSUSHI,YFI,ZRX
2021-05-17,,,,,,,,2470061.56497,,,,,,424306.49899,4717262.13767,,,13577450.22368,,18288691.3273,,390536199.74328,,,19079202.53003,,,,,,,,,,,4577472.63,,,1982229.0044800001,,459636.33696,28132130.54128,,,,,,,10054592.874149999,,,,41816.45247,,,41006500.274509996,49939.4965,,,,0.01239,1290337.20391,,,3442962.2716,,12175400.01151,2433143.0195400002,0.0,554332939.50184,,,182864598.56551,,,,40965.85918,,1360041.22447,,,234508960.40653,,,12998990.36817,3686.4493700000003,2663503.19946
2021-05-18,,,,,,,,2490006.6747000003,,,,,,425536.36262,5344180.49896,,,12286069.271979999,,17815999.99152,,392694038.46870995,,,19116050.6228,,,,,,,,,,,4473506.72,,,1954924.6683899998,,459636.33696,28194817.382990003,,,,,,,9796779.4608,,,,41660.24845,,,40950387.13652,49939.4965,,,,0.01239,1218713.02743,,,1950135.6079,,12052475.68934,2428055.29213,0.0,579817018.33634,,,141882208.28976002,,,,41159.640360000005,,1396655.926,,,234986003.42898,,,13456074.64428,3702.70134,2698972.89101
2021-05-19,,,,,,,,2483847.803,,,,,,477776.17987,5190876.41067,,,17068814.3736,,22137209.33825,,391453623.69624,,,18675622.73158,,,,,,,,,,,4595874.62,,,1614184.35725,,443079.50138,28060312.3943,,,,,,,9348207.74914,,,,40079.2561,,,55567003.21967,49939.4965,,,,0.01239,1181419.69503,,,5739011.39217,,15637249.91553,2307955.63565,0.0,576380204.84485,,,107468552.54279,,,,41900.582949999996,,1535258.74249,,,242412331.76569,,,13290843.43842,3496.15484,3062848.8672999996
2021-05-20,,,,,,,,2506356.33614,,,,,,494488.89021,5460409.12096,,,15782251.26623,,22435891.3473,,378289266.3179,,,18933007.41945,,,,,,,,,,,4051664.66,,,1504466.176,,439103.65594,28264559.691779997,,,,,,,9106171.330839999,,,,36159.691660000004,,,56322481.01202,49939.4965,,,,0.01251,1147571.55542,,,5018132.93006,,16694951.286109999,2445857.6440600003,0.0,805075721.75324,,,130265813.26706,,,,43706.73385,,1466187.85498,,,241090102.60996,,,13428965.34825,3433.23545,2971317.76782
2021-05-21,,,,,,,,2428605.17277,,,,,,495862.14502,5584359.43805,,,8800981.47494,,25156791.40959,,416104421.84828,,,19005831.931110002,,,,,,,,,,,4596136.86,,,1919472.82649,,437538.53536,27849577.16933,,,,,,,8819424.32607,,,,36684.240229999996,,,55936438.85105,50875.05689,,,,0.0124,1228492.78136,,,6418920.23614,,17077510.03272,2431675.3653599997,0.0,1043412003.0961599,,,175772586.76152,,,,42006.595460000004,,1562939.42053,,,240611243.99734,,,13032155.04827,3378.84222,2682901.3649500003
2021-05-22,,,,,,,,2429647.87252,,,,,,486808.67949,5519516.62527,,,10220274.43271,,24982604.92073,,414180363.59577,,,18934110.4569,,,,,,,,,,,4483075.78,,,1860790.30044,,435318.59348,27005818.081469998,,,,,,,8022935.1722800005,,,,37274.71241,,,55745953.18226,50875.05689,,,,0.0125,1185165.82106,,,7969534.11749,,15019634.3328,2346125.34171,0.0,1043502561.37583,,,220618493.32967,,,,42968.25864,,1517459.01149,,,226338629.94156,,,14067547.42616,3164.7891099999997,2636346.34801
2021-05-23,,,,,,,,2419811.75788,,,,,,402647.99751,4241391.74931,,,9976695.683759999,,27467900.29714,,391466266.31165,,,18391743.35051,,,,,,,,,,,2075887.62,,,2045562.2035400001,,427054.00986,26097727.26419,,,,,,,6718285.852159999,,,,37143.8713,,,53172156.09872,50875.05689,,,,0.0125,923083.0165200001,,,15470781.77485,,19254468.02898,2194012.33079,0.0,1033146044.12015,,,114732741.94082999,,,,42155.631129999994,,1459141.9269499998,,,219785189.14281,,,14168092.96094,3068.9076800000003,2433935.54391
2021-05-24,,,,,,,,2443860.5950599997,,,,,,406777.52948,3947104.66586,,,9280785.88489,,26968892.94877,,379937531.82368004,,,18209144.199589998,,,,,,,,,,,2797678.91,,,1835435.41365,,427054.00986,26151839.017679997,,,,,,,6490049.01501,,,,34799.34356,,,53530178.56083,49875.05689,,,,0.0125,1061983.4956800002,,,14437019.549600001,,17873779.361950003,2362969.5836899998,0.0,1139097505.38081,,,121478370.69663,,,,41941.78164,,1482804.2135100001,,,225374918.70791,,,14645830.81332,3003.5561900000002,2424715.95648
2021-05-25,,,,,,,,2472293.89877,,,,,,399395.11217,3952263.3541,,,8680114.27973,,26864635.16835,,389258651.74262,,,18269651.81091,,,,,,,,,,,4568524.37,,,1728128.58341,,427054.00986,26379125.26994,,,,,,,6545065.87646,,,,34419.08527,,,53483172.052379996,49875.05689,,,,0.0125,1021215.9729599999,,,13212095.56815,,17935999.228210002,2360338.49284,0.0,1246679781.67613,,,113724699.39282,,,,42533.38943,,1484835.4064699998,,,223679363.27574,,,14865436.23984,2889.51463,2383104.22529
2021-05-26,,,,,,,,2500734.91304,,,,,,374641.03641,3628679.90405,,,8446622.53579,,25886490.03501,,402595606.56997,,,18275611.88081,,,,,,,,,,,3309967.27,,,1676850.32889,,427054.00986,26565470.238700002,,,,,,,6502641.57952,,,,34437.84835,,,53023990.78967,47270.05689,,,,0.0125,867856.4697100001,,,9309138.74607,,17902741.94326,2341446.3936099997,0.0,1380737502.22053,,,208731865.7199,,,,48721.08431,,1363534.73991,,,220539054.54136,,,14680578.35026,2884.87122,2311697.85349
2021-05-27,,,,,,,,2522712.80255,,,,,,389699.55915,3747403.63674,,,6852872.22815,,25702387.46413,,416759119.29915,,,18364764.865560003,,,,,,,,,,,3994498.87,,,1822637.49737,,427054.00986,26525855.416309997,,,,,,,6597426.67572,,,,33720.73518,,,53512741.59425,47270.05689,,,,0.0125,986246.9809900001,,,14149261.27214,,17716053.75578,2345330.9110399997,0.0,1641287081.2393498,,,333595260.58771,,,,50369.74736,,1366603.71965,,,220968913.90787,,,14696726.08704,2861.98579,2309789.5182700003
2021-05-28,,,,,,,,2473405.03158,,,,,,390750.1263,3549815.31238,,,7471944.47438,,24816899.59958,,433134340.44293,,,9525206.24429,,,,,,,,,,,3938012.26,,,1886903.58252,,427054.00986,26454889.09377,,,,,,,6586057.96424,,,,34036.102380000004,,,53435109.249129996,47270.05689,,,,0.0125,1056108.35886,,,18490576.66687,,17318726.96775,2336493.66596,0.0,1549136397.4155798,,,365677335.26190996,,,,51536.3371,,1365970.45353,,,214631980.83534,,,14518759.97176,2851.03385,2311110.74707
2021-05-29,,,,,,,,2473723.6615000004,,,,,,389664.80948,3541384.0997900004,,,7515494.88975,,24955748.25676,,469292855.20514,,,9563552.32347,,,,,,,,,,,3789228.32,,,1842389.72911,,427014.24804,26383922.18614,,,,,,,6559669.747959999,,,,34288.27287,,,52745952.04507,47270.05689,,,,0.0125,1062196.34348,,,19274984.97572,,17546694.54952,2338225.47809,0.0,1908222210.48686,,,453174391.37122,,,,56883.899919999996,,1373580.75185,,,212306707.00076,,,14731065.92041,2873.0702499999998,2310271.48863
2021-05-30,,,,,,,,2500131.67446,,,,,,390505.79604,3532489.31617,,,7721880.8726200005,,24791925.69245,,499813526.13053,,,9483229.55054,,,,,,,,,,,4134887.57,,,1825653.5655800002,,427966.38078,26368032.594130002,,,,,,,6569999.23237,,,,34295.656330000005,,,53027968.94031,47270.05689,,,,0.0125,1021584.5097699999,,,17348882.70089,,17826742.23835,2349777.89012,0.0,1980381754.48344,,,576042810.11713,,,,56904.61546,,1429728.05433,,,209281001.79827,,,14765109.74365,2870.34281,2333613.45611
2021-05-31,,,,,,,,2507658.8265299997,,,,,,390805.45047,3523697.0037200004,,,5591933.51962,,25326874.91323,,477410365.05394995,,,9480406.64096,,,,,,,,,,,4255540.98,,,1826313.82238,,417507.94255,26108122.80835,,,,,,,6559853.956230001,,,,34217.41332,,,54178819.94807,47330.88433,,,,0.0125,883651.66689,,,18877805.68849,,16127874.23367,2435610.30975,0.0,1988098495.78874,,,604509791.0131301,,,,57685.05044,,1505747.06918,,,211306846.55912,,,15617472.17048,2914.43573,2334999.12224
2021-06-01,,,,,,,,2500344.3501,,,,,,376795.26304,3375432.6229600003,,,5124334.06136,,25280573.51631,,494165071.1441,,,9536896.345180001,,,,,,,,,,,4874247.25,,,1608444.81002,,417507.94255,25765641.97135,,,,,,,6232131.027170001,,,,34745.81001,,,55480664.09272,47380.89016,,,,0.0125,625682.26692,,,18099626.50294,,16472176.619800001,2063254.29295,0.0,1948146741.96806,,,687586925.4182099,,,,57403.71382,,1549565.26811,,,215085976.20188,,,15715858.00185,3038.42911,2346369.4935
2021-06-02,,,,,,,,2470885.5494500003,,,,,,407090.43809,3715290.5368099995,,,4313968.44938,,23094565.43042,,518930497.34683,,,9544267.77785,,,,,,,,,,,5704155.64,,,942381.00382,,407531.47132,25662426.0382,,,,,,,6235841.43446,,,,34911.62575,,,55675308.600150004,47380.89016,,,,0.0125,600317.2795599999,,,30534175.45348,,17515156.57903,2034229.4298100001,0.0,1907311004.19694,,,669043711.74908,,,,56262.47608,,1595127.57107,,,213034707.21889,,,16523884.53239,3028.79225,2353145.19405
2021-06-03,,,,,,,,2480785.32943,,,,,,411641.95363,3714109.7879999997,,,4704223.41538,,21499886.09626,,534133312.64743,,,9575282.6886,,,,,,,,,,,5710732.29,,,1027419.32195,,402016.3889,25281229.56936,,,,,,,7291027.07552,,,,34395.23319,,,57132275.43125,47380.89016,,,,0.0125,636135.74783,,,35908262.09691,,17570262.99098,1982922.73645,0.0,1855053111.8680801,,,489681787.12657,,,,56517.72527,,1611306.02715,,,215925540.24261,,,16737457.00004,3037.7479000000003,2368469.99166
2021-06-04,,,,,,,,2483174.91566,,,,,,403149.9483,3712690.45468,,,4338890.02974,,4159282.55603,,545279548.45312,,,9573765.07784,,,,,,,,,,,5561594.31,,,1035163.64292,,399036.11853,25244720.87737,,,,,,,7379835.11801,,,,34222.09634,,,56714111.25668,47380.89016,,,,0.0125,643286.85727,,,33238917.941409998,,17512985.44997,2065996.24654,0.0,1867965952.94318,,,452095691.25851,,,,57575.58646,,1607068.37946,,,213501271.404,,,16975288.1745,3005.68542,2380611.46001
2021-06-05,,,,,,,,2484475.62784,,,,,,399811.33785,3829668.64704,,,4824611.17614,,5162988.84454,,526103740.23371,,,9578932.42477,,,,,,,,,,,5480600.21,,,1589732.96007,,398979.91576,24909059.702570003,,,,,,,7050600.614569999,,,,34497.76801,,,56803627.2984,47380.89016,,,,0.0125,639253.13857,,,33867710.44484,,17448243.188049998,2151535.12232,0.0,1878266363.05101,,,485608055.03093004,,,,57782.66526,,1644426.99627,,,216927716.03732,,,15973621.13601,2990.87706,2380724.50663
2021-06-06,,,,,,,,2489886.30834,,,,,,394618.45529,3791872.6899699997,,,5255669.1300099995,,5132787.38417,,520921375.23441,,,9582430.34158,,,,,,,,,,,5176233.84,,,1543950.5155500001,,398979.91576,24884063.77572,,,,,,,7045793.83953,,,,34541.8442,,,56832585.06769,47379.89016,,,,0.01254,608514.80381,,,30783949.1516,,17433422.82616,2151606.71259,0.0,1886900441.41745,,,478498746.27204996,,,,57870.5424,,1654868.70078,,,219559552.6124,,,16075831.75928,3006.7156800000002,2382442.8630399997
2021-06-07,,,,,,,,2503079.3267300003,,,,,,361315.15868,3768372.0526,,,4834705.71405,,5295529.39757,,582024080.63825,,,9550601.67062,,,,,,,,,,,3281068.97,,,1532630.8842799999,,397806.85594,24391700.81016,,,,,,,7044482.32398,,,,34506.290109999994,,,56815566.35293,47379.89016,,,,0.01254,848742.8362499999,,,30991539.542740002,,17470100.22125,2129574.56439,0.0,1686706155.63296,,,420023289.79948,,,,58528.63372,,1682228.78248,,,217127724.43714,,,16415817.1669,3021.0268800000003,2382877.96674
2021-06-08,,,,,,,,2502957.00656,,,,,,301256.11167,3749488.48711,,,5595422.85806,,5688797.73212,,590339994.0339401,,,9564481.42335,,,,,,,,,,,5691430.06,,,1535826.68364,,397806.85594,24576063.08566,,,,,,,7045026.9397599995,,,,34502.86152,,,57053790.12565,47379.89016,,,,0.01252,856378.6801700001,,,31683765.56346,,17415433.11724,2066387.46579,0.0,1782485253.0137398,,,385272689.5673,,,,58919.077280000005,,1701004.18278,,,218061890.80203,,,16569185.48969,3117.75998,2379615.4154700004
2021-06-09,,,,,,,,2468078.38584,,,,,,280930.91988,3726227.09399,,,5337238.67116,,7067485.65348,,591381916.8842399,,,9961119.45796,,,,,,,,,,,7392470.44,,,1535088.74479,,397806.85594,24135470.1186,,,,,,,6925498.83292,,,,34697.71432,,,55734364.13624,47379.89016,,,,0.01252,738649.2886000001,,,35756938.30457,,17741958.37795,2085310.06174,0.0,1817762256.32199,,,351053506.15677,,,,61463.95941,,1734939.53565,,,217871627.58895,,,16459012.32299,3100.73946,2391333.1812299998
2021-06-10,,,,,,,,2475369.03568,,,,,,283727.4782,3706894.75994,,,5292672.31219,,6834821.24031,,556362651.41495,,,9997318.80351,,,,,,,,,,,7174238.4,,,1677691.39634,,397662.16915,23938705.08016,,,,,,,6899428.144470001,,,,49649.33543000001,,,55828788.05961,47379.89016,,,,0.01252,827463.45747,,,38563179.0819,,17784652.78478,2014023.94102,0.0,1822898393.5027301,,,329025981.4978,,,,61620.55656999999,,1742033.10781,,,220854300.86324,,,16442029.13063,3089.79519,2335567.23296
2021-06-11,,,,,,,,2488654.80166,,,,,,285972.83666,3725678.1560700005,,,6276154.77806,,5743499.48926,,584889763.70104,,,9873724.72618,,,,,,,,,,,8418301.93,,,1573322.1317,,397666.68672,23801561.11315,,,,,,,6675958.66892,,,,49695.05945,,,55804656.70650999,47379.89016,,,,0.01247,637413.2617800001,,,24150101.52643,,17769433.95693,1867491.27255,0.0,1773574576.7763999,,,279638753.27379,,,,61980.56944000001,,1718780.19521,,,217776302.40516,,,16464416.7324,3086.3392,2335701.47717
2021-06-12,,,,,,,,2469007.70744,,,,,,264895.86924,3653451.24469,,,6386528.42325,,5461469.36686,,614430482.16365,,,10247464.5295,,,,,,,,,,,8123067.17,,,1573193.59287,,397106.86171,23695825.856730003,,,,,,,6651937.9359,,,,49592.598139999995,,,55648180.935839996,47379.89016,,,,0.01247,684266.46219,,,22584769.376739997,,17844780.9487,1871206.54781,0.0,1819598170.3867998,,,268311564.69878,,,,62478.582709999995,,1708575.87867,,,218951676.83775,,,17230391.04153,3081.9229699999996,2330820.53444
2021-06-13,,,,,,,,2471274.31417,,,,,,281216.11228,3646570.0387399998,,,5757578.73386,,5597894.32693,,634139821.61653,,,10285698.216980001,,,,,,,,,,,7943266.37,,,1570705.87264,,368354.1237,23607333.20524,,,,,,,6354593.45442,,,,49622.16632,,,55764944.9872,47329.89016,,,,0.01247,655712.8300699999,,,22266676.720510002,,17509159.12105,1962009.2391899999,0.0,1841942564.88744,,,267828965.12863,,,,62018.735,,1732878.6778600002,,,219298480.9859,,,17258767.09645,3084.6847799999996,2333053.6280400003
2021-06-14,,,,,,,,2479936.60096,,,,,,281911.51056,3695229.2360300003,,,4840069.6573,,5773617.04623,,613240183.88064,,,10254190.72919,,,,,,,,,,,6417031.26,,,1573478.29251,,368706.32081,23900231.7678,,,,,,,6366379.97246,,,,49573.75866,,,52518005.09334,47379.89082,,,,0.01247,616247.38014,,,25915057.80785,,17438983.43277,1961425.44411,0.0,1762105019.67985,,,209595188.16735,,,,62558.82373,,1724521.22731,,,211466737.15097,,,17275043.55923,3084.5439699999997,2307706.99641
2021-06-15,,,,,,,,2484636.2868000004,,,,,,278567.31346,3726291.2512799995,,,3201979.72109,,5982028.12784,,671366215.2989,,,10247021.23855,,,,,,,,,,,4228559.81,,,1572828.29251,,368504.82943,23685230.228240002,,,,,,,6078732.59412,,,,49737.69669,,,52363848.94614,47386.88832,,,,0.01247,560376.88098,,,23076941.622050002,,17390600.76022,1949780.8997199999,0.0,1691624313.27102,,,162887844.24077,,,,63047.27431,,1727940.68047,,,213291125.18799,,,17310386.8609,3096.33057,2311270.12272
2021-06-16,,,,,,,,2495317.87493,,,,,,274273.83691,3722668.8753000004,,,4782973.504489999,,6171027.63412,,661171205.12551,,,10362387.8222,,,,,,,,,,,4368627.03,,,1570510.61554,,367126.21423,23649693.477930002,,,,,,,6072631.59242,,,,49785.20039,,,51898422.89973,47386.88832,,,,0.01247,549772.83902,,,30836430.43569,,17393952.97158,3070470.60261,0.0,1466666132.3552501,,,251230421.43839002,,,,61443.54057,,1594764.24309,,,227287228.29955,,,17357220.90007,3096.69909,2320505.77281
2021-06-17,,,,,,,,2420741.8993599997,,,,,,270952.12942,3613120.20216,,,4543352.18466,,6686448.33011,,605264930.62918,,,10426547.26458,,,,,,,,,,,5568656.79,,,1563867.76499,,367126.21423,23435729.67142,,,,,,,5979086.182349999,,,,50185.68613,,,51898589.90663,47386.88832,,,,0.01247,619674.12482,,,31123699.656460002,,17393304.556929998,3308206.9968,0.0,1623031401.08975,,,214597668.88383,,,,57176.400949999996,,1576708.53686,,,197539748.0196,,,17257339.10112,3090.29888,2822967.8038
2021-06-18,,,,,,,,2271809.8145899996,,,,,,268712.20485,3599651.98647,,,4745413.78836,,6836549.85037,,676234041.78102,,,10485232.682780001,,,,,,,,,,,5211770.21,,,1562422.9102699999,,367126.21423,23154010.45595,,,,,,,6039774.93514,,,,50324.079000000005,,,51679792.49172,47387.00307,,,,0.01247,608925.02226,,,30939556.55452,,11583378.46161,3282459.75618,0.0,1672820134.68258,,,241615044.34293002,,,,56551.74631,,1589681.54323,,,193530515.64147,,,17348616.44378,3148.1273499999998,2822967.8038
2021-06-19,,,,,,,,2266718.34295,,,,,,270382.57136,3603364.49644,,,4372568.05405,,6387304.7437,,668629688.31353,,,10521540.41905,,,,,,,,,,,4472168.41,,,1553478.07628,,367126.21423,23325602.088480003,,,,,,,6076786.7164,,,,51567.69134,,25423.49777,51664188.19735,47387.00307,,,,0.01247,582532.61213,,,35889083.55323,,11589130.767679999,3267226.5473300004,0.0,1714442256.12831,,,233213117.54423,,,,57994.78709,,1572675.4323200001,,,189673957.26121,,,17337596.74068,3246.4550099999997,2829044.71335
2021-06-20,,,,,,,,2262874.81516,,,,,,258867.64748,3587223.2075000005,,,3980773.2783000004,,6444407.24889,,676514171.85881,,,10184500.058020001,,,,,,,,,,,4824447.6,,,1535293.5784800001,,367049.30002,22392406.232899997,,,,,,,6076928.76632,,,,51586.86658,,25423.49777,50692569.89244,47387.00307,,,,0.01247,625305.89657,,,38301028.75236,,11907614.386659998,3245785.67612,0.0,1713452820.01257,,,283293591.94913,,,,57702.493689999996,,1577953.6640100002,,,189108019.83297,,,17467814.92071,3235.27251,2827199.02278
2021-06-21,,,,,,,,2263538.19841,,,,,,260491.09021,3696898.42834,,,6080577.0642,,5939744.77111,,675191652.24115,,,6714321.41517,,,,,,,,,,,5459014.02,,,1533703.54341,,366789.13066,22594934.697890002,,,,,,,6430324.2784400005,,,,51098.07623,,5023.49777,50378055.852290004,15536.95141,,,,0.01247,539794.4133,,,24167239.91327,,13673327.20279,3218897.0309300004,0.0,1892125802.272,,,322261748.11622,,,,54688.23236,,1534677.81779,,,179730305.46486,,,17253251.35377,3230.24758,2804614.56721
2021-06-22,,,,,,,,2249771.0589699997,,,,,,255766.12568,4437697.47692,,,8029464.151529999,,5983825.65406,,701627505.8751501,,,5646322.76719,,,,,,,,,,,6438346.39,,,1535765.66458,,362902.62682,22690086.61256,,,,,,,6801471.17375,,,,50038.24899,,7006.85313,49510923.769719996,11536.95141,,,,0.01247,549959.91036,,,8752688.60308,,14991978.71113,3167885.76491,0.0,1823015704.87414,,,302657230.84985,,,,53243.29979,,1569030.36676,,,177152868.98692,,,17106665.06392,3195.6604500000003,2848710.59516
2021-06-23,,,,,,,,2245349.29807,,,,,,246108.3812,4385563.99753,,,7545375.920809999,,5931446.27842,,742369380.93198,,,5736649.43395,,,,,,,,,,,6038023.96,,,1536609.67576,,362907.48928,22163300.421439998,,,,,,,7127004.157880001,,,,50096.65119,,196836.11966,50393616.80632,11536.95141,,,,0.01247,548025.34573,,,22515858.03643,,15264563.22889,3172510.00708,0.0,1750332084.31317,,,266173802.14909002,,,,50365.75909,,1568113.23584,,,174759261.10679,,,18534269.61469,3216.27001,2749746.1777399997
2021-06-24,,,,,,,,2229941.1599500002,,,,,,246590.25946,4268025.41664,,,6538881.79136,,5943203.2967,,734592042.5350901,,,5971349.71865,,,,,,,,,,,6406858.71,,,1539011.28568,,362491.03928,22167013.113410003,,,,,,,7163928.09077,,,,50281.829249999995,,245730.37123,50376870.39942,14933.56814,,,,0.01247,514322.60107,,,19207392.51187,,95234259.2376,3170926.2917199996,0.0,1673508163.94678,,,277399368.7993,,,,51780.78389,,1578243.42151,,,173698080.82497,,,18744306.71627,3214.76788,2949958.21928
2021-06-25,,,,,,,,2212733.17619,,,,,,250601.78552,4207859.14617,,,7623203.76371,,5754868.61885,,724293427.3747301,,,6061367.8232,,,,,,,,,,,6181884.66,,,1538531.7054899998,,362189.2875,21693246.64162,,,,,,,7155976.64948,,,,49000.96359,,417189.43573,50468390.38461,14922.36046,,,,0.01244,511067.67486,,,21709610.4757,,95258783.73660001,3152179.49702,0.0,1645165176.85351,,,277058299.81556,,,,49742.17078,,1646698.16699,,,165156302.50253,,,18650316.75577,3167.7877399999998,2909528.1336200004
2021-06-26,,,,,,,,2209193.15788,,,,,,254237.13986,3893945.44758,,,8395598.65293,,5644641.29628,,721622891.85447,,,6129761.51893,,,,,,,,,,,6266891.75,,,1537230.62863,,360288.45138,21679463.99127,,,,,,,7184127.29192,,,,48955.901150000005,,380985.69692,50409591.400089994,14922.36046,,,,0.01242,460174.49899,,,6633363.30073,,95286835.11332,3655802.1471,0.0,1614126928.7838101,,,277973315.55636,,,,51240.35071,,1644244.9685099998,,,165360993.43039,,,18566301.6723,3240.75102,2784176.31177
2021-06-27,,,,,,,,2211767.9145,,,,,,255008.94208,3562084.89421,,,8490591.621410001,,5762093.1287,,727970205.3171,,,6203548.24956,,,,,,,,,,,6189996.57,,,1532387.64237,,360148.02101,21776612.752860002,,,,,,,7183274.7543,,,,48950.51255,,303963.21606,50404410.90404999,14973.14379,,,,0.01247,487779.66325,,,24090983.5211,,95275422.73526,3668462.937,0.0,1617543395.75247,,,260063905.00586998,,,,51280.540759999996,,1646559.3961,,,151023510.56585,,,18570934.53267,3243.57312,2786846.01432
2021-06-28,,,,,,,,2215129.28608,,,,,,260787.27171,4308101.61837,,,8145904.51048,,5796141.10481,,728769944.67703,,,6453108.85655,,,,,,,,,,,5444235.54,,,1534083.47413,,360148.02101,21851873.87017,,,,,,,7585619.33081,,,,46492.40587,,324593.01966,49326988.80816,26288.59093,,,,0.01247,754870.61005,,,11598979.219050001,,95368769.65606,3741781.4173500002,0.0,1594002203.487,,,227655238.89113,,,,50422.25295,,1662985.8027000001,,,126220624.76272,,,18688590.60506,3181.29005,2808013.2779699997
2021-06-29,,,,,,,,2211730.80404,,,,,,252273.69987,4149418.03317,,,7947553.30088,,5208665.50689,,743449990.49267,,,6408716.74227,,,,,,,,,,,4475471.0,,,832805.0096799999,,360148.02101,21592893.95808,,,,,,,7286997.106389999,,,,45842.80885,,348030.03796,51297300.69647,26288.59093,,,,0.01247,764153.64465,,,9995502.36519,,95182284.88492,3774108.21844,0.0,1612803697.83756,,,186803892.97986,,,,50093.85283,,1667379.2513,,,127584774.75305,,,18689564.41301,3082.3912600000003,2830447.09037
2021-06-30,,,,,,,,2210190.50001,,,,,,254149.50194,4165491.59471,,,14395291.71779,,5783763.62486,,739857743.93708,,,6483932.90118,,,,,,,,,,,4517299.43,,,1535995.0172599999,,360147.32997,21804323.83788,,,,,,,7301026.86345,,,,45867.875,,306540.57769,51298932.2947,26288.59093,,,,0.01247,810008.00298,,,14901356.15501,,115227971.20497,3726381.92296,0.0,1451562501.18841,,,203252473.16329002,,,,49948.45411,,1665149.0006000001,,,122872098.97572,,,18681818.77645,3077.74091,2891879.16463
2021-07-01,,,,,,,,2182751.3344,,,,,,243695.30987,4054577.93477,,,13047458.070750002,,5630834.02874,,744019002.7893701,,,6471701.490900001,,,,,,,,,,,5402973.37,,,1406231.86509,,360147.32997,21787798.85814,,,,,,,7378990.92581,,,,45807.45869000001,,765462.64445,49934943.212,26904.89027,,,,0.01247,878580.41668,,,17717026.54258,,114498550.39145,3713848.31273,0.0,1455647238.34582,,,207726629.40461,,,,50093.72362,,1638520.7890299999,,,124570028.86328,,,18818486.62244,3075.80706,2894415.99113
2021-07-02,,,,,,,,2176424.65773,,,,,,246193.47875,4031823.7221,,,13117229.939299999,,5718148.37079,,736678394.42079,,,6479798.8668,,,,,,,,,,,6388127.43,,,1419146.80786,,354703.80739,21663729.52689,,,,,,,6763742.75831,,,,44931.9428,,467180.00024,51145960.20686,26714.66266,,,,0.01247,479671.39923,,,15121899.821349999,,114289396.91924,3686539.89062,0.0,1468436845.70495,,,228240011.46465,,,,50419.19113,,1635579.54715,,,127118276.69653,,,20312904.80518,3071.33648,2899346.99964
2021-07-03,,,,,,,,2172185.76664,,,,,,247761.82432,4096780.4835,,,13102907.022070002,,6032042.5222,,727438426.22957,,,6711749.88069,,,,,,,,,,,6201168.82,,,1235208.27433,,354703.80739,21737327.01684,,,,,,,6797479.39401,,,,45074.568340000005,,489177.90135,51164084.13166,26904.91453,,,,0.01247,539024.07751,,,20906419.498299997,,114199897.93241,3689852.09345,0.0,1456119029.66483,,,237449112.05306,,,,50762.480840000004,,1635177.93925,,,131957014.21762,,,20291431.65163,2969.1688599999998,2907087.04491
2021-07-04,,,,,,,,2170980.52962,,,,,,246731.94625,4068790.22463,,,13084164.94503,,5899892.68176,,728456339.33002,,,6722536.0364,,,,,,,,,,,5023757.07,,300023.73968,915871.30242,,232919.24895,21696304.790889997,,,,,,,7160925.94339,,,,45114.947680000005,,460787.80257,51265658.8372,26904.91453,,,,0.01247,572195.25467,,,21942633.42462,,113957978.57699001,3666120.65373,,1429414161.79641,,,228933629.9717,,,,50006.589389999994,,1628832.28585,,,131635199.35574,,,20138180.74108,2913.49188,2888175.09951
2021-07-05,,,,,,,,2145762.5500100004,,,,,,112836.21226,3977633.68071,,,13067591.13487,,5971629.27389,,641514106.38989,,,6744516.81902,,,,,,,,,,,5161605.22,,300023.73968,897066.37087,,232914.41519,21744056.073060002,,,,,,,7122076.88658,,,,45283.77128,,466929.31658,52751282.64096,26904.91453,,,,0.01247,637832.91551,,,24647586.66096,,113655311.36196,3665217.61701,,1437030097.4099698,,,217618058.8416,,,,49496.6262,,1629616.17252,,,132781392.57054,,,20314946.81917,2849.94155,2876320.3258200004
2021-07-06,,,,,,,,2139124.27403,,,,,,117393.61429,3978694.2779900003,,,12338888.61205,,6069203.27679,,639726303.11382,,,6751879.64513,,,,,,,,,,,4918810.01,,300023.73968,898824.17824,,232911.23516,21679561.16365,,,,,,,6708192.34821,,,,45276.17195,,701268.02737,52835464.356979996,26354.97539,,,,0.01247,645116.0714199999,,,32891497.68937,,113664558.74548,3268742.17264,,1443908550.1482,,,216629021.74093002,,,,49053.59565,,1632118.7655800001,,,138808086.32184,,,19483780.09977,2878.4712099999997,2883389.72846
