date,tvl
"March 25, 2023",269812059.2907765
"March 26, 2023",269941733.6433588
"March 27, 2023",270084102.57676226
"March 28, 2023",265746353.90822518
"March 29, 2023",267562490.4922507
"March 30, 2023",270496772.0493301
"March 31, 2023",259107443.1315784
"April 01, 2023",278783481.4281601
"April 02, 2023",278098339.12045264
"April 03, 2023",276535081.19081265
"April 04, 2023",280126954.32263166
"April 05, 2023",284190909.402767
"April 06, 2023",284491577.21730506
"April 07, 2023",281595397.70474887
"April 08, 2023",280855217.6132768
"April 09, 2023",280755037.4640042
"April 10, 2023",280765533.07555205
"April 11, 2023",281909081.28436494
"April 12, 2023",289415371.770304
"April 13, 2023",291555005.34734005
"April 14, 2023",295387921.5353995
"April 15, 2023",295333794.2793607
"April 16, 2023",292400065.44109666
"April 17, 2023",295007317.7527343
"April 18, 2023",293581215.4901358
"April 19, 2023",293584005.2635796
"April 20, 2023",286367396.8195449
"April 21, 2023",278346706.3016844
"April 22, 2023",272897184.9223727
"April 23, 2023",274801474.7290607
"April 24, 2023",272033873.865857
"April 25, 2023",271785894.70373803
"April 26, 2023",274636075.0454831
"April 27, 2023",274922543.49026716
"April 28, 2023",274527110.83246064
"April 29, 2023",276378843.35718364
"April 30, 2023",275812020.3689462
"May 01, 2023",274220947.53152
"May 02, 2023",270849925.18977606
"May 03, 2023",269806524.50656664
"May 04, 2023",271793808.58180356
"May 05, 2023",269100847.1298498
"May 06, 2023",276997665.9375301
"May 07, 2023",271444995.9705092
"May 08, 2023",270360104.5388947
"May 09, 2023",265562044.70911002
"May 10, 2023",266140426.69092196
"May 11, 2023",265614539.4173978
"May 12, 2023",263708949.36403653
"May 13, 2023",267802923.20078504
"May 14, 2023",267904470.55803072
"May 15, 2023",268241366.46519476
"May 16, 2023",269779387.4226204
"May 17, 2023",268862230.0343334
"May 18, 2023",269290364.3317751
"May 19, 2023",268273000.15265694
"May 20, 2023",267583116.00298107
"May 21, 2023",268069765.42338708
"May 22, 2023",265402392.63320646
"May 23, 2023",264437361.77883
"May 24, 2023",267707599.94666588
