date,ethereum_compound,total_fees
2021-01-07,54681.80033222966,54681.80033222966
2021-01-08,47130.64902652161,47130.64902652161
2021-01-09,52218.288010708406,52218.288010708406
2021-01-10,50904.87780988995,50904.87780988995
2021-01-11,51939.38236970354,51939.38236970354
2021-01-12,57267.21338014411,57267.21338014411
2021-01-13,82281.8148780561,82281.8148780561
2021-01-14,82463.37551246239,82463.37551246239
2021-01-15,87213.48151143394,87213.48151143394
2021-01-16,82851.87918802793,82851.87918802793
2021-01-17,76097.60954989538,76097.60954989538
2021-01-18,80004.74819719819,80004.74819719819
2021-01-19,79526.35573900027,79526.35573900027
2021-01-20,74331.67014102534,74331.67014102534
2021-01-21,62982.30870216321,62982.30870216321
2021-01-22,57012.552086904056,57012.552086904056
2021-01-23,56175.589943653125,56175.589943653125
2021-01-24,61712.29749351903,61712.29749351903
2021-01-25,53601.859518207304,53601.859518207304
2021-01-26,52764.38370936429,52764.38370936429
2021-01-27,61363.94799939452,61363.94799939452
2021-01-28,69563.77054667105,69563.77054667105
2021-01-29,78118.40304867855,78118.40304867855
2021-01-30,80639.28078398452,80639.28078398452
2021-01-31,81469.74429885,81469.74429885
2021-02-01,88220.32636961906,88220.32636961906
2021-02-02,95010.27477250803,95010.27477250803
2021-02-03,112988.82792228075,112988.82792228075
2021-02-04,117750.31405619872,117750.31405619872
2021-02-05,123584.2236958988,123584.2236958988
2021-02-06,132620.88351171382,132620.88351171382
2021-02-07,132035.55008629948,132035.55008629948
2021-02-08,157514.26058236838,157514.26058236838
2021-02-09,171504.89305956985,171504.89305956985
2021-02-10,166635.9488540062,166635.9488540062
2021-02-11,169416.29242279084,169416.29242279084
2021-02-12,169411.22786657859,169411.22786657859
2021-02-13,172565.74235077164,172565.74235077164
2021-02-14,173310.0401021645,173310.0401021645
2021-02-15,166355.79360180206,166355.79360180206
2021-02-16,178487.92756059946,178487.92756059946
2021-02-17,176264.53816475486,176264.53816475486
2021-02-18,170281.55769276232,170281.55769276232
2021-02-19,168214.3831577733,168214.3831577733
2021-02-20,168700.25716951033,168700.25716951033
2021-02-21,162012.52121600803,162012.52121600803
2021-02-22,132224.47892068746,132224.47892068746
2021-02-23,122214.68153155377,122214.68153155377
2021-02-24,129423.84369605753,129423.84369605753
2021-02-25,124077.0747558503,124077.0747558503
2021-02-26,117402.51177065591,117402.51177065591
2021-02-27,108073.99395375323,108073.99395375323
2021-02-28,99638.33242225263,99638.33242225263
2021-03-01,107991.39358733603,107991.39358733603
2021-03-02,126651.22340580178,126651.22340580178
2021-03-03,146597.76844948606,146597.76844948606
2021-03-04,142244.24644908673,142244.24644908673
2021-03-05,136793.86936223932,136793.86936223932
2021-03-06,123162.46655044681,123162.46655044681
2021-03-07,123825.73622950425,123825.73622950425
2021-03-08,133748.1461221791,133748.1461221791
2021-03-09,165654.99240094153,165654.99240094153
2021-03-10,174948.17075543787,174948.17075543787
2021-03-11,151901.63086386363,151901.63086386363
2021-03-12,129442.0126733815,129442.0126733815
2021-03-13,128583.96622991425,128583.96622991425
2021-03-14,121135.7967553161,121135.7967553161
2021-03-15,124016.87269656116,124016.87269656116
2021-03-16,132545.96488973766,132545.96488973766
2021-03-17,144690.86798225014,144690.86798225014
2021-03-18,152839.93767636764,152839.93767636764
2021-03-19,160383.75265476794,160383.75265476794
2021-03-20,154221.91530712225,154221.91530712225
2021-03-21,160167.58948363067,160167.58948363067
2021-03-22,159114.06503584667,159114.06503584667
2021-03-23,159421.0354907454,159421.0354907454
2021-03-24,136334.2531905125,136334.2531905125
2021-03-25,122795.84360300537,122795.84360300537
2021-03-26,179648.87886308166,179648.87886308166
2021-03-27,219688.99449746407,219688.99449746407
2021-03-28,187481.81105343672,187481.81105343672
2021-03-29,191265.19654933133,191265.19654933133
2021-03-30,173222.46286471302,173222.46286471302
2021-03-31,179843.5720594592,179843.5720594592
2021-04-01,183304.80909172888,183304.80909172888
2021-04-02,216872.21758590994,216872.21758590994
2021-04-03,230052.8087144385,230052.8087144385
2021-04-04,204264.3315454143,204264.3315454143
2021-04-05,192148.80165045438,192148.80165045438
2021-04-06,189740.45646326515,189740.45646326515
2021-04-07,192878.99575073633,192878.99575073633
2021-04-08,203497.2688899933,203497.2688899933
2021-04-09,226933.8130585394,226933.8130585394
2021-04-10,223940.18116492292,223940.18116492292
2021-04-11,201883.27737705183,201883.27737705183
2021-04-12,152985.91013742532,152985.91013742532
2021-04-13,150830.09821674216,150830.09821674216
2021-04-14,216558.9615652335,216558.9615652335
2021-04-15,238750.68980141392,238750.68980141392
2021-04-16,201412.3216251575,201412.3216251575
2021-04-17,164219.0555100063,164219.0555100063
2021-04-18,135339.1532913446,135339.1532913446
2021-04-19,114577.8558559288,114577.8558559288
2021-04-20,126329.22549481527,126329.22549481527
2021-04-21,155884.40676782542,155884.40676782542
