date,avax_AAVE V2,avax_AAVE V3,ethereum_AAVE V2,ethereum_AAVE V3,fantom_AAVE V2,fantom_AAVE V3,harmony_AAVE V2,harmony_AAVE V3,optimism_AAVE V2,optimism_AAVE V3,polygon_AAVE V2,polygon_AAVE V3,total_fees
2021-05-06,0,0,1283423.9698054066,0,0,0,0,0,0,0,235173.28293453145,0,1518597.252739938
2021-05-07,0,0,1521458.6419791002,0,0,0,0,0,0,0,253321.4353956786,0,1774780.0773747787
2021-05-08,0,0,1378773.0763919237,0,0,0,0,0,0,0,278577.19155612914,0,1657350.2679480528
2021-05-09,0,0,1012580.6760702966,0,0,0,0,0,0,0,251563.8748181994,0,1264144.550888496
2021-05-10,0,0,1437800.3638238288,0,0,0,0,0,0,0,273399.30939421454,0,1711199.6732180433
2021-05-11,0,0,1380954.6481849512,0,0,0,0,0,0,0,285667.66513664374,0,1666622.3133215948
2021-05-12,0,0,1707067.7681594293,0,0,0,0,0,0,0,357863.70607528224,0,2064931.4742347116
2021-05-13,0,0,1467461.2624577265,0,0,0,0,0,0,0,292835.64539613033,0,1760296.907853857
2021-05-14,0,0,1333309.4523222852,0,0,0,0,0,0,0,399870.8677000482,0,1733180.3200223334
2021-05-15,0,0,1328224.1419750843,0,0,0,0,0,0,0,316695.3884369923,0,1644919.5304120765
2021-05-16,0,0,945279.4438676275,0,0,0,0,0,0,0,338015.4386780373,0,1283294.882545665
2021-05-17,0,0,883148.9533749562,0,0,0,0,0,0,0,350451.4125432795,0,1233600.3659182356
2021-05-18,0,0,741860.1389271424,0,0,0,0,0,0,0,417996.40191560733,0,1159856.5408427496
2021-05-19,0,0,1284871.5645100053,0,0,0,0,0,0,0,368394.05410355184,0,1653265.6186135572
2021-05-20,0,0,931034.2404468048,0,0,0,0,0,0,0,438087.48338700255,0,1369121.7238338073
2021-05-21,0,0,916094.8028626065,0,0,0,0,0,0,0,431349.62258028926,0,1347444.4254428959
2021-05-22,0,0,836736.2112009325,0,0,0,0,0,0,0,334281.4977702779,0,1171017.7089712103
2021-05-23,0,0,558571.6344170196,0,0,0,0,0,0,0,306582.08841383056,0,865153.7228308502
2021-05-24,0,0,429965.09141296917,0,0,0,0,0,0,0,418973.02912990126,0,848938.1205428704
2021-05-25,0,0,464440.38194481557,0,0,0,0,0,0,0,422522.43912465096,0,886962.8210694665
2021-05-26,0,0,380543.53921226837,0,0,0,0,0,0,0,504542.159961083,0,885085.6991733513
2021-05-27,0,0,468605.1572335604,0,0,0,0,0,0,0,490003.21326799516,0,958608.3705015555
2021-05-28,0,0,434956.46323666157,0,0,0,0,0,0,0,437313.1334123207,0,872269.5966489823
2021-05-29,0,0,552518.9290331288,0,0,0,0,0,0,0,406308.22085821524,0,958827.149891344
2021-05-30,0,0,436150.8202898749,0,0,0,0,0,0,0,424755.1213674495,0,860905.9416573244
2021-05-31,0,0,477401.5232197599,0,0,0,0,0,0,0,491677.6753715555,0,969079.1985913154
2021-06-01,0,0,464462.9789910189,0,0,0,0,0,0,0,515166.24808034516,0,979629.2270713641
2021-06-02,0,0,476675.8992193586,0,0,0,0,0,0,0,533772.8912000094,0,1010448.790419368
2021-06-03,0,0,465667.7878621408,0,0,0,0,0,0,0,548018.7295217374,0,1013686.5173838782
2021-06-04,0,0,544910.4144025284,0,0,0,0,0,0,0,562751.2296296164,0,1107661.644032145
2021-06-05,0,0,490677.25403556676,0,0,0,0,0,0,0,661399.8075676634,0,1152077.0616032302
2021-06-06,0,0,478151.5717513318,0,0,0,0,0,0,0,569052.7894908027,0,1047204.3612421345
2021-06-07,0,0,493671.54611060594,0,0,0,0,0,0,0,567544.5508264023,0,1061216.0969370082
2021-06-08,0,0,511294.79996652936,0,0,0,0,0,0,0,492996.7195406246,0,1004291.5195071539
2021-06-09,0,0,495096.98409145186,0,0,0,0,0,0,0,538872.213193243,0,1033969.1972846949
2021-06-10,0,0,486935.5078207747,0,0,0,0,0,0,0,585309.1844325104,0,1072244.692253285
2021-06-11,0,0,515634.81779613026,0,0,0,0,0,0,0,516960.36617501365,0,1032595.1839711439
2021-06-12,0,0,494712.7439469614,0,0,0,0,0,0,0,452269.96775364206,0,946982.7117006035
2021-06-13,0,0,504334.3680248562,0,0,0,0,0,0,0,454027.7865795807,0,958362.1546044368
2021-06-14,0,0,513081.5907664827,0,0,0,0,0,0,0,428850.27412251633,0,941931.864888999
2021-06-15,0,0,583571.0621579223,0,0,0,0,0,0,0,449098.4585867051,0,1032669.5207446273
2021-06-16,0,0,558410.1600933687,0,0,0,0,0,0,0,430519.7066613446,0,988929.8667547134
2021-06-17,0,0,560879.3077373386,0,0,0,0,0,0,0,455624.44907107344,0,1016503.756808412
2021-06-18,0,0,555759.4227410348,0,0,0,0,0,0,0,311427.3466795085,0,867186.7694205432
2021-06-19,0,0,541055.8213905398,0,0,0,0,0,0,0,306060.89647957694,0,847116.7178701167
2021-06-20,0,0,547582.9818646316,0,0,0,0,0,0,0,254949.13382437045,0,802532.1156890021
2021-06-21,0,0,546536.5632248421,0,0,0,0,0,0,0,219600.72241349204,0,766137.2856383341
2021-06-22,0,0,523268.61274895864,0,0,0,0,0,0,0,210015.45629907737,0,733284.069048036
2021-06-23,0,0,513064.06515357364,0,0,0,0,0,0,0,211191.6995895618,0,724255.7647431354
2021-06-24,0,0,514291.62598369434,0,0,0,0,0,0,0,196148.27576304413,0,710439.9017467385
2021-06-25,0,0,507622.09059941076,0,0,0,0,0,0,0,197217.09073451615,0,704839.181333927
2021-06-26,0,0,491586.2150987509,0,0,0,0,0,0,0,194191.7308788419,0,685777.9459775928
2021-06-27,0,0,604824.4220353942,0,0,0,0,0,0,0,199692.2525165234,0,804516.6745519177
2021-06-28,0,0,485427.0472413547,0,0,0,0,0,0,0,206052.20043689414,0,691479.2476782489
2021-06-29,0,0,489225.11001905694,0,0,0,0,0,0,0,225932.0318259337,0,715157.1418449907
2021-06-30,0,0,504712.7413667154,0,0,0,0,0,0,0,237756.64125046562,0,742469.382617181
2021-07-01,0,0,506154.4697114909,0,0,0,0,0,0,0,221457.51006157039,0,727611.9797730613
2021-07-02,0,0,498694.2257536282,0,0,0,0,0,0,0,216664.73773076435,0,715358.9634843925
2021-07-03,0,0,488803.7352575074,0,0,0,0,0,0,0,210637.18644949386,0,699440.9217070013
2021-07-04,0,0,492735.4669333345,0,0,0,0,0,0,0,209176.05482302964,0,701911.5217563641
2021-07-05,0,0,542048.6439242329,0,0,0,0,0,0,0,197297.00337755086,0,739345.6473017838
2021-07-06,0,0,462654.7148762423,0,0,0,0,0,0,0,197132.5201717424,0,659787.2350479846
2021-07-07,0,0,468344.02266866167,0,0,0,0,0,0,0,204055.2653309629,0,672399.2879996246
2021-07-08,0,0,478341.77224949293,0,0,0,0,0,0,0,203356.12360517058,0,681697.8958546636
2021-07-09,0,0,467207.18840688607,0,0,0,0,0,0,0,253403.41183717386,0,720610.6002440599
2021-07-10,0,0,471191.2172703095,0,0,0,0,0,0,0,245973.29593200193,0,717164.5132023115
2021-07-11,0,0,478005.81397247454,0,0,0,0,0,0,0,192671.5687083605,0,670677.382680835
2021-07-12,0,0,471463.2610749352,0,0,0,0,0,0,0,268300.3659638863,0,739763.6270388216
2021-07-13,0,0,478894.0260193598,0,0,0,0,0,0,0,306496.25504586473,0,785390.2810652246
2021-07-14,0,0,460580.43081699504,0,0,0,0,0,0,0,264667.8335809868,0,725248.2643979818
2021-07-15,0,0,464837.7486181516,0,0,0,0,0,0,0,197164.02837171793,0,662001.7769898695
2021-07-16,0,0,494447.40181828337,0,0,0,0,0,0,0,408845.81454372307,0,903293.2163620065
2021-07-17,0,0,578978.0312451445,0,0,0,0,0,0,0,185308.21937260937,0,764286.250617754
2021-07-18,0,0,630355.1581744623,0,0,0,0,0,0,0,182953.40236018802,0,813308.5605346502
2021-07-19,0,0,584808.8590145072,0,0,0,0,0,0,0,192365.11310918853,0,777173.9721236957
2021-07-20,0,0,609691.2142255363,0,0,0,0,0,0,0,170518.46172197367,0,780209.6759475099
2021-07-21,0,0,557935.739546426,0,0,0,0,0,0,0,209113.21426476704,0,767048.953811193
2021-07-22,0,0,574654.0863513758,0,0,0,0,0,0,0,172393.82385366326,0,747047.9102050391
2021-07-23,0,0,586167.1914459299,0,0,0,0,0,0,0,169176.6584051419,0,755343.8498510718
2021-07-24,0,0,588226.0159496788,0,0,0,0,0,0,0,221272.54278964418,0,809498.558739323
2021-07-25,0,0,587672.4228176315,0,0,0,0,0,0,0,235573.20997034298,0,823245.6327879746
2021-07-26,0,0,594135.3288954142,0,0,0,0,0,0,0,236045.92153435672,0,830181.2504297709
2021-07-27,0,0,605744.7641545364,0,0,0,0,0,0,0,188939.97240096252,0,794684.7365554989
2021-07-28,0,0,597608.9679179018,0,0,0,0,0,0,0,205618.31523933177,0,803227.2831572336
2021-07-29,0,0,621249.2785678669,0,0,0,0,0,0,0,211286.54060268909,0,832535.819170556
2021-07-30,0,0,618757.5342994367,0,0,0,0,0,0,0,214464.95298594888,0,833222.4872853856
2021-07-31,0,0,678211.3959848722,0,0,0,0,0,0,0,231594.11928235902,0,909805.5152672313
2021-08-01,0,0,715704.9194844095,0,0,0,0,0,0,0,263869.83409455663,0,979574.7535789661
2021-08-02,0,0,728291.8490279977,0,0,0,0,0,0,0,231652.49389607544,0,959944.3429240731
2021-08-03,0,0,867873.9484148449,0,0,0,0,0,0,0,224044.249931433,0,1091918.198346278
2021-08-04,0,0,661573.5184787452,0,0,0,0,0,0,0,207014.98436264545,0,868588.5028413907
2021-08-05,0,0,670575.2047804173,0,0,0,0,0,0,0,204934.62606858058,0,875509.8308489978
2021-08-06,0,0,665691.4076539055,0,0,0,0,0,0,0,201464.42173946055,0,867155.829393366
2021-08-07,0,0,703704.7742007347,0,0,0,0,0,0,0,203470.03272941743,0,907174.8069301521
2021-08-08,0,0,738702.8487721466,0,0,0,0,0,0,0,238837.91237563858,0,977540.7611477852
2021-08-09,0,0,758377.595950165,0,0,0,0,0,0,0,257335.8425841169,0,1015713.4385342819
2021-08-10,0,0,820035.383514086,0,0,0,0,0,0,0,265198.9534190696,0,1085234.3369331555
2021-08-11,0,0,1020047.563701976,0,0,0,0,0,0,0,263135.1954019532,0,1283182.7591039292
2021-08-12,0,0,787309.8432830962,0,0,0,0,0,0,0,234744.82363096203,0,1022054.6669140583
2021-08-13,0,0,1152261.3956522825,0,0,0,0,0,0,0,236085.86514928832,0,1388347.260801571
2021-08-14,0,0,1118187.785850206,0,0,0,0,0,0,0,263583.1347827284,0,1381770.9206329342
2021-08-15,0,0,872000.1968129138,0,0,0,0,0,0,0,299508.3644525787,0,1171508.5612654923
2021-08-16,0,0,901857.8309675158,0,0,0,0,0,0,0,265699.2342692973,0,1167557.0652368132
2021-08-17,0,0,944302.66411864,0,0,0,0,0,0,0,241465.85258168532,0,1185768.5167003253
2021-08-18,0,0,839567.3864224253,0,0,0,0,0,0,0,241361.3187109821,0,1080928.7051334074
2021-08-19,0,0,861639.3117124882,0,0,0,0,0,0,0,248942.5433282561,0,1110581.8550407444
2021-08-20,0,0,1043802.3651997051,0,0,0,0,0,0,0,246847.11728267363,0,1290649.4824823788
2021-08-21,0,0,1511133.4908768933,0,0,0,0,0,0,0,274135.9488430183,0,1785269.4397199117
2021-08-22,0,0,1780320.394364393,0,0,0,0,0,0,0,266041.3999555139,0,2046361.794319907
2021-08-23,0,0,1792944.1632299542,0,0,0,0,0,0,0,235431.08694677698,0,2028375.2501767313
2021-08-24,0,0,1170463.1420292365,0,0,0,0,0,0,0,280854.8347384472,0,1451317.9767676839
2021-08-25,0,0,1223830.476243264,0,0,0,0,0,0,0,224250.91450230268,0,1448081.3907455667
2021-08-26,0,0,1028392.1300331735,0,0,0,0,0,0,0,233761.6310139519,0,1262153.7610471253
2021-08-27,0,0,1031333.4287647556,0,0,0,0,0,0,0,237980.7721356796,0,1269314.2009004352
2021-08-28,0,0,1217625.6365121417,0,0,0,0,0,0,0,227221.14063569254,0,1444846.7771478342
2021-08-29,0,0,1398473.8220984885,0,0,0,0,0,0,0,230917.3605735505,0,1629391.182672039
2021-08-30,0,0,1558296.3755741366,0,0,0,0,0,0,0,240829.61023979413,0,1799125.9858139306
2021-08-31,0,0,1635166.4712792488,0,0,0,0,0,0,0,230040.3505725599,0,1865206.8218518088
2021-09-01,0,0,1459330.70753622,0,0,0,0,0,0,0,253524.1934936825,0,1712854.9010299025
2021-09-02,0,0,1751203.2260703826,0,0,0,0,0,0,0,240540.22024548127,0,1991743.4463158639
2021-09-03,0,0,1776760.2505314788,0,0,0,0,0,0,0,232131.3727525585,0,2008891.6232840372
2021-09-04,0,0,1476123.1835475161,0,0,0,0,0,0,0,260134.0817307893,0,1736257.2652783054
2021-09-05,0,0,1334051.6441279042,0,0,0,0,0,0,0,253391.1833036281,0,1587442.8274315323
2021-09-06,0,0,2046088.3401438808,0,0,0,0,0,0,0,334621.450398895,0,2380709.7905427758
2021-09-07,0,0,2170223.2872540257,0,0,0,0,0,0,0,361166.4189966329,0,2531389.7062506587
2021-09-08,0,0,1091656.9310127597,0,0,0,0,0,0,0,277602.2730380456,0,1369259.2040508054
2021-09-09,0,0,1334178.20345495,0,0,0,0,0,0,0,305026.2253356461,0,1639204.4287905958
2021-09-10,0,0,1348087.4929863077,0,0,0,0,0,0,0,232926.9172857229,0,1581014.4102720306
2021-09-11,0,0,1211094.3666683563,0,0,0,0,0,0,0,188853.37338656248,0,1399947.740054919
2021-09-12,0,0,1393998.2348261592,0,0,0,0,0,0,0,185678.27781292386,0,1579676.512639083
2021-09-13,0,0,1594160.6737763253,0,0,0,0,0,0,0,185903.32700786358,0,1780064.000784189
2021-09-14,0,0,1198957.7983395674,0,0,0,0,0,0,0,200352.33331032225,0,1399310.1316498895
2021-09-15,0,0,977717.6311350808,0,0,0,0,0,0,0,219808.23341727737,0,1197525.8645523582
2021-09-16,0,0,1462559.4147419375,0,0,0,0,0,0,0,245610.68902180562,0,1708170.103763743
2021-09-17,0,0,1505102.2521990056,0,0,0,0,0,0,0,251410.6993086228,0,1756512.9515076284
2021-09-18,0,0,1221447.5096764122,0,0,0,0,0,0,0,242281.0451711882,0,1463728.5548476004
2021-09-19,0,0,1213969.2807138513,0,0,0,0,0,0,0,230817.0953202625,0,1444786.3760341138
2021-09-20,0,0,1221649.309620803,0,0,0,0,0,0,0,216776.73187123734,0,1438426.0414920403
2021-09-21,0,0,1166934.1628922145,0,0,0,0,0,0,0,214140.80176498863,0,1381074.964657203
2021-09-22,0,0,1119061.7229477942,0,0,0,0,0,0,0,208278.0410285659,0,1327339.7639763602
2021-09-23,0,0,1503768.5855516861,0,0,0,0,0,0,0,206992.38263693274,0,1710760.9681886188
2021-09-24,0,0,1516103.6354597972,0,0,0,0,0,0,0,221512.3317264442,0,1737615.9671862414
2021-09-25,0,0,1217502.644347214,0,0,0,0,0,0,0,208628.73320083524,0,1426131.3775480492
2021-09-26,0,0,1224300.7071686927,0,0,0,0,0,0,0,201233.1128914468,0,1425533.8200601395
2021-09-27,0,0,1330475.1900039099,0,0,0,0,0,0,0,201796.6056740181,0,1532271.795677928
2021-09-28,0,0,1327116.1522955787,0,0,0,0,0,0,0,193189.3403758971,0,1520305.4926714757
2021-09-29,0,0,1028518.545786709,0,0,0,0,0,0,0,192166.0745929222,0,1220684.6203796312
2021-09-30,0,0,1144291.3138999492,0,0,0,0,0,0,0,189636.27691673377,0,1333927.590816683
2021-10-01,0,0,1178743.997884374,0,0,0,0,0,0,0,192954.26289929214,0,1371698.2607836663
2021-10-02,0,0,1319466.806471613,0,0,0,0,0,0,0,219225.17959008293,0,1538691.986061696
2021-10-03,0,0,1286621.7191778978,0,0,0,0,0,0,0,211778.79273777644,0,1498400.5119156742
2021-10-04,0,0,1219343.4532165532,0,0,0,0,0,0,0,227284.77467946603,0,1446628.2278960194
2021-10-05,96890.68624952954,0,1476659.9755149058,0,0,0,0,0,0,0,220397.85436399083,0,1793948.516128426
2021-10-06,94067.05645799545,0,1516971.9724074227,0,0,0,0,0,0,0,214943.5228134264,0,1825982.5516788445
2021-10-07,99624.70110415119,0,1689335.2236355105,0,0,0,0,0,0,0,203294.23014592173,0,1992254.1548855833
2021-10-08,140530.23491486604,0,1243243.7972540834,0,0,0,0,0,0,0,216031.66071882824,0,1599805.6928877777
2021-10-09,164682.01224274846,0,1069286.016660385,0,0,0,0,0,0,0,268205.45932741126,0,1502173.4882305446
2021-10-10,163899.89909176284,0,1171335.3560713988,0,0,0,0,0,0,0,264056.87780232116,0,1599292.1329654828
2021-10-11,190496.53293205323,0,1355434.877711777,0,0,0,0,0,0,0,240281.56623026347,0,1786212.976874094
2021-10-12,202651.27156342292,0,1505354.9922960042,0,0,0,0,0,0,0,207389.68468822073,0,1915395.9485476478
2021-10-13,210520.22352102466,0,1442941.2563428276,0,0,0,0,0,0,0,184118.24645894137,0,1837579.7263227936
2021-10-14,233937.9660236629,0,1783611.1179523107,0,0,0,0,0,0,0,184514.42594436507,0,2202063.5099203386
2021-10-15,258224.51699743356,0,2257499.379345804,0,0,0,0,0,0,0,197008.96526561413,0,2712732.8616088517
2021-10-16,263443.87938578497,0,1575721.9467074599,0,0,0,0,0,0,0,220733.43622027524,0,2059899.26231352
2021-10-17,240643.78953556446,0,1464476.2134881667,0,0,0,0,0,0,0,236390.5640284456,0,1941510.5670521767
2021-10-18,260593.72239952162,0,1721880.972923901,0,0,0,0,0,0,0,287164.02406722616,0,2269638.7193906484
2021-10-19,266477.2450621848,0,1726947.655496149,0,0,0,0,0,0,0,255940.51033456885,0,2249365.410892903
2021-10-20,304470.28853832604,0,1494234.551056957,0,0,0,0,0,0,0,315000.3253040236,0,2113705.164899307
2021-10-21,345649.7747690038,0,1753095.5999488193,0,0,0,0,0,0,0,509832.5655557727,0,2608577.940273596
2021-10-22,324859.88143512036,0,1419336.2178645765,0,0,0,0,0,0,0,584464.9359944476,0,2328661.0352941444
2021-10-23,328251.0988252312,0,1064259.617444811,0,0,0,0,0,0,0,507834.83823994047,0,1900345.5545099825
2021-10-24,331042.51469612494,0,1287802.1490692638,0,0,0,0,0,0,0,427974.4860582472,0,2046819.149823636
2021-10-25,371862.53250675864,0,1474173.2339419445,0,0,0,0,0,0,0,390085.1937996172,0,2236120.9602483204
2021-10-26,367161.14017167554,0,1603728.1469426723,0,0,0,0,0,0,0,382416.09198248276,0,2353305.3790968307
2021-10-27,377812.9784526692,0,3587900.968500396,0,0,0,0,0,0,0,345409.81001610466,0,4311123.75696917
2021-10-28,379185.85062742245,0,1537856.9244319696,0,0,0,0,0,0,0,309099.40605319414,0,2226142.181112586
2021-10-29,470614.6173006704,0,3089496.7686399445,0,0,0,0,0,0,0,551979.1590221381,0,4112090.544962753
2021-10-30,376435.8558039253,0,1803566.1961761455,0,0,0,0,0,0,0,500443.83955883817,0,2680445.8915389087
2021-10-31,408644.58356777503,0,3017329.0909204646,0,0,0,0,0,0,0,272431.2757290628,0,3698404.9502173024
2021-11-01,431406.86802579416,0,1550777.3978514564,0,0,0,0,0,0,0,291637.5135187724,0,2273821.7793960227
2021-11-02,413787.4135727833,0,1178975.8814799944,0,0,0,0,0,0,0,351106.15681265306,0,1943869.4518654307
2021-11-03,347715.9120269193,0,1383187.1010456725,0,0,0,0,0,0,0,366592.62461131427,0,2097495.637683906
2021-11-04,314009.7161253155,0,1320107.377427549,0,0,0,0,0,0,0,301356.1167243031,0,1935473.2102771676
2021-11-05,318186.2731916815,0,1281428.0730261882,0,0,0,0,0,0,0,315584.5672837245,0,1915198.9135015942
2021-11-06,318786.98404350696,0,1334252.8933877998,0,0,0,0,0,0,0,351173.66288151575,0,2004213.5403128224
2021-11-07,321043.6238383653,0,1339215.9265436274,0,0,0,0,0,0,0,328509.2830874506,0,1988768.8334694433
2021-11-08,368084.31246842816,0,1475549.0771382032,0,0,0,0,0,0,0,387672.28997802816,0,2231305.6795846596
2021-11-09,340005.01524813485,0,1391599.4366155257,0,0,0,0,0,0,0,499022.24399234616,0,2230626.695856007
2021-11-10,336912.2886770733,0,1376488.9224024718,0,0,0,0,0,0,0,512526.2948135476,0,2225927.5058930926
2021-11-11,470657.26596704894,0,773954.552906478,0,0,0,0,0,0,0,454910.4155052155,0,1699522.2343787425
2021-11-12,462340.9230494719,0,977154.1960464912,0,0,0,0,0,0,0,468688.298159689,0,1908183.4172556521
2021-11-13,467056.88878720877,0,938476.3548458674,0,0,0,0,0,0,0,404505.5940935384,0,1810038.8377266147
2021-11-14,504482.0172440585,0,771373.0233041588,0,0,0,0,0,0,0,390336.6579687384,0,1666191.6985169556
2021-11-15,595439.9977856965,0,731284.9268814601,0,0,0,0,0,0,0,421188.3093317199,0,1747913.2339988765
2021-11-16,517778.8569772587,0,750870.8111343229,0,0,0,0,0,0,0,344464.99247097695,0,1613114.6605825587
2021-11-17,343723.8779070771,0,682976.2051167807,0,0,0,0,0,0,0,333539.5675992169,0,1360239.6506230747
2021-11-18,338352.01528149046,0,685586.3252352249,0,0,0,0,0,0,0,447467.3898967899,0,1471405.7304135053
2021-11-19,356987.62819904037,0,667593.9280859139,0,0,0,0,0,0,0,452076.7174137677,0,1476658.273698722
2021-11-20,355354.1285983678,0,624524.6868657718,0,0,0,0,0,0,0,479379.2028350342,0,1459258.0182991738
2021-11-21,343014.3856510576,0,640542.0950519218,0,0,0,0,0,0,0,321719.76071922324,0,1305276.2414222027
2021-11-22,358693.1852138591,0,658591.2702179694,0,0,0,0,0,0,0,306631.42315116903,0,1323915.8785829977
2021-11-23,355153.9910179557,0,669243.9030155131,0,0,0,0,0,0,0,295912.13658432645,0,1320310.0306177954
2021-11-24,369558.64449988306,0,853849.4082274185,0,0,0,0,0,0,0,312625.1541702009,0,1536033.2068975025
2021-11-25,369880.0610087471,0,1049772.4596512374,0,0,0,0,0,0,0,318061.78435525845,0,1737714.3050152431
2021-11-26,333615.781922482,0,989839.5340022804,0,0,0,0,0,0,0,371667.7588413587,0,1695123.074766121
2021-11-27,318404.69105473475,0,921593.568101222,0,0,0,0,0,0,0,332661.8169378423,0,1572660.076093799
2021-11-28,327129.2588561896,0,822608.363194466,0,0,0,0,0,0,0,299180.9924051134,0,1448918.614455769
2021-11-29,356188.9892083232,0,881723.8186036468,0,0,0,0,0,0,0,302833.2687582904,0,1540746.0765702603
2021-11-30,361088.51601479924,0,1069773.2520001458,0,0,0,0,0,0,0,303094.10988240433,0,1733955.8778973494
2021-12-01,340382.69989101426,0,1099864.7287832224,0,0,0,0,0,0,0,374353.4699286482,0,1814600.898602885
2021-12-02,320655.8284942196,0,1189304.3759744917,0,0,0,0,0,0,0,404935.27122866036,0,1914895.4756973716
2021-12-03,320680.09584029793,0,1143275.4972460156,0,0,0,0,0,0,0,430470.41712313297,0,1894426.0102094465
2021-12-04,302122.94403789495,0,810060.6044073192,0,0,0,0,0,0,0,377812.81946361164,0,1489996.3679088259
2021-12-05,312695.7744431508,0,687869.275643014,0,0,0,0,0,0,0,287009.19680761563,0,1287574.2468937803
2021-12-06,289648.7063772882,0,673112.3703214345,0,0,0,0,0,0,0,267989.9533364859,0,1230751.0300352084
2021-12-07,285639.8897038022,0,770755.3354173726,0,0,0,0,0,0,0,291707.3824958175,0,1348102.6076169922
2021-12-08,289470.3807457284,0,739172.1589005977,0,0,0,0,0,0,0,307171.22013050405,0,1335813.7597768302
2021-12-09,280023.13684988534,0,652646.2352577134,0,0,0,0,0,0,0,347593.87498881033,0,1280263.247096409
2021-12-10,278319.5872368567,0,658867.5095575663,0,0,0,0,0,0,0,328196.2594468405,0,1265383.3562412634
2021-12-11,281729.8752008358,0,618190.5694197377,0,0,0,0,0,0,0,289907.7498794009,0,1189828.1944999744
2021-12-12,283815.67876875465,0,620156.4946119768,0,0,0,0,0,0,0,310221.98682987876,0,1214194.1602106101
2021-12-13,271991.96172916226,0,655907.9803310089,0,0,0,0,0,0,0,344592.46394013765,0,1272492.4060003087
2021-12-14,273151.9922596155,0,586685.3592897159,0,0,0,0,0,0,0,314106.6117111139,0,1173943.9632604453
2021-12-15,272334.2457236011,0,599903.9046367481,0,0,0,0,0,0,0,318380.9068753825,0,1190619.0572357317
2021-12-16,264936.51786209276,0,616940.1178176709,0,0,0,0,0,0,0,318819.3411340294,0,1200695.976813793
2021-12-17,284058.57181141555,0,594569.3321219063,0,0,0,0,0,0,0,327862.23368592525,0,1206490.1376192472
2021-12-18,292050.9829509727,0,624369.4456898826,0,0,0,0,0,0,0,317074.8731595103,0,1233495.3018003656
2021-12-19,299947.96569148824,0,601300.0575667981,0,0,0,0,0,0,0,374280.4732824142,0,1275528.4965407006
2021-12-20,294416.5754402596,0,604706.8735746911,0,0,0,0,0,0,0,366573.7148879521,0,1265697.1639029027
2021-12-21,295662.1289722838,0,595771.6117021401,0,0,0,0,0,0,0,363754.89143774833,0,1255188.6321121722
2021-12-22,293149.1811013526,0,605800.6407761,0,0,0,0,0,0,0,380731.15277570294,0,1279680.9746531555
2021-12-23,287155.7734221815,0,643244.0132117753,0,0,0,0,0,0,0,377873.220919406,0,1308273.0075533628
2021-12-24,275113.66140133434,0,705496.9531872254,0,0,0,0,0,0,0,363763.6102140875,0,1344374.2248026473
2021-12-25,278871.8074055557,0,925606.3176028507,0,0,0,0,0,0,0,375892.58156125527,0,1580370.7065696616
2021-12-26,281411.5498300183,0,724326.288731631,0,0,0,0,0,0,0,403990.28880896553,0,1409728.1273706148
2021-12-27,281253.789751688,0,639248.5007789471,0,0,0,0,0,0,0,377023.98580646917,0,1297526.2763371044
2021-12-28,279494.1350660751,0,648720.0752995937,0,0,0,0,0,0,0,421160.6219511648,0,1349374.8323168335
2021-12-29,273919.29798000894,0,661970.9595848225,0,0,0,0,0,0,0,468709.08613218967,0,1404599.343697021
2021-12-30,272162.6584958925,0,641836.5443321203,0,0,0,0,0,0,0,481895.8691299658,0,1395895.0719579787
2021-12-31,270029.1457725355,0,659483.1565752246,0,0,0,0,0,0,0,472134.3017552854,0,1401646.6041030455
2022-01-01,268525.183261825,0,647913.8868354862,0,0,0,0,0,0,0,410803.28120694554,0,1327242.3513042566
2022-01-02,267761.9214804666,0,631767.6639048177,0,0,0,0,0,0,0,418463.2823336899,0,1317992.8677189741
2022-01-03,273327.46235913975,0,684592.1867879406,0,0,0,0,0,0,0,448923.0149903346,0,1406842.664137415
2022-01-04,266297.8716064891,0,665269.894236203,0,0,0,0,0,0,0,430925.84312748525,0,1362493.6089701774
2022-01-05,263180.52049341146,0,669069.2176923223,0,0,0,0,0,0,0,479379.541746272,0,1411629.2799320058
2022-01-06,252250.59444950707,0,634373.9973117847,0,0,0,0,0,0,0,510122.3956694032,0,1396746.987430695
2022-01-07,243145.086718148,0,650084.7613457569,0,0,0,0,0,0,0,487541.5971495744,0,1380771.4452134795
2022-01-08,240719.89987699888,0,605415.3798414608,0,0,0,0,0,0,0,409567.143923752,0,1255702.4236422118
2022-01-09,236117.70607823093,0,609105.8870156248,0,0,0,0,0,0,0,388360.1654276754,0,1233583.758521531
2022-01-10,231038.8758448082,0,602316.4677623343,0,0,0,0,0,0,0,406386.500229521,0,1239741.8438366635
2022-01-11,227313.46187616367,0,683706.3116716398,0,0,0,0,0,0,0,367528.668744269,0,1278548.4422920726
2022-01-12,230196.94101637477,0,661680.1815777135,0,0,0,0,0,0,0,399518.17835131066,0,1291395.300945399
2022-01-13,224611.21848412932,0,616238.9832705389,0,0,0,0,0,0,0,415356.90399730694,0,1256207.1057519752
2022-01-14,226255.65222282332,0,660969.2244226389,0,0,0,0,0,0,0,366476.26159384294,0,1253701.1382393052
2022-01-15,228949.46874956298,0,822508.7044013141,0,0,0,0,0,0,0,351684.46024376515,0,1403142.6333946423
