date,volume
2022-07-09,117754431.52860951
2022-07-10,138210739.12511662
2022-07-11,124397003.86295849
2022-07-12,110769720.09505205
2022-07-13,151108545.32417747
2022-07-14,113785565.53350955
2022-07-15,128731641.01558499
2022-07-16,120467207.28260586
2022-07-17,119663864.76984496
2022-07-18,178064841.21673256
2022-07-19,199105739.31672513
2022-07-20,185922790.33663523
2022-07-21,142566429.98765087
2022-07-22,141845578.91250995
2022-07-23,116939782.03598036
2022-07-24,119276939.63699535
2022-07-25,144897245.29007268
2022-07-26,128468447.10400248
2022-07-27,149406732.2598421
2022-07-28,163365658.97815007
2022-07-29,169105947.3999638
2022-07-30,199899937.93783286
2022-07-31,148284995.15494522
2022-08-01,141738363.61087132
2022-08-02,152492437.64098433
2022-08-03,118473293.61494961
2022-08-04,114520140.11526732
2022-08-05,113873614.94898802
2022-08-06,115668014.57992968
2022-08-07,133288763.0507177
2022-08-08,281474700.58776635
2022-08-09,151363678.73897856
2022-08-10,134131910.50609738
2022-08-11,124472011.70488642
2022-08-12,104333963.84790461
2022-08-13,96355339.97638512
2022-08-14,112138433.20871547
2022-08-15,118070368.80757146
2022-08-16,112038390.08517429
2022-08-17,142323412.34112093
2022-08-18,96329225.0583363
2022-08-19,157050653.35858858
2022-08-20,99280420.2076019
2022-08-21,85797209.718063
2022-08-22,99792531.00838414
2022-08-23,100572718.19974992
2022-08-24,99270642.76561749
2022-08-25,98597264.85336578
2022-08-26,154966002.15969858
2022-08-27,96796308.76627232
2022-08-28,100651261.51246484
2022-08-29,113499824.79014911
2022-08-30,108016097.1105438
2022-08-31,76258212.63990955
2022-09-01,82942370.96784759
2022-09-02,82906202.73313145
2022-09-03,57667884.85837728
2022-09-04,60397754.83045402
2022-09-05,57041515.64677675
2022-09-06,103831301.63751234
2022-09-07,89621823.3222783
2022-09-08,91246019.01228376
2022-09-09,139890989.8115827
2022-09-10,109767595.80162938
2022-09-11,79733839.77749822
2022-09-12,110943146.427272
2022-09-13,122221046.96240366
2022-09-14,88730799.52336238
2022-09-15,101087284.64204448
2022-09-16,80624477.08075635
2022-09-17,94692988.33273073
2022-09-18,174558357.47728056
2022-09-19,155156501.17194784
2022-09-20,259328203.00910333
2022-09-21,220998105.08946046
2022-09-22,229130044.09273103
2022-09-23,425024681.8159389
2022-09-24,183482056.42955634
2022-09-25,142545802.94835863
2022-09-26,138783119.57001045
2022-09-27,148236913.34461978
2022-09-28,136300857.93883783
2022-09-29,190350645.06849054
2022-09-30,173869617.78852957
2022-10-01,235764423.70328233
2022-10-02,164794543.40338627
2022-10-03,136680313.03088555
2022-10-04,151739071.76503608
2022-10-05,125568044.45495787
2022-10-06,125682817.9396209
2022-10-07,128919549.97424357
2022-10-08,180608387.1411498
2022-10-09,126868629.85070753
2022-10-10,123983926.92207088
2022-10-11,150543305.251743
2022-10-12,80393876.64019768
2022-10-13,171033824.44236913
2022-10-14,106742400.03158957
2022-10-15,67395034.38192533
2022-10-16,61482512.50906345
2022-10-17,60651360.827111475
2022-10-18,80660690.54015689
2022-10-19,77734962.62407844
2022-10-20,89082914.29441209
2022-10-21,88859673.84880234
2022-10-22,47687468.88706861
2022-10-23,59851848.04349714
2022-10-24,73931148.27654098
2022-10-25,98675279.94951746
2022-10-26,91742965.17023784
2022-10-27,107985535.3757423
2022-10-28,87296086.681319
2022-10-29,122145720.96159878
2022-10-30,93193916.92317364
2022-10-31,82992879.00170669
2022-11-01,72088798.7687939
2022-11-02,99883898.34055854
2022-11-03,68530993.965366
2022-11-04,142841169.74705642
2022-11-05,101773019.43911493
2022-11-06,74779445.8896769
2022-11-07,82595268.0080445
2022-11-08,293690227.45890105
2022-11-09,273815719.1950836
2022-11-10,230820195.58393824
2022-11-11,109065072.55147928
2022-11-12,80741876.92088717
2022-11-13,65953128.5710445
2022-11-14,120871875.27970505
2022-11-15,81319444.36316638
2022-11-16,61571880.80608062
2022-11-17,55698182.64142893
2022-11-18,46623898.091215655
2022-11-19,37141480.29361503
2022-11-20,48519707.345646955
2022-11-21,72404282.69804892
2022-11-22,60829387.21520094
2022-11-23,51840620.80420241
2022-11-24,53014465.59336845
2022-11-25,57316584.34547445
2022-11-26,45397734.684590444
2022-11-27,71877282.87595803
2022-11-28,77517250.71221907
2022-11-29,44267643.73503427
2022-11-30,59901917.98793391
2022-12-01,45150912.49384405
2022-12-02,44785760.29097015
2022-12-03,45457410.71180581
2022-12-04,30572057.832978196
2022-12-05,40485800.33752436
2022-12-06,37589702.93667036
2022-12-07,41051420.931951866
2022-12-08,39267843.934099734
2022-12-09,35755806.21649652
2022-12-10,29522748.169891864
2022-12-11,30656651.88686729
2022-12-12,43708742.733709335
2022-12-13,70144929.91943309
2022-12-14,45490797.41458041
2022-12-15,64498832.639895864
2022-12-16,61894926.84594546
2022-12-17,41796574.59473636
2022-12-18,23736832.58677841
2022-12-19,41645656.932769425
2022-12-20,43377897.7579074
2022-12-21,32425008.205814786
2022-12-22,30784143.92089662
2022-12-23,31130439.037732605
2022-12-24,24105607.95372697
2022-12-25,22524987.50465515
2022-12-26,27689258.348645184
2022-12-27,34243395.36475792
2022-12-28,50217303.546496384
2022-12-29,62192938.591238484
2022-12-30,44171510.795999564
2022-12-31,31341515.304337334
