Date,goldfinch-borrowed,goldfinch-Ethereum-borrowed,goldfinch-Ethereum
2023-01-01,101150683.37972,101150683.37972,1375577.97654
2023-01-02,101152355.21418,101152355.21418,1252427.55034
2023-01-03,101168286.14631,101168286.14631,1207905.90416
2023-01-04,101174744.48788,101174744.48788,1201150.5626
2023-01-05,101276921.90809,101276921.90809,1198643.42709
2023-01-06,101276921.90101,101276921.90101,1243133.18632
2023-01-07,101189017.26589,101189017.26589,1215826.94298
2023-01-08,101290459.06798,101290459.06798,1401330.19104
2023-01-09,101189269.796,101189269.796,1382760.64617
2023-01-10,101290459.06575,101290459.06575,1388287.04376
2023-01-11,101072336.2241,101072336.2241,1442501.40705
2023-01-12,101999131.90603,101999131.90603,1464197.8469
2023-01-13,100865757.77895,100865757.77895,1437179.4428
2023-01-14,101009478.56906,101009478.56906,1554629.09346
2023-01-15,101040395.07978,101040395.07978,1507707.28356
2023-01-16,101252739.1436,101252739.1436,1550921.86252
2023-01-17,100998349.82769,100998349.82769,1439429.82975
2023-01-18,100978351.7114,100978351.7114,1462762.35941
2023-01-19,101020046.99365,101020046.99365,1553305.17264
2023-01-20,101025254.92608,101025254.92608,1661063.89042
2023-01-21,100941281.71888,100941281.71888,1630707.47244
2023-01-22,101255585.00001,101255585.00001,1776437.26821
2023-01-23,101154713.44145,101154713.44145,1785823.4189
2023-01-24,101053659.781,101053659.781,1777702.92191
2023-01-25,100963902.1936,100963902.1936,1810721.55682
2023-01-26,100691024.95998,100691024.95998,1800170.82954
2023-01-27,101410942.41807,101410942.41807,1928916.4964
2023-01-28,101410942.41805,101410942.41805,1781313.80953
2023-01-29,101512352.55124,101512352.55124,1779077.15773
2023-01-30,101426638.42011,101426638.42011,1812138.8357
2023-01-31,101607363.55608,101607363.55608,1757645.61638
2023-02-01,101607483.67403,101607483.67403,1739576.15002
2023-02-02,101392444.41169,101392444.41169,1710050.1049
2023-02-03,102140950.36957,102140950.36957,2239220.65598
2023-02-04,102140950.36955,102140950.36955,2233676.6359
2023-02-05,102022481.64618,102022481.64618,2277061.29858
2023-02-06,102066642.56181,102066642.56181,2276576.72935
2023-02-07,102180251.62851,102180251.62851,2265855.46715
2023-02-08,101951339.31088,101951339.31088,2285994.92963
2023-02-09,102594073.21947,102594073.21947,2805258.25446
2023-02-10,101409941.13099,101409941.13099,2791191.58122
2023-02-11,101419941.13099,101419941.13099,2756075.79428
2023-02-12,101420541.13035,101420541.13035,2583498.79403
2023-02-13,100969536.88967,100969536.88967,2553896.57343
2023-02-14,101484142.4588,101484142.4588,2604419.26541
2023-02-15,101670743.68499,101670743.68499,2746516.086
2023-02-16,101894834.99254,101894834.99254,2720589.81561
2023-02-17,101574630.37564,101574630.37564,2703036.92322
2023-02-18,101755820.8769,101755820.8769,2563260.20213
2023-02-19,101710013.53861,101710013.53861,2553797.47496
2023-02-20,101763535.36499,101763535.36499,2555912.32256
2023-02-21,101687350.25062,101687350.25062,2624462.94228
2023-02-22,101869321.55333,101869321.55333,2698631.88052
2023-02-23,101893970.51046,101893970.51046,2733882.65103
2023-02-24,101365458.57448,101365458.57448,2820468.9519
2023-02-25,101420665.79892,101420665.79892,2720181.67399
2023-02-26,101468153.63206,101468153.63206,2700918.11415
2023-02-27,101577748.00487,101577748.00487,2692209.99405
2023-02-28,101594757.26843,101594757.26843,2586340.78058
2023-03-01,102000730.32444,102000730.32444,2595758.73686
2023-03-02,101500115.14017,101500115.14017,2580621.10983
2023-03-03,101601585.84275,101601585.84275,2508986.28837
2023-03-04,101472386.14386,101472386.14386,2511508.10302
2023-03-05,101608590.15484,101608590.15484,2514429.08762
2023-03-06,101507083.07177,101507083.07177,2468473.53983
2023-03-07,101537817.5955,101537817.5955,2491115.97435
2023-03-08,101741672.0119,101741672.0119,2492335.99819
2023-03-09,101541691.99175,101541691.99175,2357547.6867
2023-03-10,101712930.63081,101712930.63081,2510236.20386
2023-03-11,100747912.85378,100747912.85378,2462484.87322
2023-03-12,97665209.56455,97665209.56455,1552947.94124
2023-03-13,100710570.21989,100710570.21989,1548354.08574
2023-03-14,101373704.04867,101373704.04867,1516273.74599
2023-03-15,101824118.06829,101824118.06829,1473509.45227
2023-03-16,101959150.93008,101959150.93008,1513801.23034
2023-03-17,102096415.60696,102096415.60696,1679130.22991
2023-03-18,102096415.59932,102096415.59932,1648873.11553
2023-03-19,102198105.25588,102198105.25588,1616656.56285
2023-03-20,102096415.59887,102096415.59887,1612786.64908
2023-03-21,102299770.63623,102299770.63623,1773036.53192
2023-03-22,101994701.73681,101994701.73681,1885673.58488
2023-03-23,102227394.66922,102227394.66922,1979225.76527
2023-03-24,101709094.96681,101709094.96681,1937795.12845
2023-03-25,101912142.18243,101912142.18243,1826359.45453
2023-03-26,102015559.29862,102015559.29862,1816521.17015
2023-03-27,101574193.70115,101574193.70115,1888666.28619
2023-03-28,101427362.67382,101427362.67382,1878789.43168
2023-03-29,101574193.70107,101574193.70107,1822800.77129
2023-03-30,101585348.76665,101585348.76665,1831633.09102
2023-03-31,101788315.61394,101788315.61394,1815395.9728
2023-04-01,101483864.02015,101483864.02015,1783918.73571
2023-04-02,101585347.88349,101585347.88349,1772463.43423
2023-04-03,101585347.88344,101585347.88344,1770289.6782
2023-04-04,101585347.88338,101585347.88338,1756838.78712
2023-04-05,101384999.16486,101384999.16486,1358178.79901
2023-04-06,101765714.29553,101765714.29553,1560100.02606
2023-04-07,101505856.60378,101505856.60378,1517725.99449
2023-04-08,101551930.02696,101551930.02696,1578906.0618
2023-04-09,101451479.54039,101451479.54039,1511762.1859
2023-04-10,101654382.49844,101654382.49844,1513015.55546
2023-04-11,101226054.346,101226054.346,1503509.80142
2023-04-12,101411919.8916,101411919.8916,1378616.68718
2023-04-13,101384270.81917,101384270.81917,1370441.43212
2023-04-14,101648943.56743,101648943.56743,1372415.34828
2023-04-15,101547497.51597,101547497.51597,1370133.82741
2023-04-16,101474200.16488,101474200.16488,1429139.9178
2023-04-17,101455122.97514,101455122.97514,1424858.77169
2023-04-18,101676790.64346,101676790.64346,1477827.25953
2023-04-19,101638173.4139,101638173.4139,1618661.66291
2023-04-20,101608954.52985,101608954.52985,1636850.91167
2023-04-21,101359417.72498,101359417.72498,1649354.39877
2023-04-22,101484119.3966,101484119.3966,1763535.6013
2023-04-23,101486453.58503,101486453.58503,1763576.16355
2023-04-24,101044277.10666,101044277.10666,1749926.33214
2023-04-25,101397551.45156,101397551.45156,1755218.88021
2023-04-26,101418762.12019,101418762.12019,1735089.95208
2023-04-27,101502832.30068,101502832.30068,1864702.80979
2023-04-28,101444446.61262,101444446.61262,1793775.47757
2023-04-29,101413974.30432,101413974.30432,1663978.30274
2023-04-30,101560952.40341,101560952.40341,1658000.04203
2023-05-01,101514170.90059,101514170.90059,1656046.83389
2023-05-02,101577860.21894,101577860.21894,1657085.8267
2023-05-03,101435143.32534,101435143.32534,1647534.99229
2023-05-04,101679924.26619,101679924.26619,1631549.13595
2023-05-05,101394398.58583,101394398.58583,1598241.29331
2023-05-06,101624981.59249,101624981.59249,1631814.2393
2023-05-07,101624981.59062,101624981.59062,1631304.89044
2023-05-08,101352460.30734,101352460.30734,1616836.01861
2023-05-09,101343433.73708,101343433.73708,1558268.64757
2023-05-10,101422137.26714,101422137.26714,1547999.43443
2023-05-11,101179268.11876,101179268.11876,1621573.29718
2023-05-12,100512184.3208,100512184.3208,1627941.9492
2023-05-13,100513353.29334,100513353.29334,1624600.15422
2023-05-14,100545004.90797,100545004.90797,1568572.15243
2023-05-15,100437530.15689,100437530.15689,1564294.52614
2023-05-16,100446771.24969,100446771.24969,1676609.93071
2023-05-17,100452644.35312,100452644.35312,1650879.3112
2023-05-18,100395918.10807,100395918.10807,1858613.69423
2023-05-19,100659071.44652,100659071.44652,1340616.36748
2023-05-20,100660486.92398,100660486.92398,1408428.29893
2023-05-21,100781138.8948,100781138.8948,1400665.28052
2023-05-22,100885416.40833,100885416.40833,1545604.62622
2023-05-23,100591400.96114,100591400.96114,1452099.48956
2023-05-24,100764203.55655,100764203.55655,1412203.34476
2023-05-25,100631332.29049,100631332.29049,1406299.77103
2023-05-26,100726805.67135,100726805.67135,1510539.02941
2023-05-27,100782480.12508,100782480.12508,1492296.88605
2023-05-28,101088264.55132,101088264.55132,1454271.45818
2023-05-29,100771197.02961,100771197.02961,1446704.82607
2023-05-30,100752954.63356,100752954.63356,1445106.84465
2023-05-31,100770903.36644,100770903.36644,1444790.97479
2023-06-01,100588941.69212,100588941.69212,1418026.24753
2023-06-02,100575234.24153,100575234.24153,1393494.4264
2023-06-03,100525690.70988,100525690.70988,1371212.58027
2023-06-04,100598331.94139,100598331.94139,1364539.44396
2023-06-05,100713652.75178,100713652.75178,1406829.14697
2023-06-06,100747568.08877,100747568.08877,1359177.38616
2023-06-07,100789677.00317,100789677.00317,1307830.19795
2023-06-08,100700950.59809,100700950.59809,1256552.77719
2023-06-09,100713259.2128,100713259.2128,1245702.52043
2023-06-10,100639335.67498,100639335.67498,1232137.02693
2023-06-11,100691474.10474,100691474.10474,1225133.02291
2023-06-12,100520085.27817,100520085.27817,1183675.95026
2023-06-13,100563874.37667,100563874.37667,1171701.21829
2023-06-14,100709134.02751,100709134.02751,1179842.16331
2023-06-15,100807534.56678,100807534.56678,1185872.05003
2023-06-16,100612814.60224,100612814.60224,1204540.8536
2023-06-17,100664796.85919,100664796.85919,1363682.30531
2023-06-18,100685649.86046,100685649.86046,1344496.03
2023-06-19,100793147.93706,100793147.93706,1327582.11055
2023-06-20,100708196.52598,100708196.52598,1310422.81365
2023-06-21,100725089.85639,100725089.85639,1433863.7555
2023-06-22,100728308.38502,100728308.38502,1437653.66154
2023-06-23,100723538.91797,100723538.91797,1504141.45861
2023-06-24,100835656.88504,100835656.88504,1595587.62728
2023-06-25,100734926.22958,100734926.22958,1598299.26873
2023-06-26,100722996.47333,100722996.47333,1595713.64731
2023-06-27,101037640.8269,101037640.8269,1589006.41774
2023-06-28,100633443.46383,100633443.46383,1580739.15294
2023-06-29,100653354.28817,100653354.28817,1578634.54265
2023-06-30,100380086.31137,100380086.31137,1578041.01134
2023-07-01,100361554.15598,100361554.15598,1558766.21709
2023-07-02,100412350.82785,100412350.82785,1551751.76436
2023-07-03,100418516.27981,100418516.27981,1544812.97937
2023-07-04,100529749.55854,100529749.55854,1531101.49239
2023-07-05,100344593.43774,100344593.43774,1523685.114
2023-07-06,100455572.52342,100455572.52342,1470227.71073
2023-07-07,100499252.29671,100499252.29671,1486965.97519
2023-07-08,100508934.14316,100508934.14316,1483201.36518
2023-07-09,100508619.41479,100508619.41479,1479580.68002
2023-07-10,100834694.98481,100834694.98481,1457077.94758
2023-07-11,100529226.33378,100529226.33378,1503435.95958
2023-07-12,100538160.18359,100538160.18359,1501183.79903
2023-07-13,100513263.39298,100513263.39298,1502564.52803
2023-07-14,100317568.63883,100317568.63883,1500687.5124
2023-07-15,100428179.44649,100428179.44649,1639913.22757
2023-07-16,100464589.47268,100464589.47268,1631913.77094
2023-07-17,100387630.0958,100387630.0958,1788294.35073
2023-07-18,100468004.49568,100468004.49568,1848170.4748
2023-07-19,100568472.50014,100568472.50014,1848085.24073
2023-07-20,100420357.49303,100420357.49303,1859272.28809
2023-07-21,100456745.81097,100456745.81097,1915210.01548
2023-07-22,100442772.41136,100442772.41136,1970221.70368
2023-07-23,100394163.84472,100394163.84472,1967428.14775
2023-07-24,100408532.71105,100408532.71105,1966622.60644
2023-07-25,100484973.0319,100484973.0319,1913482.87638
2023-07-26,100494457.52245,100494457.52245,2008592.12826
2023-07-27,100554428.63003,100554428.63003,1914775.94835
2023-07-28,100140828.94077,100140828.94077,1893724.58357
2023-07-29,100161660.62918,100161660.62918,1881278.68428
2023-07-30,99541111.68003,99541111.68003,1868699.57294
2023-07-31,99572992.26729,99572992.26729,1780720.38783
